Date,MMM,AXP,T,BA,CAT,CVX,CSCO,KO,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,DIS
2015-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,-0.023914416547361594,-0.02508759454473508,0.028372879269826567,-0.006483362358349565,-0.005860173788921452,-0.05406532803339614,-0.06311828657669616,-0.04223637732468122,-0.015397525626216435,-0.025669312762478635,0.01576796813991055,-0.002602863025742863,-0.026503925059260358,-0.11085396919554213,-0.019665452393707317,0.030100491200697688,-0.0003525434500858404,-0.06503538715914159,-0.05170858640183462,0.06827415670854298,-0.027123985496741776,-0.001913352435790605,-0.04410599386435354,-0.04806468492066174,0.014890428124224586,-0.057240921958907176,-0.02056635005328178,-0.03894337362391176,0.03415787441479545
2015-07-01,-0.019183420370888382,-0.01769733933240003,-0.021959434309746895,0.039287627377015966,-0.07297826759092452,-0.08282345656162449,0.03496013204463888,0.055796808649661855,-0.04795622222375717,-0.008996644411859323,-0.017816893169345427,0.05868457032800367,-0.004119304055401951,-0.04832352791635397,0.02821662226984678,0.011363471952598792,0.05038404814709008,0.04353576973910833,0.05775754524752208,0.0666543127669792,0.07545490953595535,-0.019683109722711922,0.1046539788373575,-0.09573595773802623,-0.0007033377053345946,0.0038618374058767557,0.12196577671226883,0.014803534331840007,0.05134041159567437
2015-08-01,-0.06079044387054877,0.008677196808243748,-0.024604866038335227,-0.09356999762944729,-0.028886766322536506,-0.08465208256350243,-0.08235620545955968,-0.04284332691763226,-0.05012008225036502,-0.003432493881138532,-0.0803143155144379,-0.004870598930639347,-0.08704249491766713,-0.01416240940177349,-0.0621694920992214,-0.058529687538939945,-0.02533554814431238,-0.08666894723080987,-0.06809436487599219,-0.030116252707402147,-0.07764838046832312,-0.07107458542100054,-0.04447794468028976,-0.08673113116263642,-0.04695214971833084,-0.005089421323658416,-0.05362354938526992,-0.10072273430115442,-0.1460621968179524
2015-09-01,0.004338562429555326,-0.03375929084763174,-0.02571764513401409,0.008459382317023367,-0.13613528757079452,-0.01378068017372025,0.01429679036628273,0.020346103401109428,-0.0025830211637575262,-0.03038795272052308,-0.07550896232094051,-0.008329012304750694,-0.011606762796935732,0.06483488069690613,0.0008950138517813677,-0.048829953198127884,0.021247881069736296,-0.0828226292198625,0.023710183067791046,0.10040247733497232,-0.04824232317682031,0.01797115716124531,-0.01844186122597491,-0.02225362368854089,0.002679463079100941,-0.054335700518093666,-0.02140085764983357,0.008539400622266102,0.0031409635925740975
2015-10-01,0.1089084665984903,-0.011735856468405137,0.02854527654370842,0.13073723742584864,0.11673815937003917,0.15212977676717188,0.09904770445558242,0.06472831637484133,0.11284450307455551,0.1573852892933314,0.07907474554686256,0.0760201134025158,-0.03373135726432919,0.1234239633267653,0.08227108296600405,0.05379687703415037,0.13924705152907602,0.11622925687048147,0.18933563423268973,0.0709620442489527,0.07672724533372377,0.06171806245328826,0.14135267979760213,0.10585446231981921,0.019648757022779906,0.07745314679436577,0.11369542590077164,-0.11721152113145639,0.11291590045496491
2015-11-01,-0.004007360798474524,-0.018411780809937994,0.019154830686852975,-0.01769458562433901,0.006465305922092046,0.004841587420616689,-0.04784187543949214,0.006375677808465152,-0.013052656657260964,0.03526994139122075,0.013439915331137087,0.08282099445511859,-0.004711437857927159,0.026875241667428718,0.002078478182935939,0.04530946081319098,0.01701564216533047,-0.030186505028169774,0.0324848047285915,0.009540015854595074,-0.031046857939528216,-0.011357479083945687,0.014881692173417171,-0.023981228920611275,-0.04304645868350587,-0.01790970656190871,0.018432534157841962,0.027952539174597835,-0.0023737444713520794
2015-12-01,-0.031614922618012575,-0.02917373375193888,0.02197789542231887,0.00023365738568470462,-0.0645559805638275,-0.0028614879064613463,-0.0033029730586163764,0.015707543810460356,-0.0371111394567154,0.04041417819045834,-0.04827295770726192,-0.012174871646655316,-0.003651415113906875,-0.0022238954922404464,0.0220983645449766,-0.009748235760417723,0.042977054425107575,-0.0035841346846937627,0.027671885481767466,-0.05503490683917378,-0.0070018887280460795,0.06106404241367325,-0.014925278803360364,0.006672750749992629,0.04374078627934219,0.016941986433883338,-0.01671460504643041,0.041808181270466926,-0.07394040860368378
2016-01-01,0.002390111724255517,-0.23076925813059945,0.0479514183177594,-0.16916803488342036,-0.08416715991313306,-0.038795153341872,-0.12407935914937707,-0.0009311850730332472,-0.0012828120398444831,-0.05854130227068299,-0.10358984666691229,-0.0448644413347663,-0.09322783000688295,-0.09956449638868481,0.016744509068765012,-0.0988943366828563,0.04774015636964202,-0.032414270094150655,-0.007029626240399378,-0.0030181902624845103,-0.05545228843790062,0.028711708356077725,-0.046447515957749985,-0.08722795321958388,-0.016853179871119006,0.08113363185823852,-0.03945848133584884,0.09161240319106634,-0.08227787071516535
2016-02-01,0.03887417227668921,0.04342542582688802,0.03910046709162285,-0.016232203678182455,0.11569259312815183,-0.035040963106891865,0.10903717731681395,0.004892865950601788,0.029544119594173912,0.0013741862649319092,-0.07446158259972513,-0.013040797247031222,0.05000414356906879,-0.04609913411497657,0.007372630938591973,-0.04743409343253058,-0.053239526116744096,-0.009078576223455315,-0.07642035935359304,-0.006773045335822014,-0.02689387359353612,-0.00857271642798585,0.004484237843424221,0.10183591756880528,0.03421324299991135,0.027696064953308452,-0.028191795230785632,-0.0003015253351021929,-0.003130980196227484
