date,open,high,low,close,volume
2020-06-22 16:00:00,359.21,359.69,358.76,358.91,363092.0
2020-06-22 15:59:00,359.2,359.2562,359.06,359.2,173308.0
2020-06-22 15:58:00,359.01,359.36,358.9947,359.2,175920.0
2020-06-22 15:57:00,358.9,359.01,358.89,358.99,119096.0
2020-06-22 15:56:00,359.02,359.0315,358.8,358.9,107912.0
2020-06-22 15:55:00,358.85,359.04,358.82,359.0302,138473.0
2020-06-22 15:54:00,358.67,358.89,358.6,358.8256,86807.0
2020-06-22 15:53:00,358.66,358.8,358.52,358.67,106381.0
2020-06-22 15:52:00,358.48,358.67,358.48,358.65,77644.0
2020-06-22 15:51:00,358.26,358.57,358.05,358.435,105371.0
2020-06-22 15:50:00,358.28,358.4498,358.09,358.28,69536.0
2020-06-22 15:49:00,358.62,358.6358,358.1,358.33,126402.0
2020-06-22 15:48:00,358.54,358.7,358.51,358.58,79805.0
2020-06-22 15:47:00,358.3898,358.58,358.3757,358.525,78327.0
2020-06-22 15:46:00,358.3099,358.74,358.16,358.38,143922.0
2020-06-22 15:45:00,358.1601,358.35,358.06,358.32,73859.0
2020-06-22 15:44:00,357.98,358.2998,357.91,358.19,78950.0
2020-06-22 15:43:00,357.92,358.07,357.92,357.9899,75180.0
2020-06-22 15:42:00,357.86,357.96,357.76,357.91,65251.0
2020-06-22 15:41:00,358.0133,358.03,357.75,357.855,49844.0
2020-06-22 15:40:00,357.83,358.13,357.76,358.02,61432.0
2020-06-22 15:39:00,357.7957,357.86,357.76,357.83,48502.0
2020-06-22 15:38:00,357.71,357.8,357.48,357.79,66589.0
2020-06-22 15:37:00,357.86,357.88,357.6,357.7,69827.0
2020-06-22 15:36:00,357.88,358.04,357.69,357.84,53206.0
2020-06-22 15:35:00,357.925,358.04,357.81,357.9,61749.0
2020-06-22 15:34:00,357.75,358.02,357.73,357.94,68678.0
2020-06-22 15:33:00,357.965,357.965,357.53,357.72,69379.0
2020-06-22 15:32:00,357.805,358.01,357.805,357.95,74637.0
2020-06-22 15:31:00,357.71,357.86,357.51,357.7984,72027.0
2020-06-22 15:30:00,357.66,357.78,357.55,357.71,38672.0
2020-06-22 15:29:00,357.701,357.79,357.46,357.68,51606.0
2020-06-22 15:28:00,357.76,357.78,357.58,357.695,46579.0
2020-06-22 15:27:00,357.75,357.99,357.74,357.81,83169.0
2020-06-22 15:26:00,357.414,357.82,357.414,357.77,53011.0
2020-06-22 15:25:00,357.735,357.74,357.26,357.43,95297.0
2020-06-22 15:24:00,357.975,358.08,357.5,357.781,121638.0
2020-06-22 15:23:00,357.82,357.99,357.56,357.97,85923.0
2020-06-22 15:22:00,357.355,357.93,357.32,357.8261,126400.0
2020-06-22 15:21:00,357.89,357.89,357.24,357.3564,131096.0
2020-06-22 15:20:00,357.81,357.9747,357.6,357.9,65017.0
2020-06-22 15:19:00,357.8671,357.89,357.6,357.825,121215.0
2020-06-22 15:18:00,358.295,358.34,357.8301,357.8301,124757.0
2020-06-22 15:17:00,358.4578,358.5,358.25,358.3,72783.0
2020-06-22 15:16:00,358.24,358.52,358.22,358.44,66000.0
2020-06-22 15:15:00,358.65,358.71,358.19,358.25,91836.0
2020-06-22 15:14:00,358.8975,359.0,358.43,358.67,128792.0
