date,open,high,low,close,volume
2020-06-22 16:00:00,2711.1699,2715.0,2710.02,2714.6799,50738.0
2020-06-22 15:59:00,2710.26,2711.3401,2709.9778,2711.01,27318.0
2020-06-22 15:58:00,2709.5239,2710.26,2709.24,2710.26,28680.0
2020-06-22 15:57:00,2707.9221,2710.0,2707.9221,2709.3318,15682.0
2020-06-22 15:56:00,2709.51,2710.0,2706.8201,2707.1001,21100.0
2020-06-22 15:55:00,2707.97,2709.6299,2707.0801,2709.6299,24852.0
2020-06-22 15:54:00,2706.71,2707.97,2706.52,2707.97,7642.0
2020-06-22 15:53:00,2706.8201,2706.9951,2706.3301,2706.74,4698.0
2020-06-22 15:52:00,2706.5801,2708.24,2706.3799,2706.7368,10857.0
2020-06-22 15:51:00,2706.3501,2707.4299,2704.8638,2706.5723,10882.0
2020-06-22 15:50:00,2706.51,2706.51,2705.25,2705.51,7138.0
2020-06-22 15:49:00,2707.8103,2707.8103,2706.363,2706.99,6085.0
2020-06-22 15:48:00,2708.22,2708.3101,2707.7002,2708.1899,4837.0
2020-06-22 15:47:00,2707.3101,2708.0,2706.8401,2708.0,5078.0
2020-06-22 15:46:00,2705.4099,2708.0,2705.03,2707.6951,16117.0
2020-06-22 15:45:00,2705.0,2706.0,2704.7849,2705.8,8309.0
2020-06-22 15:44:00,2704.27,2705.4099,2704.126,2705.1846,6618.0
2020-06-22 15:43:00,2704.4199,2704.45,2702.6001,2704.187,6887.0
2020-06-22 15:42:00,2703.1101,2703.4971,2702.9951,2703.4971,3006.0
2020-06-22 15:41:00,2703.5701,2703.7888,2702.6001,2703.27,4193.0
2020-06-22 15:40:00,2704.0449,2704.8501,2703.29,2703.8799,8375.0
2020-06-22 15:39:00,2703.6799,2704.47,2703.21,2704.2549,6386.0
2020-06-22 15:38:00,2703.3899,2704.0,2702.7151,2703.98,4873.0
2020-06-22 15:37:00,2703.9429,2704.2996,2703.77,2703.77,2317.0
2020-06-22 15:36:00,2702.9399,2704.4199,2702.5049,2703.3501,6636.0
2020-06-22 15:35:00,2703.4495,2703.76,2702.4099,2703.385,4070.0
2020-06-22 15:34:00,2702.97,2703.8101,2702.4502,2703.0601,5997.0
2020-06-22 15:33:00,2702.1201,2703.3499,2701.3701,2702.5259,6434.0
2020-06-22 15:32:00,2702.0027,2702.47,2701.6799,2701.6799,4576.0
2020-06-22 15:31:00,2700.5701,2702.3799,2700.4851,2702.3799,9189.0
2020-06-22 15:30:00,2699.6001,2700.5701,2699.4302,2700.0701,4397.0
2020-06-22 15:29:00,2700.6299,2700.6299,2699.5801,2700.0,3323.0
2020-06-22 15:28:00,2700.03,2700.8101,2699.4199,2700.5886,2238.0
2020-06-22 15:27:00,2699.4751,2700.7,2699.1741,2700.03,3309.0
2020-06-22 15:26:00,2698.7251,2699.1101,2697.98,2698.8599,7065.0
2020-06-22 15:25:00,2699.21,2699.9951,2698.075,2698.6499,7121.0
2020-06-22 15:24:00,2700.55,2701.675,2698.9702,2699.6165,3626.0
2020-06-22 15:23:00,2700.79,2701.49,2700.21,2700.78,5122.0
2020-06-22 15:22:00,2698.5,2702.1699,2698.5,2701.6899,9680.0
2020-06-22 15:21:00,2700.22,2700.22,2698.0,2698.51,7402.0
2020-06-22 15:20:00,2701.23,2701.3098,2699.76,2700.1001,9718.0
2020-06-22 15:19:00,2702.5,2702.5,2700.75,2701.885,8754.0
2020-06-22 15:18:00,2703.9851,2704.2002,2702.5601,2702.6399,4670.0
2020-06-22 15:17:00,2704.1299,2704.3999,2703.4099,2703.8501,2489.0
2020-06-22 15:16:00,2703.5149,2705.3799,2703.5149,2705.0249,4518.0
2020-06-22 15:15:00,2703.9399,2704.0,2702.5,2702.97,4146.0
2020-06-22 15:14:00,2705.1001,2705.356,2702.5,2704.0999,11544.0
2020-06-22 15:13:00,2705.4629,2705.96,2704.8899,2705.1001,3745.0
2020-06-22 15:12:00,2706.145,2706.708,2705.1599,2705.9299,4765.0
2020-06-22 15:11:00,2706.1299,2706.7351,2705.0554,2705.6101,6886.0
2020-06-22 15:10:00,2706.3999,2706.46,2705.8301,2706.46,4951.0
2020-06-22 15:09:00,2706.074,2706.6499,2705.8899,2705.8899,4143.0
2020-06-22 15:08:00,2705.0,2706.3601,2704.95,2706.3601,4070.0
2020-06-22 15:07:00,2704.1699,2704.7,2703.3101,2704.0864,4202.0
2020-06-22 15:06:00,2704.0601,2704.0601,2703.5,2704.0601,2533.0
2020-06-22 15:05:00,2704.97,2704.97,2704.3035,2704.3035,2342.0
2020-06-22 15:04:00,2704.8965,2705.74,2704.8069,2704.8171,3235.0
2020-06-22 15:03:00,2705.04,2705.1699,2704.5,2704.5,3611.0
2020-06-22 15:02:00,2704.9099,2705.8899,2704.8201,2705.1699,3546.0
2020-06-22 15:01:00,2704.9099,2704.9099,2704.0801,2704.0801,3650.0
2020-06-22 15:00:00,2703.4099,2704.9751,2703.4099,2704.6697,2301.0
2020-06-22 14:59:00,2705.3301,2705.4087,2704.1599,2704.1599,6784.0
2020-06-22 14:58:00,2703.8201,2705.3,2703.8201,2705.28,6129.0
2020-06-22 14:57:00,2702.73,2703.4099,2702.6699,2703.3501,2671.0
2020-06-22 14:56:00,2701.23,2703.0498,2701.23,2703.0498,4439.0
2020-06-22 14:55:00,2702.0588,2702.48,2701.5349,2701.5898,4083.0
2020-06-22 14:54:00,2702.8411,2702.8411,2702.8411,2702.8411,1439.0
2020-06-22 14:53:00,2703.24,2703.624,2702.02,2702.5,2882.0
2020-06-22 14:52:00,2702.3899,2703.0901,2702.0649,2703.0264,3706.0
2020-06-22 14:50:00,2703.3601,2703.4199,2701.6599,2701.6899,4968.0
2020-06-22 14:49:00,2704.1074,2704.5,2703.4399,2703.4399,2584.0
2020-06-22 14:48:00,2702.5649,2704.1414,2702.5649,2703.49,3464.0
2020-06-22 14:47:00,2703.7051,2703.7051,2702.0601,2702.5828,1593.0
2020-06-22 14:46:00,2703.99,2704.2717,2703.7114,2703.76,2644.0
2020-06-22 14:45:00,2703.6499,2704.3799,2703.4512,2704.0,6276.0
2020-06-22 14:44:00,2700.5515,2703.7949,2700.5515,2703.71,3106.0
2020-06-22 14:43:00,2701.1365,2702.1499,2700.1299,2700.4897,7444.0
2020-06-22 14:42:00,2702.55,2702.55,2701.5249,2701.6697,2835.0
2020-06-22 14:41:00,2702.8799,2702.8799,2702.2,2702.2,1847.0
2020-06-22 14:40:00,2703.6799,2703.6799,2702.28,2702.8767,3596.0
2020-06-22 14:39:00,2703.415,2704.0,2703.415,2703.8201,1866.0
2020-06-22 14:38:00,2703.01,2703.1499,2702.6001,2703.0952,2887.0
2020-06-22 14:37:00,2703.96,2703.96,2703.02,2703.5,2977.0
2020-06-22 14:36:00,2704.3899,2704.3899,2703.3701,2703.3701,1949.0
2020-06-22 14:35:00,2703.99,2704.1699,2703.99,2704.1699,1664.0
2020-06-22 14:34:00,2703.8899,2704.47,2703.8899,2704.47,2879.0
2020-06-22 14:33:00,2704.3999,2704.3999,2703.1599,2703.1599,3146.0
2020-06-22 14:32:00,2704.53,2704.53,2704.04,2704.23,3080.0
2020-06-22 14:31:00,2704.72,2705.0,2704.3501,2704.4199,3458.0
2020-06-22 14:30:00,2703.53,2704.8501,2703.53,2704.3,3172.0
2020-06-22 14:29:00,2703.3623,2703.75,2703.3623,2703.405,1919.0
2020-06-22 14:28:00,2705.1699,2705.1699,2703.3,2703.4138,5831.0
2020-06-22 14:27:00,2703.8501,2705.22,2703.8301,2705.22,12093.0
2020-06-22 14:26:00,2703.5723,2704.0,2703.1001,2703.97,3295.0
2020-06-22 14:25:00,2702.29,2703.5415,2702.29,2703.4199,3321.0
2020-06-22 14:24:00,2702.3647,2702.3647,2701.4402,2702.2668,3324.0
2020-06-22 14:23:00,2702.8,2702.8049,2702.23,2702.23,2994.0
2020-06-22 14:22:00,2701.52,2702.97,2701.3,2702.49,5496.0
2020-06-22 14:21:00,2700.8501,2701.5801,2700.5801,2701.5801,4525.0
2020-06-22 14:20:00,2700.575,2701.29,2700.575,2701.0459,3204.0
2020-06-22 14:19:00,2699.3501,2699.52,2699.3501,2699.52,1038.0
2020-06-22 14:18:00,2698.28,2699.0701,2698.28,2699.0059,2560.0
2020-06-22 14:17:00,2697.75,2698.72,2697.75,2698.0,5102.0
2020-06-22 14:16:00,2697.0,2698.1799,2696.45,2698.165,6918.0
2020-06-22 14:15:00,2698.24,2699.1299,2697.0,2697.0,4431.0
2020-06-22 14:14:00,2699.7351,2699.7351,2698.3899,2698.6699,2375.0
2020-06-22 14:13:00,2699.4551,2700.25,2699.1899,2699.9299,3676.0
2020-06-22 14:12:00,2699.6599,2700.1599,2699.3301,2699.5801,2876.0
2020-06-22 14:11:00,2700.6299,2700.6299,2699.625,2699.625,3667.0
2020-06-22 14:10:00,2699.8201,2700.7454,2699.8201,2700.6101,2516.0
2020-06-22 14:09:00,2700.3301,2700.72,2699.9099,2700.3694,2217.0
2020-06-22 14:08:00,2699.53,2699.53,2699.335,2699.53,2353.0
2020-06-22 14:07:00,2699.55,2700.22,2698.45,2699.6599,9086.0
2020-06-22 14:06:00,2698.4099,2699.53,2698.1599,2698.71,2124.0
2020-06-22 14:05:00,2698.1899,2698.1899,2697.0,2697.6699,9141.0
2020-06-22 14:04:00,2699.22,2699.6399,2698.26,2698.26,2765.0
2020-06-22 14:03:00,2698.325,2699.5344,2698.1001,2698.895,3262.0
2020-06-22 14:02:00,2699.23,2699.3301,2697.46,2697.6599,10141.0
2020-06-22 14:01:00,2700.1101,2701.0349,2699.2,2699.6101,6772.0
2020-06-22 14:00:00,2700.45,2700.7898,2700.1101,2700.1101,4257.0
2020-06-22 13:59:00,2701.7935,2702.1599,2700.55,2700.55,6064.0
2020-06-22 13:58:00,2703.0549,2703.0549,2701.3701,2702.1201,6331.0
2020-06-22 13:57:00,2703.53,2703.53,2702.4919,2703.25,3969.0
2020-06-22 13:56:00,2704.01,2704.01,2703.448,2703.448,2322.0
2020-06-22 13:55:00,2703.8174,2704.75,2703.8174,2704.4351,3256.0
2020-06-22 13:54:00,2703.4558,2704.3633,2703.3042,2703.625,6199.0
2020-06-22 13:53:00,2703.47,2703.7817,2703.167,2703.1799,2352.0
2020-06-22 13:52:00,2703.2549,2703.5898,2702.4399,2703.26,3859.0
2020-06-22 13:51:00,2703.7488,2703.9038,2702.97,2703.3699,6437.0
2020-06-22 13:50:00,2703.2151,2703.5249,2703.2051,2703.5249,2289.0
2020-06-22 13:49:00,2702.1699,2703.75,2702.1699,2703.4546,10781.0
2020-06-22 13:48:00,2702.0129,2702.49,2701.7251,2702.49,1797.0
2020-06-22 13:47:00,2702.1599,2702.49,2701.8301,2701.8501,3919.0
2020-06-22 13:46:00,2700.95,2702.1001,2700.95,2702.0549,3861.0
2020-06-22 13:45:00,2701.27,2701.9099,2700.6299,2700.7351,5919.0
2020-06-22 13:44:00,2700.2422,2701.47,2700.2051,2700.5801,5859.0
2020-06-22 13:43:00,2699.4099,2700.1101,2699.04,2700.0908,3339.0
2020-06-22 13:42:00,2698.8601,2698.8601,2698.3801,2698.7925,2011.0
2020-06-22 13:41:00,2698.615,2699.3799,2698.3799,2698.8799,3575.0
2020-06-22 13:40:00,2698.855,2699.1599,2698.5,2698.5,2635.0
2020-06-22 13:39:00,2699.47,2699.47,2697.8101,2698.7749,6563.0
2020-06-22 13:38:00,2698.5889,2699.5,2698.0,2699.5,4647.0
2020-06-22 13:37:00,2699.04,2699.04,2698.03,2698.03,2272.0
2020-06-22 13:36:00,2699.74,2701.0,2699.405,2699.9399,11471.0
2020-06-22 13:35:00,2699.6399,2699.6399,2699.05,2699.3865,1683.0
2020-06-22 13:34:00,2700.6599,2700.825,2699.79,2700.0742,2605.0
2020-06-22 13:33:00,2699.4099,2700.6799,2699.4099,2700.1577,3065.0
2020-06-22 13:32:00,2699.2798,2699.6201,2698.6101,2699.3999,2704.0
2020-06-22 13:31:00,2699.4893,2699.7,2698.27,2698.99,6528.0
2020-06-22 13:30:00,2701.4199,2701.4199,2699.9763,2699.9763,2682.0
2020-06-22 13:29:00,2701.3301,2701.76,2701.0601,2701.4399,1492.0
2020-06-22 13:28:00,2700.5276,2701.6599,2700.4341,2701.2632,4832.0
2020-06-22 13:27:00,2700.6306,2701.3201,2700.51,2700.5549,3277.0
2020-06-22 13:26:00,2700.9199,2701.1399,2699.95,2700.22,5087.0
2020-06-22 13:25:00,2700.375,2702.0,2700.1799,2700.5,3167.0
2020-06-22 13:24:00,2700.605,2700.8501,2700.1101,2700.2449,3451.0
2020-06-22 13:23:00,2700.5732,2700.78,2700.0171,2700.3899,3606.0
2020-06-22 13:22:00,2702.3301,2702.3301,2700.0,2700.8,7123.0
2020-06-22 13:21:00,2702.2656,2703.29,2701.885,2702.3816,9125.0
2020-06-22 13:20:00,2701.9294,2703.0,2701.5901,2702.1101,9205.0
2020-06-22 13:19:00,2700.25,2702.0342,2700.25,2701.95,6057.0
2020-06-22 13:18:00,2699.6001,2700.3999,2699.5801,2700.0916,2395.0
2020-06-22 13:17:00,2700.0,2700.3101,2699.6001,2699.6001,3037.0
2020-06-22 13:16:00,2699.8098,2699.8098,2699.05,2699.49,2599.0
2020-06-22 13:15:00,2701.145,2701.49,2699.9399,2700.0,4083.0
2020-06-22 13:14:00,2699.97,2701.24,2699.9634,2701.24,3044.0
2020-06-22 13:13:00,2698.9551,2700.408,2698.1411,2699.8,5278.0
2020-06-22 13:12:00,2698.48,2699.54,2697.9451,2699.0449,4391.0
2020-06-22 13:11:00,2698.3225,2698.4199,2697.5901,2697.75,2774.0
2020-06-22 13:10:00,2697.6116,2698.4299,2697.5801,2698.24,4760.0
2020-06-22 13:09:00,2699.7549,2699.7549,2697.3,2697.5,5740.0
2020-06-22 13:08:00,2701.4099,2701.4099,2699.6499,2699.6499,3918.0
2020-06-22 13:07:00,2701.6799,2702.0,2700.8901,2700.8901,4095.0
2020-06-22 13:06:00,2699.6101,2701.6799,2699.6101,2701.365,5441.0
