date,1a. open (CNY),1b. open (USD),2a. high (CNY),2b. high (USD),3a. low (CNY),3b. low (USD),4a. close (CNY),4b. close (USD),5. volume,6. market cap (USD)
2019-11-18,60118.692048,8502.87,60123.287808,8503.52,56987.424,8060.0,57886.566768,8187.17,43017.69094,43017.69094
2019-11-17,60032.928096,8490.74,61052.904,8635.0,59042.647872,8350.68,60115.36896,8502.4,27009.037082,27009.037082
2019-11-16,59897.742048,8471.62,60402.4272,8543.0,59391.36,8400.0,60034.907808,8491.02,20902.299752,20902.299752
2019-11-15,61133.365152,8646.38,62148.816,8790.0,59391.36,8400.0,59898.519792,8471.73,46087.417751,46087.417751
2019-11-14,62060.718816,8777.54,62219.52,8800.0,60682.41504,8582.6,61135.486272,8646.68,33468.468961,33468.468961
2019-11-13,62374.432464,8821.91,62537.617296,8844.99,61526.6208,8702.0,62057.749248,8777.12,26810.116918,26810.116918
2019-11-12,61748.348544,8733.36,62841.7152,8888.0,60576.35904,8567.6,62374.644576,8821.94,40366.629471,40366.629471
2019-11-11,63917.547264,9040.16,64144.931328,9072.32,60937.515072,8618.68,61747.712208,8733.27,44888.053545,44888.053545
2019-11-10,62284.426272,8809.18,64674.292176,9147.19,61866.0,8750.0,63912.668688,9039.47,34422.029797,34422.029797
2019-11-09,62033.851296,8773.74,62785.152,8880.0,61688.391552,8724.88,62286.052464,8809.41,29469.481405,29469.481405
2019-11-08,65146.6656,9214.0,65478.9744,9261.0,61484.1984,8696.0,62033.780592,8773.73,62107.289243,62107.289243
2019-11-07,66031.596864,9339.16,66285.0,9375.0,64347.7104,9101.0,65162.22048,9216.2,39117.470853,39117.470853
2019-11-06,65809.374192,9307.73,66751.010064,9440.91,65401.270704,9250.01,66030.81912,9339.05,37336.170372,37336.170372
2019-11-05,66408.02496,9392.4,66850.27848,9454.95,64876.293504,9175.76,65815.949664,9308.66,45935.873665,45935.873665
2019-11-04,65022.650784,9196.46,67265.523072,9513.68,64452.635136,9115.84,66414.74184,9393.35,45894.456277,45894.456277
2019-11-03,65682.95544,9289.85,66197.114928,9362.57,64101.236256,9066.14,65010.277584,9194.71,27894.378279,27894.378279
2019-11-02,65269.69056,9231.4,66276.091296,9373.74,64950.179184,9186.21,65680.622208,9289.52,28923.060828,28923.060828
2019-11-01,64629.536544,9140.86,65606.2416,9279.0,63845.712,9030.0,65271.175344,9231.61,43594.814115,43594.814115
2019-10-31,64722.583008,9154.02,66497.112,9405.0,63018.4752,8913.0,64629.46584,9140.85,54376.024902,54376.024902
2019-10-30,66515.636448,9407.62,66531.332736,9409.84,63640.741104,9001.01,64727.532288,9154.72,55241.786434,55241.786434
2019-10-29,65079.14328,9204.45,67522.32,9550.0,64142.6688,9072.0,66515.636448,9407.62,64158.462446,64158.462446
2019-10-28,67368.397392,9528.23,70011.80784,9902.1,64764.864,9160.0,65084.021856,9205.14,80174.217323,80174.217323
2019-10-27,65259.792,9230.0,69254.426592,9794.98,64159.213536,9074.34,67380.417072,9529.93,93833.541604,93833.541604
2019-10-26,61200.533952,8655.88,73320.048,10370.0,59888.974752,8470.38,65259.792,9230.0,162588.585413,162588.585413
2019-10-25,52408.703664,7412.41,62212.4496,8799.0,52045.2144,7361.0,61194.453408,8655.02,90748.218174,90748.218174
2019-10-24,52805.070288,7468.47,53054.019072,7503.68,51882.524496,7337.99,52408.703664,7412.41,32714.383265,32714.383265
2019-10-23,56705.032224,8020.06,56899.680336,8047.59,51613.92,7300.0,52791.990048,7466.62,63897.457098,63897.457098
2019-10-22,57958.048512,8197.28,58670.108496,8297.99,56563.2,8000.0,56704.608,8020.0,34651.828663,34651.828663
2019-10-21,58142.37384,8223.35,58917.6432,8333.0,57567.408912,8142.03,57957.977808,8197.27,30448.679539,30448.679539
2019-10-20,56208.760848,7949.87,58663.1088,8297.0,55644.048,7870.0,58142.37384,8223.35,34286.452654,34286.452654
2019-10-19,56187.691056,7946.89,57256.80624,8098.1,55622.271168,7866.92,56195.609904,7948.01,26627.889388,26627.889388
2019-10-18,57063.147984,8070.71,57376.296,8115.0,55262.317104,7816.01,56188.539504,7947.01,31353.181416,31353.181416
2019-10-17,56527.989408,7995.02,57446.434368,8124.92,56061.413712,7929.03,57062.228832,8070.58,29656.949158,29656.949158
2019-10-16,57689.51472,8159.3,57844.073664,8181.16,55976.3568,7917.0,56504.798496,7991.74,34733.593966,34733.593966
2019-10-15,59015.638944,8346.86,59412.5712,8403.0,57199.536,8090.0,57689.444016,8159.29,32773.062476,32773.062476
2019-10-14,58509.256896,8275.24,59312.52504,8388.85,57998.4912,8203.0,59025.11328,8348.2,29810.663253,29810.663253
2019-10-13,58698.319392,8301.98,59754.566448,8451.37,57694.464,8160.0,58507.630704,8275.01,27840.739953,27840.739953
2019-10-12,58387.00968,8257.95,59391.36,8400.0,58330.8,8250.0,58684.956336,8300.09,21339.334098,21339.334098
2019-10-11,60507.210528,8557.82,62074.647504,8779.51,58064.811552,8212.38,58390.8984,8258.5,50405.284418,50405.284418
2019-10-10,60537.82536,8562.15,61116.5376,8644.0,59494.022208,8414.52,60508.695312,8558.03,39137.946167,39137.946167
2019-10-09,57770.753616,8170.79,61300.368,8670.0,57376.296,8115.0,60527.856096,8560.74,55038.704378,55038.704378
2019-10-08,57912.373728,8190.82,58861.08,8325.0,57190.698,8088.75,57753.784656,8168.39,35452.657423,35452.657423
2019-10-07,55540.11312,7855.3,58683.754368,8299.92,54880.4448,7762.0,57907.212336,8190.09,52202.072297,52202.072297
2019-10-06,57465.02952,8127.55,57651.122448,8153.87,55043.064,7785.0,55532.6892,7854.25,34676.104049,34676.104049
2019-10-05,57532.481136,8137.09,57859.982064,8183.41,56654.973792,8012.98,57455.413776,8126.19,21907.615564,21907.615564
2019-10-04,58150.009872,8224.43,58206.431664,8232.41,56598.552,8005.0,57532.763952,8137.13,26476.330404,26476.330404
2019-10-03,59108.544,8360.0,59341.8672,8393.0,56987.424,8060.0,58146.686784,8223.96,30488.284058,30488.284058
2019-10-02,58632.493968,8292.67,59206.893264,8373.91,57632.385888,8151.22,59108.119776,8359.94,26243.386644,26243.386644
2019-10-01,58613.403888,8289.97,60098.4,8500.0,57786.73272,8173.05,58630.867776,8292.44,43472.418091,43472.418091
2019-09-30,56867.510016,8043.04,58947.763104,8337.26,54512.784,7710.0,58608.949536,8289.34,55865.48726,55865.48726
2019-09-29,57972.896352,8199.38,58183.240752,8229.13,55785.456,7890.0,56873.024928,8043.82,31544.211388,31544.211388
2019-09-28,57817.983888,8177.47,58790.376,8315.0,56570.906736,8001.09,57968.866224,8198.81,34473.605165,34473.605165
2019-09-27,57012.099696,8063.49,58436.856,8265.0,55517.84136,7852.15,57821.094864,8177.91,43882.924625,43882.924625
2019-09-26,59603.82552,8430.05,59857.935696,8465.99,54795.6,7750.0,57013.796592,8063.73,67930.853749,67930.853749
2019-09-25,60081.07752,8497.55,61724.592,8730.0,58087.861056,8215.64,59603.82552,8430.05,60783.892258,60783.892258
2019-09-24,68598.43488,9702.2,69254.497296,9794.99,55149.12,7800.0,60049.897056,8493.14,94007.345203,94007.345203
2019-09-23,70902.32472,10028.05,71057.449296,10049.99,67987.340208,9615.77,68598.7884,9702.25,31937.232356,31937.232356
2019-09-22,70599.00456,9985.15,71333.2656,10089.0,69671.509488,9853.97,70908.122448,10028.87,22049.275256,22049.275256
2019-09-21,71891.261568,10167.92,71953.33968,10176.7,69996.96,9900.0,70607.771856,9986.39,20544.175196,20544.175196
2019-09-20,72427.05648,10243.7,72690.7824,10281.0,71138.051856,10061.39,71895.998736,10168.59,25088.491069,25088.491069
2019-09-19,71809.881264,10156.41,73001.88,10325.0,68250.5712,9653.0,72431.228016,10244.29,44826.282579,44826.282579
2019-09-18,72029.558592,10187.48,72528.304608,10258.02,71411.04,10100.0,71813.982096,10156.99,24250.249303,24250.249303
2019-09-17,72469.337472,10249.68,72648.36,10275.0,71609.081904,10128.01,72031.962528,10187.82,22914.324563,22914.324563
2019-09-16,72848.735136,10303.34,73213.992,10355.0,71255.4912,10078.0,72480.862224,10251.31,28971.401657,28971.401657
2019-09-15,73057.099824,10332.81,73249.344,10360.0,72486.80136,10252.15,72839.331504,10302.01,18047.654013,18047.654013
2019-09-14,73137.136752,10344.13,73673.497296,10419.99,72275.962032,10222.33,73072.725408,10335.02,23621.533519,23621.533519
2019-09-13,73638.286704,10415.01,73807.9056,10439.0,71785.7712,10153.0,73122.501024,10342.06,30280.339776,30280.339776
2019-09-12,71826.426,10158.75,73877.266224,10448.81,70986.816,10040.0,73638.286704,10415.01,34511.162755,34511.162755
2019-09-11,71398.242576,10098.19,72775.6272,10293.0,69855.552,9880.0,71823.456432,10158.33,31953.824562,31953.824562
2019-09-10,72843.361632,10302.58,73426.033296,10384.99,70371.6912,9953.0,71397.95976,10098.15,28915.412225,28915.412225
2019-09-09,73399.519296,10381.24,74097.792,10480.0,71188.3224,10068.5,72847.179648,10303.12,39835.727608,39835.727608
2019-09-08,73927.39536,10455.9,74893.212,10592.5,72174.6432,10208.0,73399.095072,10381.18,23984.672018,23984.672018
2019-09-07,72815.999184,10298.71,74649.2832,10558.0,72744.305328,10288.57,73927.253952,10455.88,27637.877392,27637.877392
2019-09-06,74685.554352,10563.13,77108.863248,10905.87,71764.56,10150.0,72816.140592,10298.73,58799.640959,58799.640959
2019-09-05,74705.280768,10565.92,77067.36,10900.0,73885.68,10450.0,74695.170096,10564.49,33970.960639,33970.960639
2019-09-04,75030.02424,10611.85,76353.2496,10799.0,73319.270256,10369.89,74713.058208,10567.02,43943.889026,43943.889026
2019-09-03,73107.936,10340.0,76169.4192,10773.0,72627.1488,10272.0,75054.275712,10615.28,47998.376781,47998.376781
2019-09-02,68749.670736,9723.59,73885.68,10450.0,68671.26,9712.5,73107.936,10340.0,44740.248093,44740.248093
2019-09-01,67796.227296,9588.74,69502.032,9830.0,67310.208,9520.0,68759.498592,9724.98,19545.404843,19545.404843
2019-08-31,67753.946304,9582.76,68473.359504,9684.51,66608.4708,9420.75,67787.247888,9587.47,17130.290074,17130.290074
2019-08-30,67161.800304,9499.01,68554.5984,9696.0,66111.138864,9350.41,67766.531616,9584.54,26834.318104,26834.318104
2019-08-29,68731.3584,9721.0,68752.5696,9724.0,65896.128,9320.0,67157.770176,9498.44,35532.69491,35532.69491
2019-08-28,72016.902576,10185.69,72818.0496,10299.0,67882.981104,9601.01,68731.3584,9721.0,42110.555375,42110.555375
2019-08-27,73345.50144,10373.6,73469.092032,10391.08,71065.156032,10051.08,72012.37752,10185.05,28402.775383,28402.775383
2019-08-26,71712.875376,10142.69,74974.5216,10604.0,71679.220272,10137.93,73335.9564,10372.25,41687.511599,41687.511599
2019-08-25,71655.746544,10134.61,73058.4432,10333.0,70046.240688,9906.97,71712.875376,10142.69,26271.657398,26271.657398
2019-08-24,73448.446464,10388.16,73669.467168,10419.42,69926.256,9890.0,71653.90824,10134.35,27692.456844,27692.456844
2019-08-23,71410.33296,10099.9,73850.328,10445.0,70843.923216,10019.79,73458.27432,10389.55,27550.336173,27550.336173
2019-08-22,71699.653728,10140.82,72415.0368,10242.0,69021.2448,9762.0,71410.191552,10099.88,34059.642738,34059.642738
2019-08-21,76081.109904,10760.51,76389.520752,10804.13,69700.0032,9858.0,71712.026928,10142.57,47355.719282,47355.719282
2019-08-20,77171.506992,10914.73,77420.597184,10949.96,74663.424,10560.0,76081.109904,10760.51,32298.921679,32298.921679
2019-08-19,72868.744368,10306.17,77279.472,10930.0,72532.40544,10258.6,77177.234016,10915.54,37243.319217,37243.319217
2019-08-18,72231.55992,10216.05,74239.2,10500.0,71269.632,10080.0,72873.057312,10306.78,24085.395172,24085.395172
2019-08-17,73045.36296,10331.15,73992.725856,10465.14,70704.0,10000.0,72231.347808,10216.02,29000.581201,29000.581201
2019-08-16,72802.282608,10296.77,74493.946512,10536.03,68936.4,9750.0,73048.120416,10331.54,51758.142918,51758.142918
2019-08-15,71094.003264,10055.16,73956.384,10460.0,70074.7344,9911.0,72782.202672,10293.93,38174.45112,38174.45112
2019-08-14,77020.412544,10893.36,77049.542592,10897.48,70195.63824,9928.1,71060.136048,10050.37,54451.847499,54451.847499
2019-08-13,80590.89384,11398.35,80999.633664,11456.16,76278.65688,10788.45,77015.816784,10892.71,33234.72968,33234.72968
2019-08-12,81585.911232,11539.08,81860.313456,11577.89,79438.206528,11235.32,80574.844032,11396.08,17568.227075,17568.227075
2019-08-11,79960.850496,11309.24,82016.64,11600.0,78567.062544,11112.11,81662.907888,11549.97,26772.90691,26772.90691
2019-08-10,83996.210592,11879.98,84738.744,11985.0,79683.408,11270.0,79961.345424,11309.31,42633.087048,42633.087048
2019-08-09,84803.579568,11994.17,85167.775872,12045.68,82723.68,11700.0,83996.281296,11879.99,39427.152588,39427.152588
2019-08-08,84668.322816,11975.04,85269.024,12060.0,81458.0784,11521.0,84843.173808,11999.77,51207.257174,51207.257174
2019-08-07,81180.140976,11481.69,85842.928368,12141.17,80481.231936,11382.84,84668.252112,11975.03,69173.390353,69173.390353
2019-08-06,83642.832,11830.0,87182.98128,12330.7,79377.25968,11226.7,81180.140976,11481.69,76705.389875,76705.389875
2019-08-05,77279.401296,10929.99,84403.041408,11937.52,77263.91712,10927.8,83634.34752,11828.8,65153.673713,65153.673713
2019-08-04,76479.526944,10816.86,78057.216,11040.0,74606.8608,10552.0,77274.027792,10929.23,39924.745141,39924.745141
2019-08-03,74407.122,10523.75,77101.085808,10904.77,74224.564272,10497.93,76479.526944,10816.86,33802.318824,33802.318824
2019-08-02,73355.4,10375.0,75441.168,10670.0,72693.25704,10281.35,74407.122,10523.75,42990.444221,42990.444221
2019-08-01,71273.379312,10080.53,74011.957344,10467.86,69738.607584,9863.46,73355.329296,10374.99,41727.637028,41727.637028
2019-07-31,67699.08,9575.0,71480.32992,10109.8,67557.672,9555.0,71273.379312,10080.53,39515.35456,39515.35456
2019-07-30,67232.928528,9509.07,68683.845312,9714.28,66475.9008,9402.0,67693.494384,9574.21,32536.368834,32536.368834
2019-07-29,67462.504416,9541.54,68787.9216,9729.0,66426.408,9395.0,67222.817856,9507.64,29021.937411,29021.937411
2019-07-28,67019.755968,9478.92,67840.417296,9594.99,64800.216,9165.0,67462.504416,9541.54,29401.022937,29401.022937
2019-07-27,69459.6096,9824.0,72037.901664,10188.66,65988.0432,9333.0,67002.787008,9476.52,43809.778301,43809.778301
2019-07-26,69870.75336,9882.15,69926.114592,9889.98,68137.4448,9637.0,69459.6096,9824.0,27167.463217,27167.463217
2019-07-25,69031.14336,9763.4,71941.32,10175.0,68724.500112,9720.03,69854.632848,9879.87,37873.354728,37873.354728
2019-07-24,69747.940512,9864.78,70258.5648,9937.0,67345.56,9525.0,69030.294912,9763.28,43475.380377,43475.380377
2019-07-23,73129.712832,10343.08,73136.005488,10343.97,69445.4688,9822.0,69748.859664,9864.91,47624.37071,47624.37071
2019-07-22,74876.59656,10590.15,75534.214464,10683.16,71411.04,10100.0,73110.127824,10340.31,40467.954839,40467.954839
2019-07-21,75938.005008,10740.27,76486.88016,10817.9,72740.2752,10288.0,74871.64728,10589.45,38834.287935,38834.287935
2019-07-20,74280.066912,10505.78,78262.186896,11068.99,73178.64,10350.0,75937.722192,10740.23,47331.899848,47331.899848
2019-07-19,75148.736256,10628.64,76146.157584,10769.71,71565.457536,10121.84,74269.532016,10504.29,56546.932133,56546.932133
2019-07-18,68362.707744,9668.86,76275.4752,10788.0,65415.3408,9252.0,75138.272064,10627.16,80283.310252,80283.310252
2019-07-17,66675.073968,9430.17,70399.9728,9957.0,64057.824,9060.0,68356.061568,9667.92,84942.672717,84942.672717
2019-07-16,76599.158112,10833.78,77972.3712,11028.0,66108.310704,9350.01,66741.677136,9439.59,97219.443413,97219.443413
2019-07-15,71935.522272,10174.18,78481.44,11100.0,69714.144,9860.0,76634.085888,10838.72,81922.426332,81922.426332
2019-07-14,80289.906912,11355.78,80970.2208,11452.0,71432.2512,10103.0,71935.522272,10174.18,72517.579236,72517.579236
2019-07-13,83128.248288,11757.22,83430.578592,11799.98,76572.432,10830.0,80289.765504,11355.76,54245.594548,54245.594548
2019-07-12,80198.698752,11342.88,84031.704,11885.0,78290.5392,11073.0,83128.248288,11757.22,56321.858281,56321.858281
2019-07-11,85609.180944,12108.11,85634.775792,12111.73,77774.4,11000.0,80198.769456,11342.89,87506.461058,87506.461058
2019-07-10,88722.985104,12548.51,92955.114432,13147.08,81797.4576,11569.0,85611.019248,12108.37,109246.044997,109246.044997
2019-07-09,86531.79744,12238.6,90463.858992,12794.73,85325.5872,12068.0,88686.926064,12543.41,78442.130343,78442.130343
2019-07-08,80673.264,11410.0,87234.807312,12338.03,79329.888,11220.0,86531.79744,12238.6,52182.367215,52182.367215
2019-07-07,79587.60408,11256.45,81578.2752,11538.0,78441.633648,11094.37,80646.679296,11406.24,38884.795599,38884.795599
2019-07-06,77650.031664,10982.41,82476.216,11665.0,77523.471504,10964.51,79587.886896,11256.49,51469.496331,51469.496331
2019-07-05,78804.345168,11145.67,80650.850832,11406.83,76335.149376,10796.44,77567.449392,10970.73,63534.350582,63534.350582
2019-07-04,84420.576,11940.0,84844.8,12000.0,78163.272,11055.0,78804.345168,11145.67,66512.221892,66512.221892
2019-07-03,76678.346592,10844.98,84787.459056,11991.89,76650.489216,10841.04,84420.576,11940.0,96815.90029,96815.90029
2019-07-02,75122.29296,10624.9,77341.338,10938.75,68773.7808,9727.0,76663.28664,10842.85,109561.038728,109561.038728
2019-07-01,76742.82864,10854.1,79770.232512,11282.28,70916.112,10030.0,75122.505072,10624.93,90962.268271,90962.268271
2019-06-30,84159.890352,11903.13,86117.472,12180.0,76120.138512,10766.03,76742.82864,10854.1,84512.530443,84512.530443
2019-06-29,87722.877024,12407.06,87966.664416,12441.54,81132.981408,11475.02,84159.890352,11903.13,69642.074157,69642.074157
2019-06-28,80107.561296,11329.99,88238.592,12480.0,77653.354752,10982.88,87677.414352,12400.63,95795.203964,95795.203964
2019-06-27,92610.785952,13098.38,95295.134016,13478.04,74416.66704,10525.1,80107.561296,11329.99,173894.820889,173894.820889
2019-06-26,83581.178112,11821.28,98773.488,13970.0,83013.5664,11741.0,92578.40352,13093.8,155930.147386,155930.147386
2019-06-25,78174.513936,11056.59,83784.24,11850.0,77958.2304,11026.0,83578.208544,11820.86,61276.686648,61276.686648
2019-06-24,77109.42888,10905.95,78789.921552,11143.63,75093.30432,10620.8,78174.513936,11056.59,43101.045285,43101.045285
2019-06-23,75858.3216,10729.0,80550.521856,11392.64,74629.344672,10555.18,77110.277328,10906.07,57445.323945,57445.323945
2019-06-22,71834.274144,10159.86,78905.664,11160.0,70150.529088,9921.72,75861.8568,10729.5,104169.447976,104169.447976
2019-06-21,67296.491424,9518.06,71941.249296,10174.99,67296.491424,9518.06,71834.274144,10159.86,50484.415892,50484.415892
2019-06-20,65427.784704,9253.76,67805.136,9590.0,64872.33408,9175.2,67289.845248,9517.12,34556.053982,34556.053982
2019-06-19,64213.160688,9081.97,65783.0016,9304.0,63350.784,8960.0,65440.016496,9255.49,32147.706495,32147.706495
2019-06-18,65840.483952,9312.13,66011.799744,9336.36,63280.08,8950.0,64210.19112,9081.55,51554.569401,51554.569401
2019-06-17,63301.2912,8953.0,66772.8576,9444.0,63280.08,8950.0,65853.422784,9313.96,47895.485374,47895.485374
2019-06-16,62295.668208,8810.77,65988.0432,9333.0,61936.704,8760.0,63303.624432,8953.33,63289.251219,63289.251219
2019-06-15,61165.181952,8650.88,62679.025296,8864.99,60576.571152,8567.63,62281.03248,8808.7,31791.636039,31791.636039
2019-06-14,58093.517376,8216.44,61402.252464,8684.41,57583.600128,8144.32,61158.96,8650.0,39835.246255,39835.246255
2019-06-13,57465.665856,8127.64,58753.751328,8309.82,56634.116112,8010.03,58108.365216,8218.54,30467.764341,30467.764341
2019-06-12,55749.39696,7884.9,57977.28,8200.0,55071.274896,7788.99,57465.665856,8127.64,41597.082622,41597.082622
2019-06-11,56428.8624,7981.0,56633.904,8010.0,54387.142992,7692.23,55749.39696,7884.9,30334.999427,30334.999427
2019-06-10,53929.970928,7627.57,56704.608,8020.0,53105.7744,7511.0,56441.2356,7982.75,36756.078468,36756.078468
2019-06-09,55822.787712,7895.28,56103.624,7935.0,53075.088864,7506.66,53933.930352,7628.13,31568.465157,31568.465157
2019-06-08,56414.297376,7978.94,56878.89336,8044.65,54802.6704,7751.0,55811.050848,7893.62,22657.329634,22657.329634
2019-06-07,55061.234928,7787.57,57270.24,8100.0,54707.149296,7737.49,56425.539312,7980.53,33942.225658,33942.225658
2019-06-06,54994.136832,7778.08,55630.826352,7868.13,52636.158432,7444.58,55055.08368,7786.7,36624.118747,36624.118747
2019-06-05,54350.447616,7687.04,55832.82768,7896.7,53542.583712,7572.78,54982.9656,7776.5,48679.656455,48679.656455
2019-06-04,57380.962464,8115.66,57380.962464,8115.66,52893.803808,7481.02,54350.376912,7687.03,74143.948941,74143.948941
2019-06-03,61696.3104,8726.0,62226.23688,8800.95,57134.48832,8080.8,57382.093728,8115.82,45692.965104,45692.965104
2019-06-02,60417.27504,8545.1,62324.020512,8814.78,60268.0896,8524.0,61696.168992,8725.98,27835.133265,27835.133265
2019-06-01,60487.272,8555.0,60989.2704,8626.0,59690.862144,8442.36,60409.992528,8544.07,31868.234157,31868.234157
2019-05-31,58451.70384,8267.1,60763.0176,8594.0,57330.3384,8108.5,60487.272,8555.0,44727.49162,44727.49162
2019-05-30,61134.2136,8646.5,64158.647904,9074.26,56598.552,8005.0,58468.955616,8269.54,70379.998521,70379.998521
2019-05-29,61631.757648,8716.87,61866.0,8750.0,59438.02464,8406.6,61128.415872,8645.68,33880.865922,33880.865922
2019-05-28,61883.817408,8752.52,62208.843696,8798.49,60173.558352,8510.63,61623.061056,8715.64,31470.551534,31470.551534
2019-05-27,60894.102816,8612.54,62985.385728,8908.32,60727.6656,8589.0,61910.684928,8756.32,51886.768793,51886.768793
2019-05-26,56725.8192,8023.0,61795.296,8740.0,55385.412768,7833.42,60907.465872,8614.43,49652.144567,49652.144567
2019-05-25,56312.342208,7964.52,57212.26272,8091.8,55915.127136,7908.34,56742.858864,8025.41,28414.328817,28414.328817
2019-05-24,55502.28648,7849.95,57482.352,8130.0,54908.7264,7766.0,56314.816848,7964.87,46664.785325,46664.785325
2019-05-23,53931.59712,7627.8,56145.904992,7940.98,52752.2544,7461.0,55513.316304,7851.51,49648.184701,49648.184701
2019-05-22,55887.835392,7904.48,56676.3264,8016.0,52780.536,7465.0,53936.051472,7628.43,49136.994589,49136.994589
2019-05-21,56118.896064,7937.16,56862.419328,8042.32,54944.0784,7771.0,55890.592848,7904.87,52301.752247,52301.752247
2019-05-20,57609.194976,8147.94,57666.394512,8156.03,53402.7312,7553.0,56125.89576,7938.15,65859.208564,65859.208564
2019-05-19,51312.155328,7257.32,58508.196336,8275.09,51211.472832,7243.08,57613.012992,8148.48,65577.442058,65577.442058
2019-05-18,52004.771712,7355.28,52731.0432,7458.0,50600.095344,7156.61,51313.07448,7257.45,37054.944779,37054.944779
2019-05-17,55634.644368,7868.67,56032.92,7925.0,48877.6752,6913.0,52004.630304,7355.26,88752.008159,88752.008159
2019-05-16,57758.663232,8169.08,58825.728,8320.0,54477.432,7705.0,55619.937936,7866.59,69630.513996,69630.513996
2019-05-15,56176.166304,7945.26,58323.7296,8249.0,55502.64,7850.0,57764.248848,8169.87,37884.327211,37884.327211
2019-05-14,55118.151648,7795.62,59150.9664,8366.0,53731.929024,7599.56,56192.428224,7947.56,76583.722603,76583.722603
2019-05-13,49268.244096,6968.24,57270.24,8100.0,48573.648,6870.0,55083.435984,7790.71,85804.735333,85804.735333
2019-05-12,50031.847296,7076.24,53181.993312,7521.78,47725.2,6750.0,49261.668624,6967.31,86948.975339,86948.975339
2019-05-11,45074.931264,6375.16,51924.946896,7343.99,45058.59864,6372.85,50031.705888,7076.22,74022.424393,74022.424393
2019-05-10,43906.83048,6209.95,45737.851968,6468.92,43638.5088,6172.0,45061.992432,6373.33,36623.61079,36623.61079
2019-05-09,42328.080864,5986.66,44010.05832,6224.55,42307.223184,5983.71,43901.386272,6209.18,27453.011436,27453.011436
2019-05-08,41335.962336,5846.34,42526.476288,6014.72,40811.76288,5772.2,42332.535216,5987.29,23074.05152,23074.05152
2019-05-07,40654.234368,5749.92,42623.270064,6028.41,40638.820896,5747.74,41335.962336,5846.34,39905.064422,39905.064422
2019-05-06,40818.691872,5773.18,41043.672,5805.0,39729.567456,5619.14,40639.174416,5747.79,25256.596325,25256.596325
2019-05-05,41219.230032,5829.83,41290.42896,5839.9,40272.9984,5696.0,40835.943648,5775.62,23822.543775,23822.543775
2019-05-04,40800.591648,5770.62,41715.36,5900.0,39505.50648,5587.45,41216.54328,5829.45,39682.408991,39682.408991
2019-05-03,38850.504624,5494.81,41319.4176,5844.0,38728.610928,5477.57,40815.227376,5772.69,46297.172849,46297.172849
2019-05-02,38061.37728,5383.2,39155.8752,5538.0,37968.048,5370.0,38836.788048,5492.87,22795.787835,22795.787835
2019-05-01,37628.244576,5321.94,38194.3008,5402.0,37587.66048,5316.2,38061.37728,5383.2,17217.473216,17217.473216
2019-04-30,37035.745056,5238.14,37755.794592,5339.98,36710.57736,5192.15,37620.255024,5320.81,22238.06823,22238.06823
2019-04-29,37542.480624,5309.81,37699.3728,5332.0,36616.18752,5178.8,37035.745056,5238.14,19918.135079,19918.135079
2019-04-28,37442.646576,5295.69,37755.936,5340.0,37186.627392,5259.48,37526.289408,5307.52,14371.433869,14371.433869
2019-04-27,37579.176,5315.0,37773.612,5342.5,37173.829968,5257.67,37442.646576,5295.69,15422.896935,15422.896935
2019-04-26,36910.811088,5220.47,38957.904,5510.0,36494.718048,5161.62,37572.81264,5314.1,48912.294513,48912.294513
2019-04-25,38286.216,5415.0,38829.505536,5491.84,36073.1808,5102.0,36906.78096,5219.9,49636.089948,49636.089948
2019-04-24,38822.930064,5490.91,39468.38688,5582.2,37708.91784,5333.35,38286.216,5415.0,48224.152413,48224.152413
2019-04-23,37877.122656,5357.14,39594.24,5600.0,37702.271664,5332.41,38839.899024,5493.31,41262.103917,41262.103917
2019-04-22,37171.991664,5257.41,38180.16,5400.0,36825.11784,5208.35,37877.122656,5357.14,29563.852309,29563.852309
2019-04-21,37422.990864,5292.91,37574.58024,5314.35,36518.616,5165.0,37163.012256,5256.14,25549.570939,25549.570939
2019-04-20,37180.971072,5258.68,37709.412768,5333.42,36978.89904,5230.1,37414.647792,5291.73,19168.908274,19168.908274
2019-04-19,37179.274176,5258.44,37614.528,5320.0,36589.32,5175.0,37180.971072,5258.68,24611.236323,24611.236323
2019-04-18,36783.119664,5202.41,37381.2048,5287.0,36757.59552,5198.8,37179.274176,5258.44,22619.239001,22619.239001
2019-04-17,36580.269888,5173.72,36981.02016,5230.4,36389.93472,5146.8,36786.018528,5202.82,23307.536134,23307.536134
2019-04-16,35528.40648,5024.95,36749.959488,5197.72,35379.857376,5003.94,36580.269888,5173.72,24242.229493,24242.229493
2019-04-15,36280.202112,5131.28,36535.443552,5167.38,34998.48,4950.0,35528.40648,5024.95,29057.191581,29057.191581
2019-04-14,35687.49048,5047.45,36433.700496,5152.99,35352.0,5000.0,36280.34352,5131.3,18281.607739,18281.607739
2019-04-13,35684.3088,5047.0,36051.9696,5099.0,35380.2816,5004.0,35671.723488,5045.22,17292.456802,17292.456802
2019-04-12,35474.812848,5017.37,35921.732832,5080.58,34370.769888,4861.22,35691.449904,5048.01,33276.678614,33276.678614
2019-04-11,37528.693344,5307.86,37704.109968,5332.67,34835.8608,4927.0,35474.812848,5017.37,54696.600686,54696.600686
2019-04-10,36412.56,5150.0,38335.7088,5422.0,36306.504,5135.0,37531.4508,5308.25,40073.620471,40073.620471
