Date,MSFT,AMZN,AAPL,CSCO,IBM,FB
2010-06-28,,,,,,
2010-06-29,-0.041135403888824196,-0.0780136010469239,-0.04521063877119191,-0.035682893717801756,-0.03015993310608822,0.0
2010-06-30,-0.01287013884378907,0.005984729971697966,-0.018112605222834643,-0.014338623443830523,-0.01287082505711179,0.0
2010-07-01,0.006519336715121504,0.015559188312320948,-0.012125804485750513,-0.002346392032701705,-0.007369336747712785,0.0
2010-07-02,0.004749387405335259,-0.016402304522719735,-0.006197838890450558,-0.006114522822353474,-0.005792773916043492,0.0
2010-07-06,0.0236355167949045,0.008429523310337972,0.006843683808904766,0.009938489191907651,0.013129864054671314,0.0
2010-07-07,0.02015112686302345,0.030619687637081006,0.040381036317698404,0.05342095892797927,0.028673002594662655,0.0
2010-07-08,0.004526577771878149,0.024596675553389957,-0.0022418959257308746,0.0031136244442919736,0.007637903964732962,0.0
2010-07-09,-0.005735147424139053,0.00894855364484437,0.005928041244949611,0.00665220924269927,-7.76966774556076e-05,0.0
2010-07-12,0.02307391108672263,0.019188128594659126,-0.008974450214529694,0.007047959720684949,0.005548518821934412,0.0
2010-07-13,0.012081885058392139,0.03464144687177906,-0.02133823635722576,0.010061372281872538,0.014066488287821866,0.0
2010-07-14,0.012336086738260033,-0.0028305577824666583,0.003693867627263314,0.02815086845513215,0.0018396198415919773,0.0
2010-07-15,0.002751614519998391,-0.01005681640286371,-0.005064982989080202,0.007581985118702672,0.0,0.0
2010-07-16,-0.02430436328214769,-0.02924790894830609,-0.006163828519290093,-0.04891304065263835,-0.020578486103180693,0.0
2010-07-19,0.013660010846913817,0.012237358458760506,-0.017286997848714347,-0.0008790180362693301,0.013746940424752996,0.0
2010-07-20,0.009908856131677135,0.0013339672290986204,0.025694038023825305,0.014078084768556876,-0.02496343046349847,0.0
2010-07-21,-0.014128677242580712,-0.02223145880822508,0.009329209577134678,-0.021258024148222865,-0.010114545516331508,0.0
2010-07-22,0.02866250731436515,0.022481473071511937,0.018801585249182518,0.03147158805320416,0.01756205954095713,0.0
2010-07-23,-0.0011609552031068837,-0.009994144676373384,0.003551365653833294,0.003437821530855034,0.007139079040981988,0.0
2010-07-26,0.011235860459464453,-0.003953909395502553,-0.00253881648076959,0.011135093781853289,0.00023349782707926536,0.0
2010-07-27,0.002299057916315128,-0.01072638729808928,0.01851266274554586,-0.013129862412088245,0.0017131793770395198,0.0
2010-07-28,-0.008027645394761529,0.0,-0.011814693741295956,0.0038625284461561993,-0.0015548319351373907,0.0
2010-07-29,0.003083005379442394,-0.0023051024451256064,-0.010920811425419896,-0.007695439787041125,-0.003192418427880206,0.0
2010-07-30,-0.008451928330066805,0.00881395493682402,-0.0033319269552604114,-0.00603192579467815,0.00296815795928862,0.0
2010-08-02,0.020147018199959232,0.01849181708764358,0.017881223381508438,0.03164235225725465,0.01838034466067584,0.0
2010-08-03,-0.006456194854997599,0.01957190372361084,0.00030545131049564134,0.000840760574275512,-0.0029826468152158725,0.0
2010-08-04,-0.01643757280271141,0.04215000603895058,0.004009340446656573,0.013433768114943234,0.00690352242712744,0.0
2010-08-05,-0.01399130492145273,0.0019595547610280484,-0.004867625796164732,0.0012431205922798227,0.004266102746911304,0.0
2010-08-06,0.007094776892820898,0.0038332589074956402,-0.006152247166709701,-0.004137389954740334,-0.007927933733428927,0.0
2010-08-09,0.0023482652131676662,0.00397439586756998,0.006382337802804061,0.029081640139568155,0.01429210370601619,0.0
2010-08-10,-0.02108553397573143,0.009081721278554555,-0.008939484571702794,-0.018570888483994685,-0.0012123933829016886,0.0
2010-08-11,-0.008376195517626916,-0.03161538931039665,-0.03554248721488773,-0.0238584667952354,-0.015245606109120291,0.0
2010-08-12,-0.014883408428437717,0.005322092081925911,0.0063952756885024,-0.09987332001757543,-0.011784388808786739,0.0
2010-08-13,-0.00367505411479474,-0.014775562209707993,-0.010683469603713802,0.0,-0.0033517444354691506,0.0
2010-08-16,0.004098070695801148,0.011067425025245825,-0.005861018499938586,0.0257489554570145,-0.0007821274343120521,0.0
2010-08-17,0.013951962031615972,0.022130569701602765,0.01748499622745392,0.006389822419538893,0.005322168705572228,0.0
2010-08-18,0.004451467717941693,0.006130632332694175,0.004365342951096363,0.016326534755969346,0.00731808037495707,0.0
2010-08-19,-0.015310166160494965,-0.016043149244734045,-0.012604953163432908,-0.008478585054888632,-0.0037870129443782208,0.0
2010-08-20,-0.008592311335679947,0.001489397521837299,-0.0009606818501923797,0.00045021623700036706,-0.010861063495617551,0.0
2010-08-23,0.0020637123232003507,-0.009079552619860376,-0.015382292456742719,-0.024741239363504808,-0.008078745149470823,0.0
2010-08-24,-0.009885042622983953,-0.016350708686993842,-0.023880933778506086,-0.02536912677760106,-0.012413803997075257,0.0
2010-08-25,0.0024960079856271022,0.018630046716180626,0.012337048002292406,0.003785878116666197,0.002962314460749793,0.0
2010-08-26,-0.01161847136747507,-0.015687803608255613,-0.01074589264152559,-0.02404503028290983,-0.01987684666011713,0.0
2010-08-27,0.004618497097005125,0.014255956836422667,0.005576853743038956,0.005313747578065131,0.015882038714481794,0.0
2010-08-30,-0.012119002997334705,-0.022504725899059497,0.0036420485089865284,-0.023546308786438597,-0.010663186507222644,0.0
2010-08-31,-0.007190989319779795,0.008401332157974783,0.0024744465550834427,-0.01623984932913758,-0.0021877790425814947,0.0
