episode,steps,reward_0,reward_1,reward_2,loss_0,loss_1,loss_2,collisions_0,collisions_1,collisions_2,ou_theta_0,ou_theta_1,ou_theta_2,ou_mu_0,ou_mu_1,ou_mu_2,ou_sigma_0,ou_sigma_1,ou_sigma_2,ou_dt_0,ou_dt_1,ou_dt_2,ou_x0_0,ou_x0_1,ou_x0_2
979,5,-0.15203248722647117,-100.15203248722648,0.15203248722647117,12404.949609375,27301.61484375,21845.6017578125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
980,11,-45.60441957154288,-45.60441957154288,0.14987411699742342,8294.756791548296,28859.648526278408,18535.399325284092,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
981,18,-0.272274071993208,-28.050051849770984,0.14902138510909418,10108.373196072049,26847.58322482639,14853.713107638889,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
982,2,-0.23988268620662392,-250.2398826862066,0.23988268620662392,12401.02587890625,25758.04296875,12572.86376953125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
983,2,-0.13646124460010323,-250.1364612446001,0.13646124460010323,6471.9951171875,24385.5400390625,17003.3251953125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
984,4,-125.27203000192499,-0.27203000192497884,0.27203000192497884,7956.850036621094,34083.86767578125,15742.650634765625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
985,5,-100.1484017253421,-0.14840172534209095,0.14840172534209095,8458.26259765625,27241.8294921875,15574.5060546875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
986,17,-0.15406495726036273,-29.565829663142715,0.15406495726036273,6801.857852711397,30444.708984375,15865.794950597427,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
987,14,-35.83720259684886,-0.122916882563146,0.122916882563146,9372.992117745536,28925.7041015625,17559.906180245536,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
988,8,-62.749362876306364,-0.2493628763063631,0.2493628763063631,11063.326843261719,26461.950073242188,17414.56689453125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
989,2,-0.19632093262186992,-250.19632093262186,0.19632093262186992,6356.62548828125,20607.9375,24019.3271484375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
990,6,-0.22036494094677092,-83.55369827428011,0.22036494094677092,8778.974772135416,28053.595703125,17182.819498697918,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
991,17,-0.11518527309531687,-29.52694997897767,0.11518527309531687,10212.280029296875,24458.229578354778,13542.95174632353,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
992,2,-250.12189524720762,-0.12189524720761953,0.12189524720761953,6272.627685546875,33089.6015625,22380.2978515625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
993,7,-28.69006622262941,42.73850520594202,-42.7460950074272,12359.819056919643,35820.562220982145,18570.73458426339,3.0,0.0,3.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
994,5,-0.2374154337946474,-100.23741543379465,0.2374154337946474,8425.502734375,25567.56953125,13297.5419921875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
995,22,8.969977638538916,-13.75729508873381,-8.969977638538916,9122.524758078835,29791.193270596592,17928.08915571733,2.0,0.0,2.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
996,20,-0.16808926242181998,-25.168089262421823,0.16808926242181998,8558.788818359375,32810.05322265625,16512.431591796874,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
997,4,-0.12536470750811746,-125.12536470750811,0.12536470750811746,10435.46875,36075.3583984375,16412.40869140625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
998,2,-0.14331732504046718,-250.14331732504047,0.14331732504046718,11196.20263671875,42732.9072265625,24552.15234375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
999,8,-0.14469356320252916,-62.64469356320252,0.14469356320252916,12921.7255859375,31272.957275390625,12760.667053222656,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1000,16,6.0883841200489925,-25.161615879951007,-6.0883841200489925,10781.71964263916,32478.474731445312,18281.82781982422,0.0,1.0,1.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1001,21,-0.11143095803307702,-23.920954767556886,0.11143095803307702,8491.577915736607,33307.36156063988,12975.150948660714,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1002,1,-0.38657735678373395,-500.38657735678373,0.012210950789001251,11026.146484375,78747.078125,23534.890625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1003,14,-0.17744841898335645,-35.89173413326907,0.17744841898335645,12059.096487862724,33012.02650669643,15158.822091238839,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1004,3,-0.16675783371905228,-166.83342450038572,0.16675783371905228,8972.76904296875,24745.088541666668,13924.131510416666,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1005,5,-0.3395730863563481,-100.33957308635635,0.3395730863563481,5759.113623046875,22776.15078125,17241.29375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1006,5,-0.203102278738428,-100.20310227873844,0.203102278738428,5735.379931640625,24388.10234375,14174.11630859375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1007,1,-0.40734929899435707,-0.40734929899435707,-500.684153426898,7637.2431640625,31238.384765625,15844.533203125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1008,6,-0.19280575791083607,-83.52613909124416,0.19280575791083607,10907.352457682291,42443.639322916664,17599.189127604168,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1009,8,-0.26275054699687866,-62.76275054699688,0.26275054699687866,10907.071472167969,22603.587158203125,15194.223449707031,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1010,6,-0.16663842115409241,-83.49997175448742,0.16663842115409241,9437.502197265625,28102.875732421875,14267.3818359375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1011,14,7.008046546328458,-28.706239167957253,-7.008046546328458,8485.099818638393,31828.946707589286,15644.474818638393,0.0,1.0,1.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1012,8,-0.28394905025814676,-62.783949050258144,0.28394905025814676,12595.373657226562,38635.1884765625,13051.09814453125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1013,13,-0.14641696785969766,-38.60795542939816,0.14641696785969766,7323.250131460337,30078.91834435096,13882.031663161059,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1014,18,-0.12095197119688939,-27.898729748974667,0.12095197119688939,10027.137776692709,34435.04220920139,16070.961751302084,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1015,5,-0.2021951889063732,-100.20219518890636,0.2021951889063732,14403.5287109375,29251.423046875,19537.1806640625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1016,6,-0.15558789481262972,-83.48892122814597,0.03708696440763807,17775.939453125,36814.987955729164,12882.4130859375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1017,13,-0.2047651460994072,-38.666303607637865,0.2047651460994072,9851.884164663461,30438.061974158652,14724.72137920673,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1018,17,-0.24719583259902644,-29.658960538481377,0.2407475356476631,9351.120806525736,30691.46369485294,15882.611672794117,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1019,10,-0.2491151055189082,-50.24911510551891,0.2491151055189082,13721.822314453126,31707.2318359375,15757.59814453125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1020,12,-0.2586466690884964,-41.92531333575516,0.2586466690884964,9124.563517252604,26954.16162109375,15837.592814127604,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1021,20,-0.1508142533155306,-25.15081425331553,0.1508142533155306,9552.645361328125,29058.3162109375,15453.785009765625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1022,3,-0.3573063973414681,-167.02397306400815,0.3573063973414681,8019.925130208333,31100.955729166668,17414.1708984375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1023,19,-0.12888205801058092,-26.44467153169479,0.12888205801058092,9896.036518297697,28218.550421463817,14675.318359375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1024,15,-0.1505093516657583,-33.48384268499909,0.1505093516657583,8858.984586588542,36066.2041015625,13802.9599609375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1025,4,-0.15363675520959452,-125.1536367552096,0.15363675520959452,14854.61572265625,35683.92822265625,9716.991455078125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1026,4,-0.1904011812987362,-125.19040118129874,0.1904011812987362,7602.205993652344,38827.28955078125,19327.048828125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1027,19,5.143803379304074,-21.171986094380134,-5.143803379304074,7869.1268117804275,26511.430047286183,14849.447856702303,0.0,1.0,1.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1028,18,-0.2036717749372083,-27.981449552714984,0.17783932825714505,10451.914347330729,35670.568033854164,15073.819715711805,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1029,12,-0.1439930538009458,-41.81065972046761,0.1439930538009458,11890.165120442709,32115.311604817707,16570.974283854168,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1030,5,-0.16505724063960683,-100.1650572406396,0.16505724063960683,9192.737890625,32377.8078125,15823.134375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1031,18,5.429967979041393,-22.34780979873638,-5.429967979041393,9575.456624348959,28842.735785590277,16346.140543619791,1.0,0.0,1.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1032,9,-0.21670337948292848,-55.77225893503848,0.21670337948292848,10377.733235677084,30816.46853298611,10763.22607421875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1033,17,5.748212411115086,-23.663552294767268,-5.748212411115086,10253.3661032284,33181.765625,16392.082088694853,1.0,0.0,1.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1034,14,-28.68364801829353,7.030637695992185,-7.030637695992185,10985.80615234375,27591.82156808036,14272.110142299107,0.0,1.0,1.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1035,12,-0.13200862420571527,-41.79867529087238,0.13200862420571527,8428.194010416666,32892.337565104164,18571.016764322918,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1036,12,-0.13558087219943712,-41.802247538866105,0.13558087219943712,10102.280029296875,36020.0791015625,14396.557250976562,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1037,4,-0.18078919633860244,-125.18078919633861,0.18078919633860244,9038.314514160156,38297.546875,15158.483093261719,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1038,16,12.41382537705518,-18.836174622944817,-12.41382537705518,10986.25015258789,34306.40075683594,15430.553436279297,2.0,0.0,2.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1039,2,-0.20993990018450664,-250.20993990018448,0.20993990018450664,12265.887939453125,37552.474609375,6561.8232421875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1040,9,-0.17940912697919528,-55.73496468253475,0.17940912697919528,10368.25425889757,26850.66872829861,15117.672254774305,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1041,2,-0.31404419870136135,-0.31404419870136135,-250.54604512261523,9812.28515625,30296.94921875,10792.388671875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1042,6,-0.13516485080044757,-83.46849818413378,0.13516485080044757,6886.332112630208,34062.102864583336,15216.3876953125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1043,7,-0.2946049879378329,-0.2946049879378329,-71.42860185880059,11000.347446986607,25723.893973214286,13806.028599330357,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1044,14,-0.09354049759036458,-35.807826211876076,0.09354049759036458,9712.376360212054,31756.627580915178,15702.346296037946,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1045,6,-0.11858720677004192,-83.45192054010337,0.11858720677004192,9169.5947265625,26572.050455729168,11801.869303385416,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1046,9,-0.12923584675981645,-55.68479140231537,0.12923584675981645,11201.846354166666,29608.678168402777,10231.845133463541,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1047,1,-0.2912309185797576,-0.2912309185797576,-500.83374978049915,6334.4765625,37393.84375,16347.998046875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1048,5,-0.10229797785662062,-100.10229797785662,0.10229797785662062,9356.130078125,35799.774609375,15552.8515625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1049,17,-0.16119893696736795,-29.572963642849718,0.16119893696736795,10542.326954561122,31178.034064797794,16107.50350413603,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1050,6,-83.44546872929554,-0.11213539596221545,0.11213539596221545,7673.994710286458,23698.21826171875,15263.15380859375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1051,15,26.524077999817898,-6.809255333515436,-26.524077999817898,10208.897119140625,27806.366276041666,14392.386653645834,0.0,4.0,4.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1052,2,-0.2074611896824823,-250.20746118968248,0.2074611896824823,19257.5224609375,9894.814453125,27988.34375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1053,7,-0.21893921433165855,-71.64751064290309,0.21893921433165855,7324.363630022322,30560.44112723214,17915.380998883928,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1054,10,-0.20422967165454292,-50.204229671654545,0.20422967165454292,9800.766186523437,25895.6755859375,15142.398876953124,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1055,13,-0.09377517133222985,-38.55531363287069,0.09377517133222985,10899.913912259615,32973.021484375,15163.282301682691,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1056,17,11.63084424956254,-17.780920456319812,-11.63084424956254,10865.096564797794,33912.19852941176,14186.098115808823,2.0,0.0,2.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1057,4,-0.17868156737418195,-125.17868156737418,0.17868156737418195,14590.100341796875,33683.85693359375,15065.958984375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1058,16,-0.18316653790859244,-31.43316653790859,0.18316653790859244,7845.573532104492,30316.746154785156,14345.220642089844,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1059,21,-0.24694844724159265,-24.056472256765403,0.07231957044912989,10458.33970424107,27093.073707217263,14360.233979724702,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1060,7,-0.3133743986735614,-0.3133743986735614,-71.50737176993677,10424.817138671875,25210.299665178572,11454.453055245536,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1061,17,-0.11981831853828012,-29.531583024420634,0.11981831853828012,10144.271340762867,33169.98270909926,14805.46524586397,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1062,16,-0.13978141669524752,-31.389781416695246,0.13978141669524752,9570.755325317383,32700.6328125,12342.885070800781,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1063,3,-0.19918996444337603,-166.86585663111006,0.19918996444337603,8251.168619791666,27964.511067708332,13057.447265625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1064,17,-0.19375468549899666,-29.60551939138135,0.19375468549899666,9765.211957146139,23387.281307444853,14877.59334788603,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1065,14,-0.23171536247316654,-0.23171536247316654,-35.716863638651446,7615.012756347656,34764.452357700895,15441.82359095982,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1066,3,-0.24962671908169373,-166.91629338574836,0.24962671908169373,12217.135416666666,32283.290364583332,19407.165364583332,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
1067,1,-0.29708361855447296,-0.29708361855447296,-500.74388230338906,25694.13671875,22029.337890625,12969.931640625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
