episode,steps,reward_0,reward_1,reward_2,loss_0,loss_1,loss_2,collisions_0,collisions_1,collisions_2,ou_theta_0,ou_theta_1,ou_theta_2,ou_mu_0,ou_mu_1,ou_mu_2,ou_sigma_0,ou_sigma_1,ou_sigma_2,ou_dt_0,ou_dt_1,ou_dt_2,ou_x0_0,ou_x0_1,ou_x0_2
11,13,7.4701251881006945,7.4701251881006945,-46.032852775588104,-0.07692307692307693,-0.07692307692307693,-0.07692307692307693,0.0,1.0,1.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
12,4,-0.2321340250933403,-125.23213402509334,0.2321340250933403,-0.25,-0.25,-0.25,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
13,8,-0.13012185280805297,-62.63012185280805,0.009909419904587699,-0.125,-0.125,-0.125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
14,13,-0.2240879690704462,-38.685626430608906,0.2240879690704462,-0.07692307692307693,-0.07692307692307693,-0.07692307692307693,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
15,11,-0.2346942428811543,-0.2346942428811543,-45.42553585164663,-0.09090909090909091,-0.09090909090909091,-0.09090909090909091,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
16,4,-0.2166310789844325,-0.2166310789844325,-125.14630214229204,-0.25,-0.25,-0.25,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
17,6,-0.20749834732944172,-0.20749834732944172,-83.35651202570027,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
18,1,-0.25399610422013275,-0.25399610422013275,-501.1203820242556,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
19,9,-55.73185013917831,-0.17629458362275938,0.17629458362275938,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
20,8,-0.18681790688326297,-0.18681790688326297,-62.543270470419266,-0.125,-0.125,-0.125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
21,6,-83.43968176065145,-0.1063484273181211,-0.1357968913687781,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
22,7,-0.21980472200591802,-71.64837615057735,0.2193242765091354,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
23,4,-0.40913224456201,-0.40913224456201,-125.44286118193007,-0.25,-0.25,-0.25,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
24,5,-0.3209939682875876,-100.32099396828758,0.3209939682875876,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
25,5,-100.17811441889516,-100.17811441889516,0.17811441889516771,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
26,8,-62.68792208864485,-0.18792208864484547,0.18792208864484547,-0.125,-0.125,-0.125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
27,10,-0.24050862637664938,-0.24050862637664938,-49.88058893244049,-0.1,-0.1,-0.1,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
28,2,-250.2762006440679,-0.27620064406789835,0.20503590258871618,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
29,3,-0.30175169332589563,-0.30175169332589563,-166.706935174224,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
30,7,-0.29590268777411727,-0.29590268777411727,-71.3133771844933,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
31,9,-0.24865037088576322,-0.24865037088576322,-55.41823508212695,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
32,9,22.042128744600806,22.042128744600806,-77.82670676374742,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,0.0,2.0,2.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
33,4,-0.19024444753658065,-0.19024444753658065,-125.32331322815341,-0.25,-0.25,-0.25,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
34,5,-100.08434402294532,-0.08434402294530671,0.08434402294530671,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
35,2,-0.42233220701963137,-0.42233220701963137,-250.5952279800714,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
36,7,-0.0936520550614479,-0.0936520550614479,-71.58535916368558,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
37,5,-0.29973518622532147,-0.29973518622532147,-100.18295031617592,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
38,8,-0.19459513677150195,-62.694595136771504,0.19459513677150195,-0.125,-0.125,-0.125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
39,5,-0.23844299155677598,-0.23844299155677598,-100.14666233303639,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
40,4,-125.17126822322794,-0.17126822322793978,0.17126822322793978,-0.25,-0.25,-0.25,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
41,6,-0.27611162297026964,-83.6094449563036,0.27611162297026964,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
42,9,-0.12237985408108905,-0.12237985408108905,-55.63228120438337,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
43,5,-0.19933258537571347,-100.19933258537571,0.19933258537571347,1562.5939453125,1564.83857421875,6276.64375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
44,6,-0.2264893540223638,-0.2264893540223638,-83.47981983084655,7958.958356036805,6664.809071002528,24940.7080078125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
45,2,-0.2778715279611222,-0.2778715279611222,-250.67659582849856,4059.1700220778584,4060.563720703125,11870.058837890625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
46,6,-0.1094110597843287,-0.1094110597843287,-83.53494312259802,5401.812566121419,6706.21240234375,19714.686116536457,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
47,1,-0.3522891393523993,-0.3522891393523993,-500.76772079536227,8099.9404296875,316.37017822265625,15911.15234375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
48,5,-0.25261376671893176,-0.25261376671893176,-100.04785675148106,7776.136273908615,7786.46023106575,18684.61904296875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
49,2,-0.30314894908466716,-250.3031489490847,0.30314894908466716,7767.1736850738525,7784.941650390625,11645.906982421875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
50,3,-0.22032120988708662,-0.22032120988708662,-167.0814150994734,5285.249415914218,10467.97998046875,38935.03515625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
51,8,-0.19031814849531642,-0.19031814849531642,-62.47257507770749,2989.9875053316355,10748.544499009848,31011.4990234375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
52,3,-166.85292733946662,-0.18626067279996214,0.18626067279996214,220.64374494552612,7964.965716759364,26953.680338541668,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
53,1,-0.197267866931005,-0.197267866931005,-500.95070102737384,2.713528871536255,3.383573055267334,7690.189453125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
54,7,-0.27297131603269775,-0.27297131603269775,-71.46137232826399,3408.356452533177,3404.854977335249,23102.859514508928,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
55,5,-0.18935071620458552,-100.18935071620459,-0.2068976523123911,1744.3174447059632,9435.00029296875,26751.6130859375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
56,5,-0.22102523102355115,-100.22102523102356,0.17476420252865973,9462.35068359375,10958.859826660157,22023.1271484375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
57,3,-166.76681273014387,-0.10014606347720907,0.10014606347720907,2680.705158074697,12864.637369791666,25221.881510416668,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
58,6,-0.24903505713157317,-0.24903505713157317,-83.2836059337651,6642.46727959315,9151.354970296225,18891.53466796875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
59,5,-0.20405103439348732,-0.20405103439348732,-100.02490998359508,6283.795524597168,12305.707372283936,22386.4890625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
60,8,-0.19861937876566288,-0.19861937876566288,-62.60198477696716,4995.859614372253,10607.354734897614,18951.008445739746,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
61,2,-0.2634991537690262,-250.26349915376903,0.13352455110687392,15305.932861328125,3804.2619342803955,21729.086181640625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
62,2,-0.3488308277640328,-0.3488308277640328,-250.15384911105085,7789.181396484375,7682.858901977539,32219.2392578125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
63,4,-0.21430571912150392,-125.2143057191215,0.21430571912150392,5714.203983783722,13056.42138671875,26650.788330078125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
64,7,-0.26249570908260245,-71.69106713765403,0.26249570908260245,6519.207487923758,6438.887490408762,29070.30831473214,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
65,2,-0.22917537197919566,-250.2291753719792,0.22917537197919566,11876.90625,11620.654235839844,21081.9140625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
66,11,-0.26314910348205883,-0.26314910348205883,-45.353105362990874,8325.077989751642,7496.899279507724,22996.650923295456,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
67,2,-0.3602061840140368,-0.3602061840140368,-250.42243480975873,95.2945442199707,3705.9109802246094,14071.73193359375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
68,4,-0.2239268602532742,-125.22392686025327,0.2239268602532742,3871.4874515533447,9398.093757629395,20279.157958984375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
69,1,-0.14268518812482828,-500.1426851881248,-0.44463302663903176,7287.27099609375,14668.0556640625,26820.890625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
70,16,-0.17580213599026448,-31.425802135990264,0.14846361377593822,4259.9579038619995,8313.652743339539,14896.556762695312,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
71,13,-0.13970213306233284,-0.13970213306233284,-38.450681535574965,5298.44899221567,10131.352999173678,17015.63134765625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
72,8,-0.23225774624964518,-62.732257746249644,0.23225774624964518,3742.756317138672,12416.7373046875,18277.73992919922,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
73,4,-125.11056269298298,-0.11056269298296825,0.11056269298296825,7379.023817062378,10721.735939025879,17333.61474609375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
74,9,-0.22269128978675098,-55.7782468453423,0.22269128978675098,6668.707514444987,10235.172743055555,21521.939832899305,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
75,4,-125.21320308450454,-0.21320308450453948,0.21320308450453948,3777.948127746582,8619.734619140625,12199.576538085938,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
76,2,-0.2718789649435465,-250.27187896494357,0.2718789649435465,7613.5120849609375,10781.29736328125,18445.98583984375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
77,4,-0.22578637455382297,-125.22578637455382,0.22578637455382297,9064.779472351074,12121.992431640625,20493.53662109375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
78,14,-0.2670274848660893,-35.981313199151806,0.07376253105903616,8353.253525870186,13849.619611467633,21209.619210379464,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
79,2,-0.2546057528589211,-250.25460575285894,0.2546057528589211,3691.379150390625,4376.80126953125,22930.4013671875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
80,11,-0.14530707889843655,-45.59985253344389,0.14530707889843655,5448.924227627841,9859.43888161399,19466.2802734375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
81,2,-250.37131488522522,-0.3713148852252239,0.3470384462101254,3885.708221435547,17956.6142578125,13259.6162109375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
82,1,-0.31219389931923824,-500.31219389931925,0.31219389931923824,344.03564453125,12904.564453125,18156.55078125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
83,22,-18.32542023914792,4.401852488124809,-4.401852488124809,6116.400340687145,13442.984069824219,13288.258028897371,0.0,1.0,1.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
84,5,-0.3494940960505679,-0.3494940960505679,-100.35934322435054,7436.490502929688,13356.91640625,18492.06875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
85,7,28.50544019146857,28.50544019146857,-100.27958227705338,1603.4104221888952,9402.535121372768,22366.664899553572,2.0,0.0,2.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
86,4,-125.15762137316565,-0.157621373165644,0.157621373165644,550.2595329284668,6079.870910644531,27148.41064453125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
87,4,-0.2758782743688588,-0.2758782743688588,-125.26479668960744,5726.238399505615,18687.04541015625,22822.40283203125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
