episode,steps,reward_0,reward_1,reward_2,loss_0,loss_1,loss_2,eps_greedy_0,eps_greedy_1,eps_greedy_2,collisions_0,collisions_1,collisions_2
82,5,-0.19749332035266015,-0.19749332035266015,-10.515896837644432,-0.2,-0.2,-0.2,0.5,0.5,0.5,0.0,0.0,0.0
83,42,-0.30820239575448255,-0.30820239575448255,-0.9797297939518588,-0.023809523809523808,-0.023809523809523808,-0.023809523809523808,0.5,0.5,0.5,0.0,0.0,0.0
84,11,-0.3176166852175001,-0.3176166852175001,-4.4158022565884325,-0.09090909090909091,-0.09090909090909091,-0.09090909090909091,0.5,0.5,0.5,0.0,0.0,0.0
85,15,-3.5382093968897905,-0.20487606355645724,0.20487606355645724,-0.06666666666666667,-0.06666666666666667,-0.06666666666666667,0.5,0.5,0.5,0.0,0.0,0.0
86,6,-0.25277604977650137,-8.586109383109834,-8.436196052280328,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,0.5,0.5,0.5,0.0,0.0,0.0
87,13,-4.190490629964361,-0.3443367838105147,0.3443367838105147,-0.07692307692307693,-0.07692307692307693,-0.07692307692307693,0.5,0.5,0.5,0.0,0.0,0.0
88,7,-0.2248581042449753,-7.367715247102119,0.2248581042449753,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,0.5,0.5,0.5,0.0,0.0,0.0
89,11,-0.28083631176011015,-4.826290857214656,0.28083631176011015,-0.09090909090909091,-0.09090909090909091,-0.09090909090909091,0.5,0.5,0.5,0.0,0.0,0.0
90,4,-0.24469106769508764,-0.24469106769508764,-12.630232268608767,-0.25,-0.25,-0.25,0.5,0.5,0.5,0.0,0.0,0.0
91,7,-0.19472595675106538,-0.19472595675106538,-7.1638172528903725,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,0.5,0.5,0.5,0.0,0.0,0.0
92,2,-0.177921628217746,-0.177921628217746,-25.799064042491764,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.0,0.0,0.0
93,4,-0.291203309445857,-12.791203309445857,-12.836286209510707,-0.25,-0.25,-0.25,0.5,0.5,0.5,0.0,0.0,0.0
94,5,-0.2198025023285423,-0.2198025023285423,-10.279197154159906,-0.2,-0.2,-0.2,0.5,0.5,0.5,0.0,0.0,0.0
95,4,-0.19041975017460466,-0.19041975017460466,-12.656044398132828,-0.25,-0.25,-0.25,0.5,0.5,0.5,0.0,0.0,0.0
96,4,-0.0794125051973017,-0.0794125051973017,-12.900824245689272,-0.25,-0.25,-0.25,0.5,0.5,0.5,0.0,0.0,0.0
97,7,-0.12997510471614476,-0.12997510471614476,-7.722316107142566,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,0.5,0.5,0.5,0.0,0.0,0.0
98,6,33.13915301243808,33.13915301243808,-41.78026876907609,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,0.5,0.5,0.5,2.0,0.0,2.0
99,8,-0.19134919488246976,-6.44134919488247,0.19134919488246976,-0.125,-0.125,-0.125,0.5,0.5,0.5,0.0,0.0,0.0
100,3,-0.15855768593072841,-16.825224352597395,-0.13453946001966663,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.5,0.5,0.5,0.0,0.0,0.0
101,1,-50.15291429621432,-0.1529142962143228,0.1529142962143228,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.0,0.0,0.0
102,20,-0.18676138061685668,-0.18676138061685668,-2.4775755428967865,-0.05,-0.05,-0.05,0.5,0.5,0.5,0.0,0.0,0.0
103,4,-0.407530783194023,-0.407530783194023,-12.860989816641094,-0.25,-0.25,-0.25,0.5,0.5,0.5,0.0,0.0,0.0
104,22,-0.26753078053461105,-0.26753078053461105,-2.0724789483288433,-0.045454545454545456,-0.045454545454545456,-0.045454545454545456,0.5,0.5,0.5,0.0,0.0,0.0
105,20,-0.20826752890439684,-0.20826752890439684,-2.3434801264684273,-0.05,-0.05,-0.05,0.5,0.5,0.5,0.0,0.0,0.0
106,32,-0.15866697265373922,-0.15866697265373922,-1.4742803551919277,-0.03125,-0.03125,-0.03125,0.5,0.5,0.5,0.0,0.0,0.0
107,19,-0.224685872608536,-2.856264819976957,0.1797318714648565,-0.05263157894736842,-0.05263157894736842,-0.05263157894736842,0.5,0.5,0.5,0.0,0.0,0.0
108,6,-8.66156862035192,-0.3282352870185881,-8.307439775186607,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,0.5,0.5,0.5,0.0,0.0,0.0
109,20,-2.6640958152038525,-0.1640958152038526,0.1640958152038526,-0.05,-0.05,-0.05,0.5,0.5,0.5,0.0,0.0,0.0
110,20,9.88391070858383,7.383910708583829,-9.88391070858383,-0.05,-0.05,-0.05,0.5,0.5,0.5,2.0,0.0,2.0
111,24,-2.3072071042722206,-0.22387377093888763,0.22387377093888763,-0.041666666666666664,-0.041666666666666664,-0.041666666666666664,0.5,0.5,0.5,0.0,0.0,0.0
112,5,-10.1620216141793,-0.16202161417930022,0.16202161417930022,-0.2,-0.2,-0.2,0.5,0.5,0.5,0.0,0.0,0.0
113,3,-0.21901450784265833,-0.21901450784265833,-17.11400697530362,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.5,0.5,0.5,0.0,0.0,0.0
114,6,-0.20234625417069585,-8.53567958750403,0.18052499365506622,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,0.5,0.5,0.5,0.0,0.0,0.0
115,9,-5.715458347620096,-0.15990279206454064,0.049062406044354995,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,0.5,0.5,0.5,0.0,0.0,0.0
116,10,-0.22426001273195872,-0.22426001273195872,-4.909124807444268,-0.1,-0.1,-0.1,0.5,0.5,0.5,0.0,0.0,0.0
117,24,6.060054441790613,8.143387775123946,-8.17270079851397,-0.041666666666666664,-0.041666666666666664,-0.041666666666666664,0.5,0.5,0.5,2.0,0.0,2.0
118,3,-16.81174362287882,-0.145076956212152,0.145076956212152,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.5,0.5,0.5,0.0,0.0,0.0
119,19,-0.15517092149178074,-0.15517092149178074,-2.585807336014652,-0.05263157894736842,-0.05263157894736842,-0.05263157894736842,0.5,0.5,0.5,0.0,0.0,0.0
120,7,-0.11095875791324872,-7.253815900770391,0.11095875791324872,24.590156032504247,28.441315831999027,32.80381613490837,0.5000599999999997,0.5000599999999997,0.5000599999999997,0.0,0.0,0.0
121,38,1.2055587355029385,2.521348209187149,-2.521348209187149,37.78237338792104,37.13888806883417,46.852346658584125,0.500439999999998,0.500439999999998,0.500439999999998,0.0,1.0,1.0
122,26,-2.127750605681413,-0.20467368260448973,0.16137680643689553,35.84725298245366,36.470138628179065,43.73994559622728,0.5006999999999968,0.5006999999999968,0.5006999999999968,0.0,0.0,0.0
123,29,-0.17869335945519685,-0.17869335945519685,-1.741495277241047,35.093429056156815,30.871814909937054,37.92709299510923,0.5009899999999955,0.5009899999999955,0.5009899999999955,0.0,0.0,0.0
124,10,-5.278021318208319,-0.27802131820831943,0.10023510862530012,32.604613970220086,29.32405849546194,38.36782404780388,0.501089999999995,0.501089999999995,0.501089999999995,0.0,0.0,0.0
125,40,11.167856070265838,12.417856070265838,-12.417856070265838,32.72889141170308,30.477372461929917,39.63375397473574,0.5014899999999932,0.5014899999999932,0.5014899999999932,3.0,2.0,5.0
126,78,-0.18031832838856954,-0.8213439694142105,0.18031832838856954,37.6002550407862,35.55407911271621,43.11776481072108,0.5022699999999897,0.5022699999999897,0.5022699999999897,0.0,0.0,0.0
127,66,0.6395174430756534,1.397093200651411,-1.397093200651411,35.24358317684947,33.37895534729416,39.95263421129096,0.5029299999999867,0.5029299999999867,0.5029299999999867,1.0,0.0,1.0
128,35,2.715352722555858,1.2867812939844294,-2.715352722555858,37.5906713792256,37.27840059910502,43.364268575395855,0.5032799999999851,0.5032799999999851,0.5032799999999851,1.0,0.0,1.0
129,21,14.216464586644516,14.216464586644516,-16.674724435271294,34.92958648289953,34.03466039328348,39.018891411168234,0.5034899999999841,0.5034899999999841,0.5034899999999841,0.0,3.0,3.0
130,381,0.37217869838393747,0.37217869838393747,-0.5135088100654787,32.10215469901487,31.934043097761986,36.71419475702789,0.5072999999999668,0.5072999999999668,0.5072999999999668,2.0,0.0,2.0
131,1,-0.2915880623615052,-50.291588062361505,0.2915880623615052,32.757982552051544,32.325352251529694,41.61784505844116,0.5073099999999667,0.5073099999999667,0.5073099999999667,0.0,0.0,0.0
132,23,-2.2845460597753235,-0.11063301629706253,0.11063301629706253,30.45017404400784,31.241230895985726,36.10905838660572,0.5075399999999657,0.5075399999999657,0.5075399999999657,0.0,0.0,0.0
133,265,0.5698114867823704,0.38113224149935143,-0.5951972937181662,29.342964504237443,29.73272398575297,33.438943245275965,0.5101899999999536,0.5101899999999536,0.5101899999999536,0.0,2.0,2.0
134,107,0.32345352187410253,0.7907432415002708,-0.7907432415002708,24.90685367612081,27.207394344227335,29.879765132041737,0.5112599999999488,0.5112599999999488,0.5112599999999488,0.0,1.0,1.0
135,5,-0.15978352553261516,-10.159783525532616,0.15978352553261516,33.05045222043991,25.378975439071656,29.687664437294007,0.5113099999999485,0.5113099999999485,0.5113099999999485,0.0,0.0,0.0
136,104,1.2963822138874035,1.777151444656634,-1.777151444656634,26.038592289703395,26.27444706312739,30.1396377381797,0.5123499999999438,0.5123499999999438,0.5123499999999438,2.0,0.0,2.0
137,34,2.813363089252125,1.3427748539580076,-2.813363089252125,23.262806069325,23.971093141857317,26.063698283889714,0.5126899999999422,0.5126899999999422,0.5126899999999422,1.0,0.0,1.0
138,175,1.3034433314757916,1.5891576171900774,-1.5891576171900774,24.22873302936554,24.909966448971204,27.964979680436,0.5144399999999343,0.5144399999999343,0.5144399999999343,3.0,0.0,3.0
139,67,-0.9201678475093278,-0.17389919079290989,0.17389919079290989,25.07658807466279,25.37840318034834,28.519106521090464,0.5151099999999312,0.5151099999999312,0.5151099999999312,0.0,0.0,0.0
140,109,0.7579037613644631,0.299188165034188,-0.7579037613644631,23.791420033902202,24.28939799103168,26.524098698425732,0.5161999999999263,0.5161999999999263,0.5161999999999263,1.0,0.0,1.0
141,69,-0.14115466339499666,-0.865792344554417,0.14115466339499666,25.381573593702868,26.777487156399783,29.32753524918487,0.5168899999999231,0.5168899999999231,0.5168899999999231,0.0,0.0,0.0
142,79,-0.15009238836538602,-0.7830037807704493,0.15009238836538602,24.560159704353236,25.17575078712234,25.773213277889205,0.5176799999999195,0.5176799999999195,0.5176799999999195,0.0,0.0,0.0
143,6,-0.2799744501355906,-8.613307783468924,0.2799744501355906,25.20118161539237,26.9635644753774,28.542239129543304,0.5177399999999193,0.5177399999999193,0.5177399999999193,0.0,0.0,0.0
144,16,-3.2575650687466315,-0.13256506874663168,0.13256506874663168,24.85340073518455,26.430092804133892,28.143133690580726,0.5178999999999185,0.5178999999999185,0.5178999999999185,0.0,0.0,0.0
145,7,-0.18023866245735243,-0.18023866245735243,-7.408214614369601,25.343418798276357,23.961147591471672,23.679090746811458,0.5179699999999182,0.5179699999999182,0.5179699999999182,0.0,0.0,0.0
146,43,-1.3261807797882526,-0.16339008211383385,0.16339008211383385,21.916296935358712,22.378078968025918,23.857445638193642,0.5183999999999163,0.5183999999999163,0.5183999999999163,0.0,0.0,0.0
147,10,-0.20278321736818722,-0.20278321736818722,-5.600118464230919,23.0479616522789,23.06185528188944,22.118354785442353,0.5184999999999158,0.5184999999999158,0.5184999999999158,0.0,0.0,0.0
148,4,-0.3100861594963171,-0.3100861594963171,-12.95991262585075,29.016372442245483,29.31964235752821,32.21068820357323,0.5185399999999156,0.5185399999999156,0.5185399999999156,0.0,0.0,0.0
149,2,-25.20267122194203,-0.2026712219420302,0.2026712219420302,23.491410613059998,26.343616873025894,31.049599438905716,0.5185599999999155,0.5185599999999155,0.5185599999999155,0.0,0.0,0.0
150,17,-3.2713398407489267,-0.3301633701606916,0.23739155820998015,21.694201706086886,23.56983655691147,26.114105342065585,0.5187299999999148,0.5187299999999148,0.5187299999999148,0.0,0.0,0.0
151,44,-1.3039322737512247,-0.16756863738758818,0.10220689773884457,20.933179457756605,20.111595051532444,21.61835316771811,0.5191699999999128,0.5191699999999128,0.5191699999999128,0.0,0.0,0.0
152,26,-0.17205492613859624,-2.095131849215519,0.17205492613859624,20.762723341584206,22.219340912997723,22.35083192300338,0.5194299999999116,0.5194299999999116,0.5194299999999116,0.0,0.0,0.0
153,3,-16.882695389749685,-0.21602872308302046,0.21602872308302046,14.477279941240946,10.512229005495707,12.936873495578766,0.5194599999999114,0.5194599999999114,0.5194599999999114,0.0,0.0,0.0
154,8,-0.2064585049331824,-6.456458504933183,-0.08944444987394023,22.90472649037838,27.994035948067904,23.477088276296854,0.5195399999999111,0.5195399999999111,0.5195399999999111,0.0,0.0,0.0
155,7,-7.274086319882167,-0.1312291770250232,-0.0025691235489154396,33.53552579879761,35.309810140303206,37.90676784515381,0.5196099999999108,0.5196099999999108,0.5196099999999108,0.0,0.0,0.0
156,18,-0.32654024193987996,-3.104318019717658,0.32654024193987996,19.831483337614273,19.78060233592987,19.706661318739254,0.5197899999999099,0.5197899999999099,0.5197899999999099,0.0,0.0,0.0
157,48,-0.18300624916661748,-1.224672915833284,0.18300624916661748,27.14272953818242,26.42355723058184,24.927491085293394,0.5202699999999078,0.5202699999999078,0.5202699999999078,0.0,0.0,0.0
158,43,-1.374141172820961,-0.21135047514654245,0.21135047514654245,28.224627677784408,26.58307294235673,22.940917263890423,0.5206999999999058,0.5206999999999058,0.5206999999999058,0.0,0.0,0.0
159,41,-0.23187244618648173,-0.23187244618648173,-1.0522775436729783,23.190992206335068,24.735665548138503,21.674148108901047,0.5211099999999039,0.5211099999999039,0.5211099999999039,0.0,0.0,0.0
160,1,-50.293513490060555,-0.2935134900605577,0.2935134900605577,13.50617665052414,4.716822385787964,13.869956016540527,0.5211199999999039,0.5211199999999039,0.5211199999999039,0.0,0.0,0.0
161,186,6.87842239225545,6.609605187954374,-6.87842239225545,30.67209908205976,31.138991798925144,29.076904548272008,0.5229799999998954,0.5229799999998954,0.5229799999998954,4.0,9.0,13.0
162,25,-2.1726954583491573,-0.17269545834915745,0.17269545834915745,27.017546385526657,26.194749970436096,26.926236156225205,0.5232299999998943,0.5232299999998943,0.5232299999998943,0.0,0.0,0.0
163,48,-0.22047189441778603,-1.2621385610844527,0.22047189441778603,27.31388244529565,26.187178168445826,24.54367310584833,0.5237099999998921,0.5237099999998921,0.5237099999998921,0.0,0.0,0.0
164,7,-0.20747603872279788,-7.35033318157994,0.04126599706180452,18.725038238934108,22.84649361031396,20.047129946095602,0.5237799999998918,0.5237799999998918,0.5237799999998918,0.0,0.0,0.0
165,117,-0.5840717474641132,-0.15672132011368586,0.15672132011368586,29.506485859680378,30.20980337746123,27.228978529954567,0.5249499999998865,0.5249499999998865,0.5249499999998865,0.0,0.0,0.0
