episode,steps,reward_0,reward_1,loss_0,loss_1,collisions_0,collisions_1,ou_theta_0,ou_theta_1,ou_mu_0,ou_mu_1,ou_sigma_0,ou_sigma_1,ou_dt_0,ou_dt_1,ou_x0_0,ou_x0_1
522,10,-0.05230032561472041,-50.10902585123426,9812.41767578125,19687.530859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
523,9,-0.04720217085018932,-55.62193404413088,17017.029541015625,28421.141059027777,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
524,1,-0.07882540790416154,-501.0325306361492,13762.5625,31808.9375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
525,6,-0.11730742724693488,-83.38394332818923,18871.321614583332,22829.332194010418,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
526,6,-0.05510545001295094,-83.57545342236682,6690.1924235026045,18900.464274088543,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
527,10,-50.12367390020429,0.12367390020428845,15853.416259765625,22790.899609375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
528,13,-38.597866466709085,0.13632800517062033,15216.448016826924,22827.944561298078,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
529,6,-83.53171932413953,0.19838599080619565,23709.53592936198,26989.82275390625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
530,13,-0.1433212886245456,-38.43242098025319,16604.850604717547,19307.098783052883,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
531,16,-0.0920196599532049,-31.278837030595053,20129.423370361328,22185.74951171875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
532,5,-0.0629454292449749,-100.14786618969995,14124.159765625,23703.866796875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
533,1,-0.11626052072345375,-500.9542947568853,24829.34765625,17376.23046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
534,18,-27.878663419993146,-27.78609657926306,17914.490193684895,22739.240804036457,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
535,4,-0.19070219812489467,-125.16074665373065,17829.034423828125,11617.184326171875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
536,16,-0.11936563076146084,-31.236283442894415,14855.023681640625,25162.901092529297,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
537,4,-125.12282223855642,0.12282223855641555,19968.03759765625,26401.220703125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
538,8,-0.13955184353202255,-62.488770435420165,20390.900634765625,21180.509704589844,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
539,11,-0.09062037062993879,-45.49662529113009,14629.146195845171,21238.001331676136,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
540,15,-33.49924937094281,0.16591603760948195,14630.454557291667,24658.2427734375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
541,11,-0.06392699459246586,-45.4849680112487,14480.723899147728,20741.96013849432,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
542,4,-125.12088180271547,0.12088180271546728,13132.76513671875,18523.80322265625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
543,12,-0.08393783360821579,-41.66618237141471,11305.438537597656,24847.005452473957,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
544,1,-0.020335001750471125,-501.0158799847647,3086.13623046875,34199.23046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
545,13,-0.07850763114728264,-38.38303083039118,15904.486872746395,21514.574932391828,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
546,13,-38.60434904352789,0.14281058198942762,14276.884014423076,20173.76299579327,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
547,11,-0.08175366676593974,-45.500946245222444,19119.314586292614,27577.982510653408,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
548,1,-0.061325067480087925,-501.9389528226834,7954.34521484375,13082.666015625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
549,3,-0.17659234823144468,-166.99481750531177,15207.0361328125,14273.1767578125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
550,1,-0.22105518834432736,-500.9908088539564,17911.046875,25650.080078125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
551,4,-0.14110794515843927,-125.36485247296861,16161.947387695312,22072.47265625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
552,9,-0.07224845297230513,-55.716007658135254,15501.553005642361,23657.043077256945,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
553,4,-125.14723305866708,0.14723305866708586,16292.14501953125,20519.9931640625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
554,5,-0.18716539453372757,-100.0223354843794,12555.09658203125,19631.2517578125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
555,5,-100.07593020332124,0.07593020332124947,12478.72392578125,22772.286328125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
556,11,-0.12972400169695317,-45.5256223811599,12971.55868252841,25559.53302556818,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
557,4,-0.09728996889396045,-125.43434775285684,18502.214721679688,30195.818359375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
558,4,-0.16832592707386504,-125.40495228292028,16147.99951171875,33377.18310546875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
559,2,-0.03553511880988532,-250.55473182629763,18749.3173828125,14056.296875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
560,13,-0.0743387349256586,-38.46478980027226,14055.392822265625,19886.384915865383,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
561,10,-0.11109727852897469,-50.00016702634074,13592.71318359375,21951.96318359375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
562,4,-0.12289674456217062,-125.15685169941231,9953.514770507812,21925.5986328125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
563,14,-35.81075859346218,0.09647287917646649,15746.374093191964,27179.533761160714,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
564,9,-55.74152251040027,0.10476304330450398,14046.068684895834,24051.72482638889,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
565,1,-0.1279036834896385,-501.0234034534832,15268.10546875,17906.484375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
566,11,45.34318062556623,-91.001014923211,16826.22381036932,21133.293856534092,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
567,3,-0.15249343771812945,-167.11077887495568,20394.164713541668,18968.6533203125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
568,4,-0.12852532996718402,-125.36678176135452,19186.04833984375,24440.703857421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
569,1,-0.12277295916699993,-501.0790358094345,28044.6484375,30546.556640625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
570,4,-125.03830942933851,0.038309429338514736,14242.533935546875,17955.822265625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
571,7,-71.59158551284153,0.1630140842701119,17155.360491071428,25017.026785714286,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
572,8,-62.608162910882065,0.09157200453242124,17278.936889648438,22548.586669921875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
573,9,-0.17385339389910326,-55.796340011086244,17328.275770399305,26472.505533854168,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
574,9,-55.61934108854097,0.06378553298541513,16603.391710069445,24571.822808159723,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
575,9,-0.1765668641121649,-55.724317498104796,19240.086398654516,29740.975477430555,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
576,3,-166.82717578835593,0.16050912168925935,12732.1015625,28302.279296875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
577,9,-0.08719214169229011,-55.67698826572994,20395.556966145832,26040.392578125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
578,14,-35.87517304374849,-35.624844439208076,14882.00209263393,26512.56466238839,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
579,16,-0.09724132199278811,-31.249033867410958,15406.446075439453,24492.005340576172,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
580,7,-0.04505521878198028,-71.67451551377282,13355.725760323661,22996.935128348214,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
581,14,-35.86436914412514,0.15008342983942288,12078.014875139508,22773.304931640625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
582,12,-41.8290621804861,0.12376988441444164,18959.542399088543,24240.118082682293,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
583,5,-0.06784314547404306,-100.22986086516487,19661.63671875,17651.0787109375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
584,1,-0.039145809665717304,-500.9621383670393,17046.63671875,24579.00390625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
585,5,-100.21519548702298,0.21519548702298205,18181.2060546875,22604.037109375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
586,8,-0.15357627778081492,-62.628326570769296,18563.636352539062,27904.479248046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
587,6,-0.045954201104050074,-83.45668435704876,12256.474039713541,26066.217122395832,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
588,7,-71.48219864336923,0.05362721479779189,15994.395926339286,25850.1435546875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
589,7,-0.0693841390029898,-71.65199679474873,13910.386683872768,24073.438058035714,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
590,4,-0.0912849352203272,-125.36790514815496,9292.139587402344,20667.052490234375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
591,4,-125.19145305510445,-125.36792155000244,17465.56298828125,31634.89990234375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
592,4,-125.15195306724068,0.15195306724068658,13647.538482666016,16338.380859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
593,7,71.37410544017717,-142.95379440913948,11686.086356026786,18768.391183035714,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
594,4,-0.14037542162690153,-125.22681207115798,21307.727294921875,36053.33251953125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
595,9,-0.05398041190470357,-55.6528310007492,21250.9794921875,26745.589301215277,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
596,11,-0.07922653184366522,-45.47128043085973,22252.199573863636,33549.540838068184,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
597,12,-0.08313382262011743,-41.69019073469806,16682.145589192707,28507.428385416668,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
598,10,-0.12406964558003364,-50.084972696802275,13894.821435546875,26545.62431640625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
599,5,-100.14294518813043,0.14294518813042018,10658.48095703125,29293.686328125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
600,8,-0.1472601458551029,-62.53582366801745,14550.821105957031,24169.767578125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
601,11,-0.11986003802342594,-45.51709119732728,17145.117942116478,22526.421431107956,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
602,1,-500.01422881056624,0.014228810566232618,19635.51171875,12896.4189453125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
603,4,-0.06224872850840331,-125.43016935012953,13816.980529785156,16243.07421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
604,5,-0.11703461131173591,-100.25220144731804,16795.2115234375,24017.700390625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
605,2,-250.14405769082416,0.14405769082416645,9701.53515625,30170.3798828125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
606,2,-0.15817392261886548,-250.9057322517171,12435.01025390625,20884.2021484375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
607,3,-0.1566978305024284,-167.24389142660186,18868.894856770832,18343.600911458332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
608,4,-125.14653492678711,0.14653492678710828,16136.7861328125,18509.826171875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
609,4,-125.07329206141661,0.0732920614166058,20875.35498046875,31157.04541015625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
610,3,-0.15062791173468318,-166.95071670034858,15852.6044921875,19083.347005208332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
611,9,-0.1432604964982636,-55.66134867053451,15447.366726345486,27255.819010416668,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
612,7,-0.06812359969843622,-71.51324482828724,15223.8115234375,24280.236328125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
613,1,-0.15824159546408267,-500.90743316738593,23951.63671875,20374.96484375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
614,1,-0.08212441182809127,-500.99570731017366,8834.498046875,17017.23828125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
615,14,-35.797661541999005,-35.75441506975023,18824.80365862165,27425.140764508928,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
616,9,-55.66480811441597,0.10925255886041144,14196.292263454861,24217.087782118055,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
617,10,-0.08634244106550215,-50.06028081650827,14600.995629882813,23546.77216796875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
618,13,-0.08241618809882331,-38.55051002239873,11835.987548828125,26582.3359375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
619,4,-0.14987280844996193,-125.35785761271565,25391.21142578125,21430.748046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
620,3,-0.13548273715176629,-167.18425342228286,10757.934244791666,31114.791666666668,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
621,2,-250.18308368911414,-250.68334146600628,9884.4345703125,10485.774169921875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
622,14,-0.07311296614729043,-35.73160068485565,14675.401000976562,28131.83039202009,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
623,6,-83.47076535876596,0.13743202543262142,15157.990030924479,25779.383138020832,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
624,1,-500.0607010371185,0.060701037118532634,24836.470703125,29824.0546875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
625,1,-500.0828761272393,0.08287612723926187,30713.6015625,38237.50390625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
626,15,-0.08950776431257115,-33.37969195930811,18263.845833333333,24466.593619791667,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
627,7,-0.09307733618293672,-71.54198775685302,15803.096609933036,18429.24881417411,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
628,8,62.44602105751892,-125.20674977148327,12394.768005371094,23502.135009765625,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
629,3,-0.1489011856546345,-167.14634579074905,14664.012369791666,18858.514973958332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
630,2,-250.13706136255976,0.1370613625597565,13298.20458984375,31256.0908203125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
631,7,-0.09489235992453975,-71.59414042305433,15326.055943080357,22312.97000558036,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
632,6,-83.49946768729403,0.16613435396069176,13941.956746419271,23166.7998046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
633,1,-0.19723384506240596,-500.8811012826416,14687.337890625,17862.27734375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
634,17,-0.10223810460415633,-29.38101682459225,15729.538315716913,23312.29216452206,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
635,4,-125.15706906631877,-125.13382000323845,16837.94091796875,21880.640869140625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
636,9,-0.05315345275968507,-55.66989956379896,15510.293836805555,22038.12939453125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
637,4,-0.13065457338127962,-125.36479122137438,16580.1357421875,30102.511962890625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
638,4,-0.06304516669547008,-125.37760860274466,16737.598876953125,27995.27978515625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
639,3,-0.041108648285947354,-167.29282825889223,13103.37158203125,19649.598307291668,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
640,1,-500.1153857915572,0.11538579155719948,12528.31640625,31824.32421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
641,6,-0.0934430980435807,-83.5232011785168,13248.157307942709,20649.716959635418,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
642,18,-0.08030147736303067,-27.84572208848468,16065.918646918402,22511.278618706598,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
643,11,-0.11594492473872182,-45.49145035271979,13631.876265092329,28843.487926136364,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
644,2,-250.16419677191,0.16419677191002174,17311.482421875,24422.9697265625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
645,6,-83.49573948465932,0.16240615132599345,13656.645345052084,25263.5693359375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
646,2,-0.15514563604090087,-250.49974670489684,8824.895629882812,20310.9228515625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
647,6,-0.08953603808514861,-83.54161667377858,14929.423014322916,30518.757080078125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
648,5,-100.20478071821125,0.20478071821124147,14525.643359375,22626.7244140625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
649,8,-0.057946244202199564,-62.665458546276064,19966.817993164062,21073.93359375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
650,7,-0.16811021719923772,-71.4974000588102,21926.94266183036,37647.009765625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
651,4,-0.17896594114841333,-125.18259005027949,17171.60205078125,26800.679931640625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
652,5,-0.17600791585990685,-100.167015266449,14432.0677734375,31801.0470703125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
653,9,-0.1370671676707574,-55.53012347931057,16249.941840277777,27819.776258680555,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
654,6,-0.12119854328693562,-83.45386889713525,16773.789957682293,21065.359375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
