episode,steps,reward_0,reward_1,reward_2,loss_0,loss_1,loss_2,collisions_0,collisions_1,collisions_2,ou_theta_0,ou_theta_1,ou_theta_2,ou_mu_0,ou_mu_1,ou_mu_2,ou_sigma_0,ou_sigma_1,ou_sigma_2,ou_dt_0,ou_dt_1,ou_dt_2,ou_x0_0,ou_x0_1,ou_x0_2
41,16,-0.194639898141187,-31.444639898141187,-31.118926103035502,-0.0625,-0.0625,-0.0625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
42,4,-0.17450916477473144,-125.17450916477473,0.17450916477473144,-0.25,-0.25,-0.25,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
43,7,-71.58790238309386,-0.15933095452243884,0.15933095452243884,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
44,3,-166.9607260006537,-0.29405933398702183,0.29405933398702183,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
45,6,-83.49935991527241,-0.16602658193907763,0.16602658193907763,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
46,3,-166.8854332392054,-0.21876657253872825,0.21876657253872825,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
47,4,-0.23261534531671396,-0.23261534531671396,-125.3491105820285,-0.25,-0.25,-0.25,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
48,4,-0.34779092685630225,-0.34779092685630225,-124.94726463534552,-0.25,-0.25,-0.25,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
49,10,-0.23117782798957695,-0.23117782798957695,-49.981642036208235,813.1884765625,31.052352905273438,1599.01552734375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
50,3,-166.95093051313629,-0.2842638464696048,0.03255870083761401,12306.506510416666,2920.178181966146,13373.131235758463,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
51,10,-0.12433015357088831,-0.12433015357088831,-50.06627224566178,13130.186444981397,5631.309201049805,32569.320458984374,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
52,3,-0.23345332729321763,-0.23345332729321763,-167.05045086557067,9786.167724609375,3020.1846313476562,24927.529296875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
53,14,-35.88419690590995,-0.16991119162423723,0.11702466910414941,15799.038565499442,5892.1925409108935,16946.17522566659,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
54,3,33.13923392166733,-133.52743274499935,-200.241517903758,13798.754069010416,2913.006103515625,27364.7412109375,0.0,1.0,1.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
55,6,-0.21125260664924728,-0.21125260664924728,-83.34637523961018,12659.15412902832,6707.148777984083,25418.731282552082,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
56,4,-125.28045932559208,-0.28045932559206677,0.28045932559206677,21540.447265625,6006.4697937220335,32087.0556640625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
57,12,-0.09188133052055797,-0.09188133052055797,-41.667117502622325,12444.212859928608,7298.289581634104,24344.836921493214,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
58,2,-0.2149700502194241,-0.2149700502194241,-250.31327897917376,4023.2721507549286,157.06617772579193,11758.871826171875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
59,2,-0.13633302327595193,-0.13633302327595193,-250.74459000023853,19788.00244140625,4365.462295532227,12044.5068359375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
60,4,-0.2048200290224231,-0.2048200290224231,-125.25318367052407,7982.517486572266,2186.985745191574,19496.589599609375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
61,3,-166.85165040582956,-0.18498373916290722,0.18498373916290722,27520.733072916668,10581.395670572916,18173.427571614582,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
62,6,-0.20748020355453786,-0.20748020355453786,-83.29421712518949,19477.04296875,4093.8968053261437,15577.711344401041,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
63,7,-0.25754986932790275,-0.25754986932790275,-71.31422520086979,17904.601422991072,6829.680970907211,22028.252301897322,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
64,2,-0.19703862803170544,-0.19703862803170544,-250.3516209423469,23474.869140625,4368.359710693359,17258.5810546875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
65,7,-71.67616128175362,-0.24758985318219429,0.10241864306195454,19390.229316166467,6817.919721875872,23361.16259765625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
66,1,-500.2340501320899,-0.2340501320899473,0.2340501320899473,15105.94140625,15440.080078125,37516.78125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
67,6,-0.3836521023179844,-83.71698543565132,-83.4774370264795,20841.0732421875,4293.878566582997,18400.864400227863,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
68,1,-500.2883505429249,-0.2883505429248657,0.2883505429248657,7566.65673828125,7691.1728515625,29724.306640625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
69,2,-0.3956520742081739,-250.3956520742082,0.35600032167174295,7672.374801635742,7846.8818359375,26191.79296875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
70,6,-0.18125476998770051,-0.18125476998770051,-83.31931326745061,20287.8598836263,4180.459817568461,18044.631220499676,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
71,4,-125.22524923254308,-0.22524923254307236,0.22524923254307236,17008.942125320435,4044.713504433632,12986.539611816406,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
72,4,-125.13951688066496,-0.13951688066496254,0.13951688066496254,23504.09521484375,6079.593170166016,25787.5390625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
73,5,-0.19635147860428614,-0.19635147860428614,-100.03175541517976,12909.86904296875,7939.194581031799,22777.7236328125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
74,16,12.363212890038286,12.363212890038286,-43.70494115160893,13012.164978027344,5889.790698289871,24234.84979248047,2.0,0.0,2.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
75,6,-0.18284877693451504,-0.18284877693451504,-83.40303537681541,16509.48240152995,5355.557159423828,19706.775553385418,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
76,1,-500.21413369027744,-0.21413369027744966,0.21413369027744966,374.98773193359375,34.21192169189453,19965.67578125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
77,3,-0.28434596044952015,-166.95101262711617,0.28434596044952015,12512.4091796875,555.9827753702799,19736.97412109375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
78,11,-0.18445049358361668,-0.18445049358361668,-45.4384131658635,17342.937366832386,6652.5573397549715,22058.084206321022,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
79,6,-83.60705517004585,-0.27372183671251155,0.27372183671251155,15905.157470703125,3994.930417696635,18452.078776041668,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
80,8,-62.71850703873376,-0.21850703873376215,0.21850703873376215,16518.13311767578,8662.26707983017,17430.922485351562,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
81,6,-0.20264659173738567,-83.53597992507072,0.20264659173738567,18842.41044108073,5282.989532470703,22685.2529296875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
82,11,-0.28433125985501567,-0.28433125985501567,-45.35303475730148,13398.935213955965,8562.340637207031,22247.422141335228,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
83,16,-0.12803897510296844,-31.37803897510297,0.0978820012659529,14071.722076416016,4535.340048313141,15751.106506347656,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
84,5,-0.23794546438419611,-100.2379454643842,0.23794546438419611,17936.83583984375,7938.091491699219,11509.40517578125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
85,7,-71.65330356622312,-0.22473213765168096,0.22473213765168096,12061.28995186942,7883.620356968471,17601.408203125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
86,6,-0.20839145796752867,-83.54172479130087,0.20839145796752867,12896.392415364584,7864.011138916016,13007.785563151041,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
