episode,steps,reward_0,reward_1,loss_0,loss_1,collisions_0,collisions_1,ou_theta_0,ou_theta_1,ou_mu_0,ou_mu_1,ou_sigma_0,ou_sigma_1,ou_dt_0,ou_dt_1,ou_x0_0,ou_x0_1
113,5,0.0,-100.4450723231342,11651.1431640625,16029.9666015625,5.0,5.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
114,13,-0.003774432929949475,-38.63738803972939,20819.86628605769,9485.153282752404,15.0,15.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
115,5,-0.03434705367147095,-100.39706186843793,27089.776953125,13436.436328125,5.0,5.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
116,2,0.0,-250.5209123882944,13699.81787109375,16957.4560546875,2.0,2.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
117,13,0.0,-38.609306414428175,11890.991661658654,16148.350923978365,13.0,13.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
118,10,-50.11577357448518,-0.046426852927484386,21912.80126953125,12188.875817871094,10.0,10.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
119,9,-55.7066602902583,-0.055368523960491745,15174.870103624133,15617.040825737848,9.0,9.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
120,6,0.0,-83.78519425087204,21225.40087890625,10683.50791422526,6.0,6.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
121,5,-100.23848287127069,-0.006749641018085839,16515.53203125,20725.609375,5.0,5.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
122,9,-55.775155136765754,0.0,18170.67605251736,16778.26247829861,9.0,9.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
