episode,steps,reward_0,reward_1,loss_0,loss_1,collisions_0,collisions_1,ou_theta_0,ou_theta_1,ou_mu_0,ou_mu_1,ou_sigma_0,ou_sigma_1,ou_dt_0,ou_dt_1,ou_x0_0,ou_x0_1
1666,10,-50.071629486111064,0.07162948611105747,17558.4794921875,53357.834765625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1667,9,-55.61211906152433,0.0565635059687753,15998.492513020834,57012.884114583336,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1668,25,59.97036067138959,-80.0632118042585,18477.63158203125,63327.851796875,3.0,3.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1669,8,-0.05967618318548048,-62.65589889479838,16650.808166503906,61970.02880859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1670,12,41.62605315540048,-83.4830513608582,11638.573120117188,50759.282063802086,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1671,40,-0.0644724935550367,-12.488497219261989,19864.897338867188,58369.45747070313,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1672,67,-7.583973132342799,0.12128656517862026,19166.521692076727,58415.930008162315,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1673,10,-0.1319918204321041,-50.208340260230344,15282.598779296875,55582.6130859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1674,10,-0.07641315976776203,-50.03215206541634,17420.758740234374,62840.53828125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1675,32,-0.07756240093899021,-15.611968895163635,18383.371963500977,55191.889221191406,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1676,23,65.1468868297905,-86.9572453137779,14964.921301800272,48686.18911345109,3.0,3.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1677,42,35.66285170769651,-47.622872086534905,17585.740222749257,55233.72581845238,3.0,3.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1678,33,15.074377821448605,-30.38377904499251,15333.931685014204,56713.472537878784,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1679,22,-0.05985379546789762,-22.732436744436672,17345.65607244318,62122.933416193184,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1680,23,21.664560635991684,-43.52609942214683,13939.153999660326,55909.90276834239,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1681,62,-0.0823076431721553,-8.050300453976467,16056.511569115424,58915.847372731856,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1682,57,17.493334597283503,-26.307862398160868,15749.566766036185,57453.12246436404,2.0,2.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1683,26,-0.04841764342774471,-19.25618226474779,16233.059025691105,56811.380859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1684,92,48.8863593508018,-54.339154044566335,17750.22465183424,55592.942680027176,9.0,9.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1685,4,-0.13394817389732463,-125.36327502747018,14515.587707519531,55564.1474609375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1686,8,-0.03755786145582782,-62.62610561276726,17093.09356689453,52535.526611328125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1687,7,-0.05938518120732634,-71.67157302114542,15927.62193080357,61040.603236607145,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1688,68,7.302278511730977,-14.695250733912296,16173.677662568934,56751.41429227941,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1689,4,-0.18407415092624102,-125.48502473348506,9514.105224609375,54470.734375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1690,82,18.25749432862217,-24.387776092550823,15283.35019293064,61142.45986566311,3.0,3.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1691,68,7.303932963723685,-14.688039759883305,17238.277465820312,64913.22684972426,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1692,31,-0.058036137120538074,-16.125713150222488,17685.137585055443,52381.36466733871,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1693,18,-0.08876942054231013,-27.753407825418638,15714.044487847223,68124.77105034722,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1694,13,38.38681166710117,-76.97131406608949,14944.56561748798,66862.89182692308,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1695,4,-0.10743951106007925,-125.3350778070189,10655.927612304688,74029.9609375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1696,11,-0.08959982854903954,-45.550779760091274,20523.854137073864,63293.75674715909,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1697,7,-0.1820151861224926,-71.85128707247668,18418.035714285714,61873.51869419643,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1698,89,-0.05145155888599367,-5.599281778253692,16447.413950030725,66061.83352352527,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1699,42,-0.04126876852174379,-11.920798270818038,20028.743239629835,62318.56440662203,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1700,35,28.504799725769924,-42.87267559461223,12308.313832310268,63738.788448660714,2.0,2.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1701,14,-0.06354602983451588,-35.76507942291193,12318.760986328125,78402.87248883929,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1702,3,-0.09993052925628497,-167.273228957542,22173.961263020832,89669.6953125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1703,37,-0.059468703402566124,-13.530033176000543,19577.44705447635,58966.42609797297,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1704,68,7.303930806771429,-14.686826772644885,14724.371826171875,67390.97854434742,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1705,9,-0.08808127165394586,-55.623179482114786,13785.724663628473,76484.14887152778,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1706,25,79.96154854578299,-100.01711740619467,12974.9482421875,74696.2153125,4.0,4.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1707,13,-0.09225604202666939,-38.50193118341731,13620.301344651441,68524.76923076923,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1708,25,19.942522721127922,-39.99695205896782,17052.1683203125,59949.489609375,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1709,15,99.95597048661664,-133.40312141777227,16699.171158854166,69348.92356770833,3.0,3.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1710,17,-0.08312653317183437,-29.400459864069177,18115.387637867647,66401.50321691176,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1711,3,-0.07536138107378802,-167.4513468377008,11115.837890625,65622.91927083333,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1712,14,-0.10370164911763702,-35.75108277195475,19590.176164899553,76160.18415178571,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1713,14,-0.057983808252851717,-35.77286626927802,16290.387381417411,75342.10463169643,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1714,2,-0.0693953126121475,-250.93538776097975,8082.00634765625,61487.40234375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1715,4,-0.11304292779222833,-125.3574576303763,12707.172241210938,47614.4619140625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1716,6,-0.1454636530350221,-83.44296492794494,21955.296020507812,67723.17513020833,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1717,11,-0.06148484150251516,-45.533155507942574,16367.906605113636,72301.84410511363,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1718,1,-0.1904329158374787,-500.84832438349036,4795.59228515625,60052.85546875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1719,7,-0.16233665634266708,-71.5487722192378,18993.21407645089,63496.78404017857,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1720,12,-0.12405531525441839,-41.66998584617324,21335.913452148438,69763.66471354167,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1721,1,-500.151549351619,0.15154935161897315,13468.4765625,56139.515625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1722,6,-0.06687254804568081,-83.56515217414217,20149.0791015625,45469.396484375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1723,8,-0.11796735549425778,-62.61406980062638,22523.8505859375,69463.5029296875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1724,3,-0.11187674532104759,-166.99917333135986,13170.7763671875,40602.622395833336,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1725,11,-0.057363587048005454,-45.56166898483541,18785.592906605114,63332.77308238636,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1726,17,-0.06656002264600457,-29.458670982688044,19845.757625804228,73069.13235294117,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1727,17,-0.07025130614864304,-29.42476571677184,13113.522805606617,68959.45967371324,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1728,7,-71.5623491552951,0.1337777267236602,18175.265625,78930.70145089286,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1729,5,-0.1599534546980454,-100.04643235288373,13495.58828125,53020.4828125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1730,17,-0.07158080288899707,-29.457056018081147,16548.312298943016,61980.23724724265,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1731,16,31.191483034050005,-62.50807932612079,12656.844360351562,55357.823486328125,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1732,12,-0.08579292367773612,-41.66787383377807,19065.14093017578,67936.02311197917,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1733,19,-0.058602219212351495,-26.38647705181668,14318.697214226973,65352.24465460526,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1734,15,-0.0690506898057885,-33.34010974558293,10263.21015625,65940.14322916667,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1735,3,-0.05246369564085405,-167.28999485692324,19909.291666666668,104788.328125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1736,5,-0.11496290717269515,-100.29221891857992,15475.60390625,60755.2546875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1737,11,-0.058598845357584486,-45.57100698786341,16843.610617897728,68805.25905539772,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1738,22,136.3255699561791,-159.15062036251172,17918.65935724432,66329.54208096591,6.0,6.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1739,14,-35.83287518021603,0.1185894659303138,13436.897042410714,69940.49330357143,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1740,13,-38.5829951607464,0.12145669920793588,18049.64227764423,76238.99579326923,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1741,17,-0.061041160250869746,-29.412780264847097,14191.918112362133,57610.836741727944,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1742,5,-100.16073540542575,0.1128861879233198,18118.5166015625,85672.5703125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1743,12,-0.0488418493277599,-41.80106513973758,13196.491658528646,69666.18977864583,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1744,19,-26.415154907291786,0.09663350789705485,12953.593814247533,66638.40851151316,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1745,16,-31.334753019968232,0.08475301996823142,17615.365600585938,58887.83801269531,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1746,1,-0.10872574450203379,-500.915990021269,4151.33544921875,65140.875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1747,14,-0.05819932382906878,-35.76460329173603,18191.57840401786,67008.7421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1748,8,-0.03482551923604329,-62.67088977236366,12657.882598876953,85834.994140625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1749,18,-0.051975582858687,-27.787880305690802,15904.347547743055,66161.42556423611,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1750,6,-0.12500328130019855,-83.549386342353,5882.09716796875,67851.56770833333,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1751,3,-0.08958554425815217,-167.1706103893393,20293.412760416668,52510.49609375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1752,6,-0.18483489259778976,-83.540242837674,18228.081705729168,86012.88802083333,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1753,10,-0.06187541921977443,-50.12406999206763,16707.10500488281,81163.25703125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1754,16,-0.07587676990033632,-31.2759287039332,15766.254302978516,73097.64849853516,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1755,14,-0.11648033119039079,-35.721822367487,15802.098318917411,54816.398158482145,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1756,8,-0.044512836639265294,-62.63304767453718,11161.090087890625,56839.951171875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1757,5,-0.12069119470997951,-100.37765630357784,15691.81640625,62961.54765625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1758,4,-0.11465743422661484,-125.21068882443554,18980.79833984375,36312.55908203125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1759,7,-0.07039272835286976,-71.65976415523293,16110.187779017857,62852.19029017857,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1760,14,-0.05038407906566322,-35.74015577318426,18579.24445452009,61052.741908482145,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1761,20,-0.04214286916559553,-25.01023058549011,12932.6587890625,70845.3888671875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1762,15,-0.06193565166209729,-33.35359192473177,14738.555110677084,86350.46770833334,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1763,13,76.87572656714795,-115.49326018798648,17140.354661207934,77250.50360576923,2.0,2.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1764,6,-0.06165683241423425,-83.44329164609147,15749.952473958334,64231.380859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1765,2,-0.12469056740436492,-250.8821649503234,14570.173828125,91076.130859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1766,9,-0.0677801266312397,-55.722080515584736,14042.392903645834,68308.47222222222,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1767,6,-0.05091532742720912,-83.54974025237591,18041.50830078125,58957.6171875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1768,17,58.77718393439061,-88.25059881410505,19194.217443129597,66285.72954963235,2.0,2.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1769,9,-0.03422853809057408,-55.685259392283534,18444.748914930555,55531.134765625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1770,16,-0.0781940636007272,-31.25998024835345,15333.594146728516,72301.130859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1771,5,-0.08450498619438196,-100.14484182680378,20716.468359375,60323.01484375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1772,5,-0.16357117911733415,-100.20715897112987,15779.290234375,62804.092578125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1773,7,-0.13775473866089952,-71.45843642919058,18929.193777901786,70449.36383928571,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1774,4,-0.12292480493590635,-125.29381921507607,11727.890380859375,58532.615234375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1775,16,-0.037145703836940436,-31.31573477743305,14748.469680786133,74010.0830078125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1776,5,-0.15818445052344346,-100.13362630166344,15517.3869140625,79594.49296875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1777,81,6.104284325326909,-12.382516962345232,14305.940366391782,72656.18856095678,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1778,170,-0.06036767773057586,-2.8956234726904055,15318.24951171875,63547.69424402573,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1779,11,-0.11226297573446384,-45.50554918933802,13537.437056107954,63183.60440340909,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1780,22,-0.08330270080375385,-22.720387530034916,17349.984619140625,69271.64612926137,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1781,19,-0.0728117662548092,-26.34694507041259,16293.173365542763,70846.93842516448,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1782,12,-0.09189878854559452,-41.724551558331925,15909.553873697916,67823.27473958333,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1783,16,-0.08566452900452656,-31.24133487606093,14575.067443847656,52938.28430175781,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1784,9,-0.09980630182833813,-55.593999885801054,18483.96875,77533.78385416667,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1785,5,-0.12610610582907092,-100.16419058913219,22391.783203125,63970.88828125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1786,9,-0.06874500310543764,-55.617656875892024,15151.076171875,60785.12673611111,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1787,10,-0.0983621088393502,-50.045924405970354,15092.5841796875,80497.44140625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1788,13,-0.08725154148378281,-38.53617677670214,15136.129131610576,59208.098557692305,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1789,5,-0.15252469952665776,-100.10268894542011,8494.34462890625,47176.609375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1790,17,29.359071352078992,-58.875909363160616,18391.45688763787,73385.01493566176,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1791,15,-0.07565229596151082,-33.4091420047421,15093.755794270834,72207.20924479167,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1792,10,-0.09067732772476275,-50.13437523087554,13363.508837890626,59461.10859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1793,6,-0.13045255693189503,-83.57904688276118,13351.359700520834,63985.887369791664,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1794,11,-0.10567509175574497,-45.499109918740615,17589.938432173294,65661.52805397728,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1795,10,-0.07200530539745412,-50.02864095129596,13171.394873046875,56520.4072265625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1796,16,-0.06770348910079642,-31.28254831602635,13355.281616210938,55088.54895019531,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1797,6,-0.044650294853906126,-83.48167965711637,13429.530843098959,64933.70703125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
