Date,High,Low,Open,Close,Volume,Adj Close,MA_Fast,MA_Slow,MACD,Signal
2017-10-26,79.41999816894531,78.75,79.19999694824219,78.76000213623047,32120700.0,75.49343872070312,74.6987206609174,73.84690916973656,0.8518114911808397,0.7854997300105281
2017-10-27,86.19999694824219,83.61000061035156,84.37000274658203,83.80999755859375,71066700.0,80.33399963378906,75.5681984572626,74.36229207651078,1.205906380751813,0.8796952243491595
2017-10-30,84.33000183105469,83.11000061035156,83.69999694824219,83.88999938964844,31756700.0,80.41068267822266,76.31502157974336,74.84025311780033,1.4747684619430288,1.0098938485242581
2017-10-31,84.36000061035156,83.11000061035156,84.36000061035156,83.18000030517578,27086600.0,79.73013305664062,76.84151231575537,75.22476249958756,1.616749816167811,1.1402210598175024
2017-11-01,83.76000213623047,82.87999725341797,83.68000030517578,83.18000030517578,22307400.0,79.73013305664062,77.28669464138856,75.5774284566905,1.7092661846980661,1.2606507786001826
2017-11-02,84.45999908447266,83.12000274658203,83.3499984741211,84.05000305175781,23992900.0,80.56405639648438,77.7916519304053,75.96613208619333,1.8255198442119678,1.3788218085838728
2017-11-03,84.54000091552734,83.4000015258789,84.08000183105469,84.13999938964844,17633500.0,80.65031433105469,78.23199792768403,76.32985086355652,1.9021470641275187,1.4873037279069767
2017-11-06,84.69999694824219,84.08000183105469,84.19999694824219,84.47000122070312,19860900.0,80.96664428710938,78.6531593033305,76.68860770245135,1.9645516008791475,1.5855177823706943
2017-11-07,84.9000015258789,83.93000030517578,84.7699966430664,84.2699966430664,17939700.0,80.77491760253906,78.97987677630512,77.00373348185866,1.9761432944464588,1.665442632410123
2017-11-08,84.61000061035156,83.83000183105469,84.13999938964844,84.55999755859375,18034200.0,81.05289459228516,79.29904488711378,77.31504699897856,1.983997888135221,1.730322454525962
2017-11-09,84.2699966430664,82.9000015258789,84.11000061035156,84.08999633789062,21178400.0,80.60237884521484,79.49968668568265,77.56708038707134,1.9326062986113044,1.771370792233929
2017-11-10,84.0999984741211,83.2300033569336,83.79000091552734,83.87000274658203,19397800.0,80.39152526855469,79.6369672369987,77.78306486210165,1.8539023748970465,1.788069633296179
2017-11-13,83.94000244140625,83.45999908447266,83.66000366210938,83.93000030517578,14196900.0,80.44902801513672,79.76195714804578,77.98644306595011,1.7755140820956683,1.7855351465418188
2017-11-14,84.0999984741211,82.9800033569336,83.5,84.05000305175781,18801300.0,80.56405639648438,79.88540507235871,78.1826471553508,1.702757917007915,1.768856634941026
2017-11-15,83.69000244140625,82.69000244140625,83.47000122070312,82.9800033569336,19383100.0,79.9378890991211,79.89348219766636,78.31598096645826,1.5775012312081031,1.7303583001370355
2017-11-16,83.41999816894531,82.94000244140625,83.0999984741211,83.19999694824219,20962800.0,80.1498031616211,79.93292718240966,78.45502131962147,1.477905862788191,1.6796282467635415
2017-11-17,83.12000274658203,82.23999786376953,83.12000274658203,82.4000015258789,22079000.0,79.379150390625,79.84771066241856,78.524966645153,1.3227440172655633,1.6079807241765494
2017-11-20,82.58999633789062,82.25,82.4000015258789,82.52999877929688,16315000.0,79.5043716430664,79.79487873550993,78.59897625217114,1.1959024833387844,1.5253152348980465
2017-11-21,83.83999633789062,82.73999786376953,82.73999786376953,83.72000122070312,21237500.0,80.65074920654297,79.92657334535383,78.75378934248286,1.1727840028709693,1.4546381016702001
2017-11-22,83.9000015258789,83.04000091552734,83.83000183105469,83.11000061035156,20553100.0,80.06312561035156,79.94758438709668,78.85244704297979,1.0951373441168926,1.3825986055084312
2017-11-24,83.43000030517578,82.77999877929688,83.01000213623047,83.26000213623047,7425600.0,80.20761108398438,79.9875933295837,78.95442778008014,1.0331655495035648,1.3126036824101452
2017-11-27,83.9800033569336,83.30000305175781,83.30999755859375,83.87000274658203,18265200.0,80.79525756835938,80.11186207426024,79.09279334691313,1.0190687273471184,1.2538239255830643
