episode,steps,reward_0,reward_1,loss_0,loss_1,eps_greedy_0,eps_greedy_1,collisions_0,collisions_1
41,66,-0.059844795034239624,-0.7129943391855033,98.73436718998533,50.83314700108586,0.5146699999999332,0.5146699999999332,0.0,0.0
42,205,2.3834061348321205,-2.638972586468968,107.2170990164687,51.585944952615876,0.5167199999999239,0.5167199999999239,1.0,1.0
43,106,4.649773932081345,-5.137086896130097,199.77866428865576,114.84502848532965,0.5177799999999191,0.5177799999999191,1.0,1.0
44,73,-0.7953325289017286,0.09538986631135156,161.9152076962876,78.46291682164963,0.5185099999999158,0.5185099999999158,0.0,0.0
45,42,-0.08381645185367954,-1.1415152223671154,172.83882120677404,115.22559308721905,0.5189299999999138,0.5189299999999138,0.0,0.0
46,64,-0.0944460315278627,-0.7205457923847469,136.38895408809185,85.30752177350223,0.5195699999999109,0.5195699999999109,0.0,0.0
47,49,-0.06351459833987536,-1.0028787867818931,150.30493995121546,80.75095278146316,0.5200599999999087,0.5200599999999087,0.0,0.0
48,68,-0.08088783945970168,-0.836158548889562,218.41367438435555,74.47842883187182,0.5207399999999056,0.5207399999999056,0.0,0.0
49,62,-0.8987962389754489,0.08292237475563383,201.11911772528003,67.93422149073693,0.5213599999999028,0.5213599999999028,0.0,0.0
50,4,-0.19454240733691774,-12.746636714684957,141.25156247615814,26.64191845059395,0.5213999999999026,0.5213999999999026,0.0,0.0
51,23,-0.07080083518691556,-2.2271920179507276,264.71888777484065,80.9267096830451,0.5216299999999016,0.5216299999999016,0.0,0.0
52,59,-0.9734705401186418,0.12601291299999773,205.97757513240234,63.02971884759806,0.5222199999998989,0.5222199999998989,0.0,0.0
53,70,-0.07499653882989421,-0.6822419414023928,206.6830491576876,60.33797690187182,0.5229199999998957,0.5229199999998957,0.0,0.0
54,6,-0.12127422243628354,-8.466156767640886,274.3011255264282,87.28979261716206,0.5229799999998954,0.5229799999998954,0.0,0.0
55,334,7.428950200761594,-7.583629116463817,195.1855236738028,67.25504811402567,0.5263199999998802,0.5263199999998802,5.0,5.0
56,56,-0.07987046688213122,-0.8754989234929601,209.49608608867442,67.90593791114432,0.5268799999998777,0.5268799999998777,0.0,0.0
57,8,-0.16148410748737446,-6.347829413722772,490.4275939464569,170.32191706448793,0.5269599999998773,0.5269599999998773,0.0,0.0
58,28,35.64956842271311,-37.564491025227014,243.45432112046652,161.41653681652886,0.527239999999876,0.527239999999876,2.0,2.0
59,24,-2.1763916314153513,0.09305829808201804,189.5279370546341,102.84498006105423,0.5274799999998749,0.5274799999998749,0.0,0.0
60,7,-0.15869993527033666,-7.243563666487576,292.1812359946115,231.0325618471418,0.5275499999998746,0.5275499999998746,0.0,0.0
61,7,-7.2322360860965516,0.08937894323940929,270.9233055795942,104.40701518739972,0.5276199999998743,0.5276199999998743,0.0,0.0
62,39,-0.06700727485258647,-1.2699305721877445,234.15079339345297,84.20781512138171,0.5280099999998725,0.5280099999998725,0.0,0.0
63,11,-4.676027542863313,0.13057299740876835,226.4497650536624,119.67073682221499,0.528119999999872,0.528119999999872,0.0,0.0
64,45,-0.07238791359684363,-1.1631638628245404,160.4236226028866,101.01419376797146,0.52856999999987,0.52856999999987,0.0,0.0
65,157,-0.08124237103670978,-0.24856578733469473,208.01518051487625,90.27882313804263,0.5301399999998628,0.5301399999998628,0.0,0.0
66,43,-0.09342588448779034,-1.1255372388638474,212.49516708351845,78.15407459957655,0.5305699999998609,0.5305699999998609,0.0,0.0
67,44,-1.2406076675135338,0.10424403114989746,144.55579508976504,65.65584467215972,0.5310099999998589,0.5310099999998589,0.0,0.0
68,29,-1.8324435041252358,0.10830557309075323,172.75292682647705,73.21880750820554,0.5312999999998576,0.5312999999998576,0.0,0.0
69,39,-1.3592718422306218,0.03430130050848154,219.15313410758972,64.51702253635113,0.5316899999998558,0.5316899999998558,0.0,0.0
70,149,-0.4035223346799237,0.06790495168216995,157.780231282215,61.49397757789433,0.533179999999849,0.533179999999849,0.0,0.0
71,74,-0.07088107424497517,-0.7303715907987415,208.58279655752955,89.95061670284014,0.5339199999998456,0.5339199999998456,0.0,0.0
72,18,-2.93680092054338,-0.14312960367687422,269.2944749328825,59.287638538413574,0.5340999999998448,0.5340999999998448,0.0,0.0
73,19,-2.790084303076796,0.15850535570837476,174.98976619620072,72.45467011552108,0.534289999999844,0.534289999999844,0.0,0.0
74,3,-16.714033748062196,0.04736708139552826,235.5009996096293,72.49054463704427,0.5343199999998438,0.5343199999998438,0.0,0.0
75,35,-1.5163527104371315,0.08778128186570276,237.66972057478768,69.62353538785662,0.5346699999998422,0.5346699999998422,0.0,0.0
76,70,-0.07550389013062751,-0.7027542557303084,155.82251853602273,50.0096571956362,0.535369999999839,0.535369999999839,0.0,0.0
77,18,-0.12056116520239463,-2.8743952685121323,211.21717337767282,99.39002188709047,0.5355499999998382,0.5355499999998382,0.0,0.0
78,71,-0.10884369739562332,-0.6583025319107909,166.38875089564795,54.69602554197043,0.536259999999835,0.536259999999835,0.0,0.0
79,29,-0.1884794485216608,-1.6698093496114288,131.63446384462816,55.002159542050855,0.5365499999998337,0.5365499999998337,0.0,0.0
80,99,9.515347131605782,-10.020397636656288,164.17352884465998,65.10723019729961,0.5375399999998292,0.5375399999998292,2.0,2.0
81,87,17.199095363855673,-17.809740022185146,190.0387431506453,73.7222722919508,0.5384099999998252,0.5384099999998252,3.0,3.0
82,83,-0.062222191014090655,-0.5731703144562093,184.98258495905313,68.01582998540027,0.5392399999998214,0.5392399999998214,0.0,0.0
83,3,-16.834079138012477,0.16741247134580947,52.882545153299965,41.264925956726074,0.5392699999998213,0.5392699999998213,0.0,0.0
84,88,-0.0722269789272116,-0.5189265123535554,223.57590674541214,82.06276068362322,0.5401499999998173,0.5401499999998173,0.0,0.0
85,175,-0.36347694201731073,0.07776265630302501,281.8288776874542,75.66946620055607,0.5418999999998093,0.5418999999998093,0.0,0.0
86,82,12.141672808442912,-12.801640591281956,243.6027312918407,84.64141602050967,0.5427199999998056,0.5427199999998056,2.0,2.0
87,60,24.944975063525376,-25.826118904353503,336.8193678021431,129.58049103220304,0.5433199999998028,0.5433199999998028,3.0,3.0
88,27,-2.003490474450023,0.1494378094948721,363.5045743341799,156.71915763395805,0.5435899999998016,0.5435899999998016,0.0,0.0
89,1,-50.1728158738758,-0.7122275214099341,79.18573951721191,75.77122044563293,0.5435999999998016,0.5435999999998016,0.0,0.0
90,22,-2.3992089257030154,0.12648165297574265,473.2748102491552,104.12637316638774,0.5438199999998006,0.5438199999998006,0.0,0.0
91,95,-0.6328933832874708,0.07105212524646272,293.2682079616346,98.94138216972351,0.5447699999997963,0.5447699999997963,0.0,0.0
92,26,-0.04538921259868363,-2.0604139026853874,282.3833220738631,85.6604910492897,0.5450299999997951,0.5450299999997951,0.0,0.0
93,36,-0.0450241025700422,-1.3732821557385104,264.206206758817,108.40954783558846,0.5453899999997934,0.5453899999997934,0.0,0.0
94,28,16.03693701299861,-17.822651298712895,255.92222784246718,60.86884846857616,0.5456699999997922,0.5456699999997922,1.0,1.0
95,9,-0.03227195870311994,-5.848930724203044,274.66334125730725,72.22111638387044,0.5457599999997917,0.5457599999997917,0.0,0.0
96,218,2.231290485380608,-2.4764152603376726,338.8459760541216,93.61210887585212,0.5479399999997818,0.5479399999997818,1.0,1.0
97,51,-0.07940622050313063,-0.9522151819753693,284.2530029801761,111.54754878960404,0.5484499999997795,0.5484499999997795,0.0,0.0
98,8,-0.06535208173205262,-6.612006276312619,419.1961446404457,103.16160340607166,0.5485299999997791,0.5485299999997791,0.0,0.0
99,10,-5.136973339863685,0.1369733398636844,253.10019779205322,91.67649052143096,0.5486299999997787,0.5486299999997787,0.0,0.0
100,16,-0.06417338894949853,-3.1863475199340643,318.3443917632103,81.56313952803612,0.548789999999778,0.548789999999778,0.0,0.0
101,347,11.47646707378734,-11.630372609558044,340.53155208595894,107.94431854737252,0.5522599999997622,0.5522599999997622,8.0,8.0
102,108,-0.05243716362502197,-0.4453099591198291,402.63318086111985,117.25778598145202,0.5533399999997572,0.5533399999997572,0.0,0.0
103,11,-0.05338666837518192,-5.049904938249023,424.7114432508295,174.3185167312622,0.5534499999997567,0.5534499999997567,0.0,0.0
104,6,-8.423911527529173,0.07599587373095791,186.75851941108704,117.0666499932607,0.5535099999997565,0.5535099999997565,0.0,0.0
105,62,-0.0343804361368042,-0.8052989738155518,335.5054567167836,102.64599817029891,0.5541299999997537,0.5541299999997537,0.0,0.0
106,183,2.6619679104679426,-2.944562677577909,338.81061207401297,91.36811731943016,0.5559599999997453,0.5559599999997453,1.0,1.0
107,49,-0.07434552585027183,-1.0567243197616236,329.4479401062946,134.69186400150767,0.5564499999997431,0.5564499999997431,0.0,0.0
108,5,-10.037405323972049,0.03740532397204857,714.1630613327027,186.432311296463,0.5564999999997429,0.5564999999997429,0.0,0.0
109,37,-0.040477273123607334,-1.515204457722777,350.4536703083966,89.44938431237195,0.5568699999997412,0.5568699999997412,0.0,0.0
110,20,-2.6081024165783844,0.10810241657838435,429.7908432483673,104.06000450849533,0.5570699999997403,0.5570699999997403,0.0,0.0
111,96,-0.061899468799924834,-0.47855552417902536,343.88792559007805,72.92186329637964,0.5580299999997359,0.5580299999997359,0.0,0.0
112,21,-0.08526330321678724,-2.3754022701267226,466.7918484097435,215.3959965932937,0.558239999999735,0.558239999999735,0.0,0.0
113,55,-0.07304871403425205,-0.8747297842988588,324.1179842168635,112.95043878772042,0.5587899999997324,0.5587899999997324,0.0,0.0
114,97,-0.04633067230808044,-0.5759471262163848,296.7285617675978,81.58941066633794,0.559759999999728,0.559759999999728,0.0,0.0
115,10,-5.141389393713351,0.1349852534846353,283.8705548286438,54.383593714237215,0.5598599999997276,0.5598599999997276,0.0,0.0
116,35,-1.4736885314792876,-1.52052020669419,344.7864062309265,97.30121544088637,0.560209999999726,0.560209999999726,0.0,0.0
117,60,-0.08731004409301882,-0.7926900945385101,402.86752186616263,91.44383754531542,0.5608099999997233,0.5608099999997233,0.0,0.0
118,40,-0.06644814485130984,-1.31489027797353,335.21604653596876,92.57047688961029,0.5612099999997214,0.5612099999997214,0.0,0.0
119,55,-0.076563774890895,-0.8544137888098472,357.55697995099155,92.7845134865154,0.5617599999997189,0.5617599999997189,0.0,0.0
120,3,-16.760332391234325,0.0936657245676562,222.779909769694,27.657796223958332,0.5617899999997188,0.5617899999997188,0.0,0.0
121,63,15.832575738461873,-16.691318698732065,428.3123128224933,123.42354572765412,0.5624199999997159,0.5624199999997159,2.0,2.0
122,12,-4.304611229859327,0.1379445631926594,426.2984279791514,133.99267548322678,0.5625399999997154,0.5625399999997154,0.0,0.0
123,44,-0.03443082982080242,-1.154355695003211,402.98358911275864,124.21426883068952,0.5629799999997134,0.5629799999997134,0.0,0.0
124,16,-0.14406806505776834,-3.2025853689643604,271.93331587314606,124.74277046322823,0.5631399999997126,0.5631399999997126,0.0,0.0
125,12,-4.318847501183642,0.14529246564379736,310.1811718940735,75.73687403400739,0.5632599999997121,0.5632599999997121,0.0,0.0
126,69,14.434547637028215,-15.185978264889815,340.9809156638988,101.358916223913,0.563949999999709,0.563949999999709,2.0,2.0
127,14,-0.0458934763762351,-3.6832402273858817,327.1980858360018,96.07975647279194,0.5640899999997083,0.5640899999997083,0.0,0.0
128,9,-5.704214996801954,0.1486594412463983,372.14701472388373,78.44609141349792,0.5641799999997079,0.5641799999997079,0.0,0.0
129,1,-0.11646195436981713,-50.92098329273167,265.67139434814453,24.67740511894226,0.5641899999997079,0.5641899999997079,0.0,0.0
130,95,10.472078237950209,-11.01454619725061,439.7277833838212,153.61077793146436,0.5651399999997035,0.5651399999997035,2.0,2.0
131,49,-0.06521871262735955,-1.0053898988566934,446.5993604076152,154.59041250968465,0.5656299999997013,0.5656299999997013,0.0,0.0
132,105,-0.06941942534784254,-0.42307951370232616,396.58535230273293,108.79535059928894,0.5666799999996965,0.5666799999996965,0.0,0.0
133,75,-0.05358645851688358,-0.6436399586684785,413.5300086402893,135.4575623401006,0.5674299999996931,0.5674299999996931,0.0,0.0
134,47,-1.1166762910692276,0.05284650383518498,451.96766593608453,140.95592728574226,0.567899999999691,0.567899999999691,0.0,0.0
135,48,-0.044331262055015225,-1.0360592095709389,444.6689077913761,126.53578979273637,0.5683799999996888,0.5683799999996888,0.0,0.0
136,57,-0.09878153114987681,-0.8182558361986569,469.123885271842,161.39755943365265,0.5689499999996862,0.5689499999996862,0.0,0.0
137,113,13.216225426254972,-13.672741311189231,455.4853867091964,144.6359021347181,0.5700799999996811,0.5700799999996811,3.0,3.0
138,12,-4.331922128286151,0.16525546161948398,391.2235364119212,176.32618556420007,0.5701999999996805,0.5701999999996805,0.0,0.0
139,144,3.422514463684558,-3.8099237738574323,443.62545930014716,145.17094505329928,0.571639999999674,0.571639999999674,1.0,1.0
140,1,-0.08678307414483391,-50.93784507756414,1223.2325267791748,119.06358766555786,0.5716499999996739,0.5716499999996739,0.0,0.0
141,22,-0.05910701587384626,-2.326289084473775,372.59416753595525,167.01034662398425,0.5718699999996729,0.5718699999996729,0.0,0.0
142,76,6.513219808264155,-7.202048017206017,424.9891385718396,178.33898995581427,0.5726299999996695,0.5726299999996695,1.0,1.0
143,19,105.24017707486266,-108.03389927378188,499.4231595993042,151.63663143860666,0.5728199999996686,0.5728199999996686,4.0,4.0
144,16,-3.2171132793254023,0.09211327932540216,433.00479620695114,163.52189258486032,0.5729799999996679,0.5729799999996679,0.0,0.0
145,127,-0.08294331946748862,-0.3403952364214339,475.22725603148695,196.66140393666396,0.5742499999996621,0.5742499999996621,0.0,0.0
146,27,-0.044854363617402804,-1.9853299438687058,512.2404206947044,176.84140773172732,0.5745199999996609,0.5745199999996609,0.0,0.0
147,14,-3.7484211974693387,0.17699262604076751,407.58652653012956,80.78711823906217,0.5746599999996602,0.5746599999996602,0.0,0.0
148,48,-1.1645207673066607,0.12285410063999384,473.7402665813764,129.132232795159,0.575139999999658,0.575139999999658,0.0,0.0
149,3,-0.13583876896496347,-16.982288390778802,417.9042332967122,69.88051931063335,0.5751699999996579,0.5751699999996579,0.0,0.0
150,5,-10.172671879734022,0.17267187973402126,450.88864002227785,193.7081512928009,0.5752199999996577,0.5752199999996577,0.0,0.0
151,5,-0.09293525394156553,-10.319907470194362,395.53825225830076,282.90636377334596,0.5752699999996574,0.5752699999996574,0.0,0.0
152,51,9.766864785211542,-10.779949506731649,393.3351405648624,133.061141018774,0.5757799999996551,0.5757799999996551,1.0,1.0
153,38,-1.4207822018374392,0.10499272815322869,332.67319179836073,174.39207875728607,0.5761599999996534,0.5761599999996534,0.0,0.0
154,41,12.15334196084552,-13.41270828762652,388.8380721022443,132.31900869346248,0.5765699999996515,0.5765699999996515,1.0,1.0
155,63,-0.07782922820793794,-0.7546978666974588,531.8929964020139,187.131153927909,0.5771999999996487,0.5771999999996487,0.0,0.0
156,70,7.0987921617584275,-7.882899838040073,494.61315830094475,159.30986943585532,0.5778999999996455,0.5778999999996455,1.0,1.0
157,17,29.374921163137145,-32.39487862866729,511.9392879149493,161.00680699067956,0.5780699999996447,0.5780699999996447,1.0,1.0
158,28,-1.8882261031835372,0.10251181746925123,548.4882357290813,251.52104192972183,0.5783499999996434,0.5783499999996434,0.0,0.0
159,7,64.2559605384798,-71.39881768133695,212.59434522901262,104.02664957727704,0.5784199999996431,0.5784199999996431,1.0,1.0
160,55,-0.10110759883103074,-0.8406869094710953,492.0314748503945,140.07349183342674,0.5789699999996406,0.5789699999996406,0.0,0.0
161,60,-0.9280903397945114,0.094757006461178,513.9210944096247,158.45951847632725,0.5795699999996379,0.5795699999996379,0.0,0.0
162,17,-0.03503466974034943,-3.0111543248484085,545.640637846554,164.27920233502107,0.5797399999996371,0.5797399999996371,0.0,0.0
163,16,-3.2292147966359326,0.10421479663593254,415.61914324760437,198.3189349770546,0.5798999999996364,0.5798999999996364,0.0,0.0
164,57,-0.9446554418469952,0.0328444946961246,597.7396796628049,193.23355257302,0.5804699999996338,0.5804699999996338,0.0,0.0
165,93,5.323319910257583,-5.88274666866371,584.3304154488349,215.49795710912315,0.5813999999996295,0.5813999999996295,1.0,1.0
166,44,-1.1849241868977847,-0.029761756730337683,512.5330803827806,166.26602447032928,0.5818399999996275,0.5818399999996275,0.0,0.0
167,3,-0.07095985848713636,-17.285844795810437,413.38207562764484,62.06971534093221,0.5818699999996274,0.5818699999996274,0.0,0.0
168,27,18.486845786492598,-20.39064162752223,629.6555012950191,201.98297709888882,0.5821399999996262,0.5821399999996262,1.0,1.0
169,2,-25.14345261978169,0.14345261978169327,424.4618330001831,52.9890319108963,0.5821599999996261,0.5821599999996261,0.0,0.0
170,1,-0.015504915025590893,-50.99295567085209,938.082109451294,27.523855209350586,0.582169999999626,0.582169999999626,0.0,0.0
171,39,-0.059005726529091036,-1.3102212535454465,558.0148464105068,238.38549976776807,0.5825599999996243,0.5825599999996243,0.0,0.0
172,150,-0.08758610782527083,-0.2946065438360061,602.4318492635091,193.1848580042521,0.5840599999996174,0.5840599999996174,0.0,0.0
173,77,6.427456846504773,-7.12422924925212,481.13875761899084,143.0506208717049,0.5848299999996139,0.5848299999996139,1.0,1.0
174,67,-0.07572064302188015,-0.7788483743510723,510.9982157749916,175.21489018468714,0.5854999999996109,0.5854999999996109,0.0,0.0
175,61,-0.06727129891132014,-0.7804115006204453,598.4401518477769,178.90988173250292,0.5861099999996081,0.5861099999996081,0.0,0.0
176,38,-0.05368475997369319,-1.3230447964455883,455.69371667661164,129.30167742151963,0.5864899999996064,0.5864899999996064,0.0,0.0
177,18,-0.046104272270341334,-2.830229847290123,499.8308512369792,99.43703311681747,0.5866699999996056,0.5866699999996056,0.0,0.0
178,25,-0.18428564834315697,-2.0622383873018117,685.5092524337769,188.4786883544922,0.5869199999996044,0.5869199999996044,0.0,0.0
179,41,24.358844278775965,-25.613662875771276,628.2428643296405,214.09924450153258,0.5873299999996026,0.5873299999996026,2.0,2.0
180,30,-0.03104171749102419,-1.6897386564941965,623.7416810353596,222.95391014814376,0.5876299999996012,0.5876299999996012,0.0,0.0
181,31,-1.7140927125544638,0.08524714888484347,492.2963516173824,142.11120996936674,0.5879399999995998,0.5879399999995998,0.0,0.0
182,9,-0.06267126570043705,-5.805179397224208,499.0922319624159,174.71792594591776,0.5880299999995994,0.5880299999995994,0.0,0.0
183,62,24.15041635346094,-24.98915485422675,473.56801172225704,170.36406528949738,0.5886499999995966,0.5886499999995966,3.0,3.0
184,28,35.68118341132614,-37.507771789541685,628.7650263990674,223.83777774231774,0.5889299999995953,0.5889299999995953,2.0,2.0
185,6,-8.461372136892049,0.1280388035587152,559.5086199442545,102.40067108472188,0.588989999999595,0.588989999999595,0.0,0.0
186,5,-0.08203102891782418,-10.560054443536087,500.31153240203855,126.88546571731567,0.5890399999995948,0.5890399999995948,0.0,0.0
187,9,-5.708000291397116,0.15244473584156018,344.9409402211507,81.92476500405206,0.5891299999995944,0.5891299999995944,0.0,0.0
188,26,-0.11331619806643055,-1.9125902114087858,489.54629138799817,167.06164254133517,0.5893899999995932,0.5893899999995932,0.0,0.0
189,59,-0.08861162086468703,-0.8196263957875136,559.2421487711243,198.1132684481346,0.5899799999995905,0.5899799999995905,0.0,0.0
190,36,26.303026067912015,-27.691914956800904,653.8885756598579,251.10694745514127,0.5903399999995889,0.5903399999995889,2.0,2.0
191,38,-0.12455692358485408,-1.2585414674923623,664.6194207793787,187.71890477443995,0.5907199999995871,0.5907199999995871,0.0,0.0
192,31,-0.033391557223770164,-1.6787086444198618,551.2034440348225,226.89228007870335,0.5910299999995857,0.5910299999995857,0.0,0.0
193,21,-2.487114312627977,0.10616193167559625,568.2262006941296,264.9136348451887,0.5912399999995848,0.5912399999995848,0.0,0.0
194,47,-1.1658304931611607,0.10200070592711818,574.8126111943672,209.8602130210146,0.5917099999995826,0.5917099999995826,0.0,0.0
195,18,-2.9535044099277092,0.17572663214993153,521.9315345552233,186.8718334171507,0.5918899999995818,0.5918899999995818,0.0,0.0
196,40,-0.04052574437770913,-1.2456374704657418,591.551714348793,191.12094559669495,0.59228999999958,0.59228999999958,0.0,0.0
197,62,-0.060525561662381516,-0.7714240331225268,584.0167037440884,189.5771436614375,0.5929099999995772,0.5929099999995772,0.0,0.0
198,47,-0.04048907230981904,-1.063662675600306,627.510197051028,192.158150972204,0.593379999999575,0.593379999999575,0.0,0.0
199,5,-10.177300199949942,0.17730019994994148,355.1164213180542,76.60920696258545,0.5934299999995748,0.5934299999995748,0.0,0.0
200,34,14.665784303820008,-16.19580570655812,554.9540800767786,185.68001142670127,0.5937699999995733,0.5937699999995733,1.0,1.0
201,4,-12.664772783115845,0.1647727831158447,1020.4026246070862,312.20473366975784,0.5938099999995731,0.5938099999995731,0.0,0.0
202,8,-6.358925749614411,0.10892574961441047,757.1636691093445,459.59540966153145,0.5938899999995727,0.5938899999995727,0.0,0.0
203,63,7.092911969542595,-8.711428314840319,669.8261103100247,207.44762904681858,0.5945199999995698,0.5945199999995698,1.0,1.0
204,91,-0.6632339453757258,0.1091191941947011,586.252108835912,186.62364060669154,0.5954299999995657,0.5954299999995657,0.0,0.0
205,178,2.7532542548267234,-3.0601008637912424,538.8881509946973,187.1241670485293,0.5972099999995576,0.5972099999995576,1.0,1.0
206,6,-8.466273451551915,0.13294011821858323,430.65904299418133,114.19374191761017,0.5972699999995573,0.5972699999995573,0.0,0.0
207,3,-16.829085251511742,0.06495448639208815,520.8361485799154,91.3846739133199,0.5972999999995572,0.5972999999995572,0.0,0.0
208,11,-0.02919480850682092,-4.709486437930515,363.807842688127,104.53777562488209,0.5974099999995567,0.5974099999995567,0.0,0.0
209,61,16.343768587023092,-17.188783988772332,521.6383073838031,224.72880460590613,0.5980199999995539,0.5980199999995539,2.0,2.0
210,13,-0.02704476902454761,-3.9874010150393238,628.8347054261428,175.95754016362704,0.5981499999995533,0.5981499999995533,0.0,0.0
211,14,-0.12976945931145206,-3.5913685776418385,564.8475343840463,212.46466953413827,0.5982899999995527,0.5982899999995527,0.0,0.0
212,10,-5.100909651091927,0.10090965109192673,703.0208097457886,201.25230545997618,0.5983899999995522,0.5983899999995522,0.0,0.0
213,3,-16.826515925315835,0.15984925864916696,218.26016108194986,115.89907066027324,0.5984199999995521,0.5984199999995521,0.0,0.0
214,23,-0.03254654881377397,-2.2614367083268623,741.097184015357,207.00772144483483,0.598649999999551,0.598649999999551,0.0,0.0
215,21,-0.058051302381600584,-2.398657318604189,454.60738867805117,152.1074992020925,0.5988599999995501,0.5988599999995501,0.0,0.0
216,2,-25.199314575570234,-0.4869964916706184,767.7014474868774,128.65947675704956,0.59887999999955,0.59887999999955,0.0,0.0
