episode,steps,reward_0,reward_1,loss_0,loss_1,collisions_0,collisions_1
0,10,-0.147285681762235,-5.04515678620307,0.309463625338389,0.283462585491323,0,0
1,4,-12.7803710060271,-1.42992214548626,0.452043400251696,0.2690578494643,0,0
2,4,-3.51788704124433,-12.9679757561699,0.533211289538348,0.270830113385364,0,0
3,4,-13.7764567381479,-2.84500896120567,0.567922270232034,0.105341998356985,0,0
4,7,-2.04991489431978,-7.78012627425847,0.361124468343514,0.315341178580711,0,0
5,2,-1.29520959376325,-29.3966929992067,0.59665796427286,0.421305040625266,0,0
6,2,-0.835178606722409,-40.3894601124105,0.659206689465583,0.542486954175476,0,0
7,7,-7.43860383179764,-5.59348741379278,0.418807775868658,0.225698068561348,0,0
8,3,-19.4622570198045,-1.54844006205893,0.564808068558214,0.105815618794037,0,0
9,4,-5.18000715904249,-12.9956970149013,0.556611890985621,0.205553769453867,0,0
10,2,-2.66688317176323,-32.1007898700796,0.565480562712997,0.350849941981852,0,0
11,2,-1.74865462530993,-42.0132254534731,0.724604984396012,1.04750216713582,0,0
12,8,-0.520202561143855,-11.5055398465228,0.476749355763094,0.387938249891349,0,0
13,2,-0.430304493998168,-31.3593433192423,0.557723071112542,0.8991308022247,0,0
14,3,-16.9671771594167,-10.2960387783301,0.51574404790135,0.393904158731705,0,0
15,3,-22.4441776089874,-3.31022770359489,0.470080821188452,0.307682302283415,0,0
16,2,-11.4572084559507,-26.9827534193339,0.627597389316167,0.251962830509735,0,0
17,2,-30.816825719465,-13.4031552181773,0.60819192791798,0.214302949840476,0,0
18,2,-15.7418425909593,-32.3449369584002,0.705388183916449,0.807480159731274,0,0
19,5,-3.40069542488816,-16.6247816389027,0.501963126635077,0.500013921545006,0,0
20,1,-53.7176945334724,-16.3077825303184,0.896631988879506,0.577683675205158,0,0
21,3,-34.8018812594381,-5.20661109515884,0.650540012981584,0.31490749347616,0,0
22,2,-42.6921090846596,-2.31213709263893,0.707025150584993,0.248040435891791,0,0
23,8,-5.44306690300015,-6.80529046421007,0.376020835518215,0.444304816638167,0,0
24,4,-1.69372460493567,-14.5133109167105,0.494746426147379,0.595230933191182,0,0
25,5,-0.557856686166376,-13.0230774780782,0.456628451257726,0.240021847313925,0,0
26,7,-0.323046679709348,-8.9361271675326,0.432217763383039,0.130897369278106,0,0
27,6,-8.55223634925002,-1.32429262529031,0.39782404554467,0.143258674833848,0,0
28,7,-1.51854457390521,-7.37375573986021,0.452497537239223,0.221533015969595,0,0
29,6,-8.80728741050694,-1.00809597512063,0.431640319584551,0.132999515455334,0,0
30,9,-1.29919997727546,-5.51541559305661,0.453410835367017,0.118762735853453,0,0
31,6,-0.375018536005172,-9.45971655545321,0.397844738561026,0.284756445982285,0,0
32,2,-0.5618371932455,-31.1482079680495,0.621017927590008,1.13778145339838,0,0
33,8,56.1276477413674,-66.3676661931093,0.341486407737297,62.8244966871903,1,1
34,4,1.16837249271249,-16.6416577253169,0.503704169189228,15.9320108363128,1,1
35,1,-49.207982717425,-16.2653025151794,0.928475334541916,15.9804267915279,1,1
36,6,-8.30870435015958,-11.203890570216,0.443686676804295,3.03061520618056,1,1
37,5,-1.87056567638967,-12.313607364374,0.428477644797307,0.959367482744252,1,1
38,9,-0.433716677031365,-6.81883234441372,0.402903788393335,0.21246494576145,1,1
39,7,-7.4953779292434,-0.683557645248758,0.449605596686445,0.09816729887594,1,1
40,6,-9.65527682818285,-8.56688793948334,0.34760416130242,0.395904072204538,1,1
41,8,430.01842108985,-445.049906491744,187.607269414849,250.346081080225,8,8
42,8,53.6012542049664,-61.9809478167754,23.7671996591756,31.5254817318859,8,8
43,8,6.59586162385483,-14.157054004189,3.26227582483869,4.20696070551515,8,8
44,3,-14.6378810815786,-4.54918304519944,1.42504343288734,1.4915366321262,8,8
45,3,-5.22957727622988,-18.5246089140851,0.92095771389317,0.819831397708307,8,8
46,3,-18.5070017712172,-6.07772695888775,0.591334272717045,0.460482821514822,8,8
47,1,-18.8444953404188,-57.6485201384458,0.995315676539401,1.56219012888395,8,8
48,2,-34.5782484963006,-54.3556232170893,0.837351566937112,1.00880021500308,8,8
49,6,-5.92951257546004,-17.5741014261276,0.456947917771548,0.526633036100661,8,8
50,5,388.787443230574,-413.776660827891,100.242062856692,300.544804708959,12,12
51,2,169.22198197104,-206.716590769698,50.4438407521914,150.423472034078,12,12
52,3,39.478005501457,-68.6428751010098,17.1833292986782,50.2472179037507,12,12
53,1,-10.7036617175247,-68.461207882028,17.6006969320292,50.2472179037507,12,12
54,4,-15.3943826638796,-16.8968347360086,4.74667518943809,12.6898381978701,12,12
55,7,-9.51609552201476,-2.23979267796927,1.00742258021567,1.93444780933553,12,12
56,7,-8.68958041911358,-0.132689323741281,0.480356590566747,0.391836219562508,12,12
57,1,-8.84557454777787,-51.7193868098285,0.793612367445074,1.62517566688383,12,12
58,4,-2.43508548645964,-25.5255954939435,0.562050721880296,0.552762211635929,12,12
59,8,-6.73739239310084,-3.00769272944955,0.403370931753048,0.189740608882964,12,12
60,5,-1.57245996259032,-10.6227679855931,0.42755018290685,0.391636554833647,12,12
61,4,-0.726257595175411,-15.1105739261425,0.509163331995002,0.417546421873461,12,12
62,4,-12.9521751751397,-3.50703270518976,0.499876025111954,0.206361021235704,12,12
63,2,-6.57145721298488,-27.7172425108324,0.53339135877045,0.901037454521016,12,12
64,5,-11.5299687792104,-5.32777116555303,0.462013385928909,0.272725185591728,12,12
65,8,-1.59579526465821,-6.89063997088195,0.375993832406601,0.16832108831139,12,12
