episode,steps,reward_0,reward_1,loss_0,loss_1,eps_greedy_0,eps_greedy_1,collisions_0,collisions_1
60,10,-5.730429438081947,-5.242312524669343,-0.1,-0.1,0.5,0.5,10.0,10.0
61,4,-13.317873775294752,0.0,-0.25,-0.25,0.5,0.5,4.0,4.0
62,12,-4.2709488288082165,0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.5,12.0,12.0
63,31,-0.15426138252270874,-1.6651347275138517,-0.03225806451612903,-0.03225806451612903,0.5,0.5,31.0,31.0
64,12,-4.398923378371156,0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.5,12.0,12.0
65,20,-2.5793106506411987,-0.02031859224628313,-0.05,-0.05,0.5,0.5,20.0,20.0
66,17,0.0,-3.2036368713969234,-0.058823529411764705,-0.058823529411764705,0.5,0.5,17.0,17.0
67,12,-4.334428250775293,0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.5,12.0,12.0
68,10,0.0,-5.580555090697738,-0.1,-0.1,0.5,0.5,10.0,10.0
69,3,0.0,-17.261720566550345,-0.3333333333333333,-0.3333333333333333,0.5,0.5,3.0,3.0
70,3,0.0,-17.98029420552965,-0.3333333333333333,-0.3333333333333333,0.5,0.5,3.0,3.0
71,10,-5.447519080398695,-0.8168693208231363,-0.1,-0.1,0.5,0.5,10.0,10.0
72,1,-51.001210083704926,0.0,-1.0,-1.0,0.5,0.5,1.0,1.0
73,10,0.0,-5.263077295620461,-0.1,-0.1,0.5,0.5,12.0,12.0
74,12,-4.364267252706825,0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.5,12.0,12.0
75,55,-1.0083165140789134,-1.0053374989943216,-0.01818181818181818,-0.01818181818181818,0.5,0.5,57.0,57.0
76,1,-51.01890061722558,-0.9400814269114843,-1.0,-1.0,0.5,0.5,1.0,1.0
77,21,-2.484559042825005,0.0,-0.047619047619047616,-0.047619047619047616,0.5,0.5,21.0,21.0
78,3,0.0,-17.468892151775652,-0.3333333333333333,-0.3333333333333333,0.5,0.5,3.0,3.0
79,15,-3.4335044883052976,0.0,-0.06666666666666667,-0.06666666666666667,0.5,0.5,15.0,15.0
80,8,-6.506841388510328,0.0,-0.125,-0.125,0.5,0.5,8.0,8.0
81,11,-4.713100848671685,0.0,-0.09090909090909091,-0.09090909090909091,0.5,0.5,11.0,11.0
82,18,0.0,-2.89452332425658,-0.05555555555555555,-0.05555555555555555,0.5,0.5,18.0,18.0
83,2,0.0,-25.961369638178546,-0.5,-0.5,0.5,0.5,2.0,2.0
84,27,0.0,-1.9293973273874607,-0.037037037037037035,-0.037037037037037035,0.5,0.5,27.0,27.0
85,4,-12.902703307113311,0.0,-0.25,-0.25,0.5,0.5,4.0,4.0
86,6,-9.588083947896683,-0.127138181068547,-0.16666666666666666,-0.16666666666666666,0.5,0.5,6.0,6.0
87,31,-1.6726682079280426,-0.07102507637615547,-0.03225806451612903,-0.03225806451612903,0.5,0.5,32.0,32.0
88,6,0.0,-8.824928594129545,-0.16666666666666666,-0.16666666666666666,0.5,0.5,6.0,6.0
89,1,-51.03958398932223,0.0,-1.0,-1.0,0.5,0.5,1.0,1.0
90,17,-3.3868003298513067,0.0,-0.058823529411764705,-0.058823529411764705,0.5,0.5,17.0,17.0
91,36,0.0,-1.4359267142820644,-0.027777777777777776,-0.027777777777777776,0.5,0.5,36.0,36.0
92,3,-17.224400187218674,0.0,17.898506747558713,20.511382603940245,0.5000299999999999,0.5000299999999999,3.0,3.0
93,29,-1.9263840093354399,0.0,21.73910560715815,16.06076381300929,0.5003199999999985,0.5003199999999985,29.0,29.0
94,25,0.0,-2.092071851981814,19.85204136043787,12.0825022213161,0.5005699999999974,0.5005699999999974,27.0,27.0
95,47,-1.1959248624606873,0.0,19.18181845197018,13.790946871676343,0.5010399999999953,0.5010399999999953,47.0,47.0
96,74,-0.7941903363861488,-0.008964732009933224,18.35476088020447,11.159841699374688,0.5017799999999919,0.5017799999999919,74.0,74.0
97,292,0.0,-0.18460366737119163,14.882758072896364,9.302113930471497,0.5046999999999786,0.5046999999999786,292.0,292.0
98,44,-1.2187505599867843,0.0,12.820358241654255,7.561209543015469,0.5051399999999766,0.5051399999999766,44.0,44.0
99,6,-8.593569247644337,0.0,9.17321407298247,7.452237191299598,0.5051999999999763,0.5051999999999763,6.0,6.0
100,24,-2.4883503012319834,0.0,10.36639393835018,7.741884684190154,0.5054399999999752,0.5054399999999752,24.0,24.0
101,3,0.0,-17.480598896895483,17.12352643410365,3.886630522708098,0.5054699999999751,0.5054699999999751,3.0,3.0
102,84,0.0,-0.6154139869860584,12.378707124541203,7.099134801177397,0.5063099999999713,0.5063099999999713,84.0,84.0
103,160,-0.3295606990990369,0.0,11.111295354319736,6.7412434163503345,0.507909999999964,0.507909999999964,166.0,166.0
104,150,-0.0007363897175488132,-0.34382425630558083,9.724071522727609,5.778945221329729,0.5094099999999572,0.5094099999999572,152.0,152.0
105,110,-0.4794623960796107,-0.014829360747359329,8.58318203095008,4.734678094529293,0.5105099999999522,0.5105099999999522,113.0,113.0
106,45,-1.2800157113122002,0.0,9.70134842114316,4.58666518761052,0.5109599999999501,0.5109599999999501,45.0,45.0
107,2,0.0,-25.913742022876598,7.736367627978325,5.811625635251403,0.51097999999995,0.51097999999995,2.0,2.0
108,652,-0.00019854909884623468,-0.08616404888710265,6.1586469339401075,3.6102163161013983,0.5174999999999204,0.5174999999999204,673.0,673.0
109,84,0.0,-0.6155466731459215,4.821124826424888,2.8015642971731722,0.5183399999999165,0.5183399999999165,84.0,84.0
110,242,-0.23143121156215316,0.0,4.558167076046186,2.6872352671940343,0.5207599999999055,0.5207599999999055,245.0,245.0
111,70,-0.8404426929825255,-0.01635851736688576,4.178881391510368,2.0506724030045524,0.5214599999999023,0.5214599999999023,70.0,70.0
112,29,-1.781880977080379,0.0,3.913643561945907,3.25084572568022,0.521749999999901,0.521749999999901,29.0,29.0
113,25,-2.061713265227234,0.0,3.8180229870975015,2.070216255038977,0.5219999999998999,0.5219999999998999,25.0,25.0
114,217,-0.0019270104829280901,-0.2808059999126704,3.9347662462977357,2.1898192814057738,0.52416999999989,0.52416999999989,217.0,217.0
115,46,-1.1169088045170308,-0.0052341077575991475,3.973760378992428,1.7141148704306588,0.5246299999998879,0.5246299999998879,46.0,46.0
116,375,0.0,-0.15604177136531114,3.2062428304205337,2.0642466967205206,0.5283799999998708,0.5283799999998708,379.0,379.0
117,15,-3.5802565510129423,0.0,2.9704550710817177,1.9608275718986987,0.5285299999998702,0.5285299999998702,15.0,15.0
118,160,-0.3367681838454276,-0.04898050959418356,3.3882505817920903,1.8856676825904288,0.5301299999998629,0.5301299999998629,160.0,160.0
119,1,0.0,-51.046191233634204,4.872800827026367,3.00981517881155,0.5301399999998628,0.5301399999998628,1.0,1.0
120,2,0.0,-25.986889691125867,0.9175089783966541,1.042932614684105,0.5301599999998627,0.5301599999998627,2.0,2.0
121,7,-8.010137647293996,0.0,2.6744916886091232,1.581311666539737,0.5302299999998624,0.5302299999998624,7.0,7.0
122,3,-18.388697166983558,0.0,1.0401336625218391,0.7362109646201134,0.5302599999998623,0.5302599999998623,3.0,3.0
123,50,-0.016375442815161945,-1.0933494932984464,2.7776629138737916,2.0212320553138854,0.53075999999986,0.53075999999986,50.0,50.0
124,21,-2.50725129283044,0.0,3.0456599135484015,2.114649267246326,0.530969999999859,0.530969999999859,21.0,21.0
125,43,-0.007375657657387445,-1.225898210203687,3.219861439667469,2.0028405803753886,0.5313999999998571,0.5313999999998571,43.0,43.0
126,183,0.0,-0.2827336727307354,2.9894188827952073,2.0306555550199388,0.5332299999998488,0.5332299999998488,183.0,183.0
127,4,0.0,-13.299802518447374,3.3005907582119107,3.0107972249388695,0.5332699999998486,0.5332699999998486,4.0,4.0
128,1,-51.076907992575656,0.0,0.6160332709550858,1.0035548508167267,0.5332799999998485,0.5332799999998485,1.0,1.0
129,3,-0.07454979812029694,-17.492214971364245,0.9291110746562481,2.6740097713967166,0.5333099999998484,0.5333099999998484,3.0,3.0
130,82,-0.006889463747812161,-0.6842670599405594,3.1133104413066333,2.3168583265392155,0.5341299999998447,0.5341299999998447,82.0,82.0
131,140,-0.37248490405712975,0.0,2.3992794561465938,2.151160140269037,0.5355299999998383,0.5355299999998383,140.0,140.0
132,7,0.0,-7.356064459451576,3.1097236094730243,3.0066897688167438,0.535599999999838,0.535599999999838,7.0,7.0
133,8,0.0,-6.671544079551161,2.4732640921138227,1.957294940482825,0.5356799999998376,0.5356799999998376,8.0,8.0
134,49,0.0,-1.1141461501629872,3.027162373598133,2.5868746752337533,0.5361699999998354,0.5361699999998354,49.0,49.0
135,141,0.0,-0.4237575888978325,2.7636122215301433,2.272548454384326,0.537579999999829,0.537579999999829,144.0,144.0
136,77,-0.6740401099004628,-0.010350828741602236,2.4611536306026696,2.091658801735415,0.5383499999998255,0.5383499999998255,77.0,77.0
137,59,0.0,-0.8965616539073721,2.49242784625898,2.361384221494703,0.5389399999998228,0.5389399999998228,59.0,59.0
138,35,-1.5311284575933044,0.0,2.2658743395337035,2.5709169844431536,0.5392899999998212,0.5392899999998212,35.0,35.0
139,97,-0.021566486229780014,-0.5512753702608456,2.6112761053343103,1.7998850914966507,0.5402599999998168,0.5402599999998168,97.0,97.0
140,58,0.0,-0.9427380670419233,2.2694975326544253,2.553725110848659,0.5408399999998141,0.5408399999998141,58.0,58.0
141,124,0.0,-0.4256877000960984,2.2417667712715845,2.3315042364260843,0.5420799999998085,0.5420799999998085,124.0,124.0
142,13,0.0,-4.040773016660776,2.2010527972418528,2.863032060746963,0.5422099999998079,0.5422099999998079,13.0,13.0
143,26,0.0,-1.9989337698517755,1.8842038684166396,2.385631232450788,0.5424699999998067,0.5424699999998067,26.0,26.0
144,135,-0.0038814805933229967,-0.4025265417381876,2.1249421146456844,2.334055665714873,0.5438199999998006,0.5438199999998006,136.0,136.0
145,5,0.0,-10.602024490731214,1.5973524168133735,0.9016201213002205,0.5438699999998003,0.5438699999998003,5.0,5.0
146,193,-0.2723917400935836,-0.022726729987256382,2.072450580311833,2.13349178316641,0.5457999999997916,0.5457999999997916,198.0,198.0
147,95,0.0,-0.5510433747239704,1.7175536801548381,2.426205822354869,0.5467499999997872,0.5467499999997872,95.0,95.0
148,3,0.0,-17.672177458016947,1.556384762128194,3.491921837131182,0.5467799999997871,0.5467799999997871,3.0,3.0
149,26,0.0,-2.0074359035021754,2.169223826665145,2.331673588317174,0.5470399999997859,0.5470399999997859,26.0,26.0
150,32,-1.6188594258936064,0.0,1.4654509701067582,2.613022274977993,0.5473599999997845,0.5473599999997845,32.0,32.0
151,46,-0.058153016039818706,-1.1601264362987762,2.0640036765000094,2.4881174607283394,0.5478199999997824,0.5478199999997824,46.0,46.0
152,52,-0.9943627189196966,0.0,1.4077235811676543,2.0479333398935315,0.54833999999978,0.54833999999978,55.0,55.0
153,2,0.0,-25.956620027566174,1.8042299672961235,1.2821866534650326,0.5483599999997799,0.5483599999997799,2.0,2.0
154,39,0.0,-1.3306888084205444,2.280418432293794,1.7354442202127898,0.5487499999997781,0.5487499999997781,39.0,39.0
155,19,-2.7768828370312426,0.0,1.653068887952127,2.1121619657466284,0.5489399999997773,0.5489399999997773,19.0,19.0
156,47,0.0,-1.1212989878099087,1.9831813357057089,2.2738114140055914,0.5494099999997751,0.5494099999997751,47.0,47.0
157,150,0.0,-0.3736282136886831,2.15862683561941,2.639502992828687,0.5509099999997683,0.5509099999997683,150.0,150.0
158,174,0.0,-0.32238786514334167,1.8396196078894467,2.5318764493019246,0.5526499999997604,0.5526499999997604,174.0,174.0
159,22,0.0,-2.3400658053708994,1.6760721743445506,2.623232850804925,0.5528699999997594,0.5528699999997594,22.0,22.0
160,34,0.0,-1.5554067553972182,1.6450506206601858,3.358031924813986,0.5532099999997578,0.5532099999997578,34.0,34.0
161,54,-0.9733200071044738,0.0,1.5843569661525112,3.0643184142256223,0.5537499999997554,0.5537499999997554,55.0,55.0
162,49,-0.0042416790725076795,-1.0780870789823223,1.2910503215555633,2.4855675353687636,0.5542399999997532,0.5542399999997532,49.0,49.0
163,97,-0.0013749202072194501,-0.5959486384491847,1.6793642219962532,2.497653956400211,0.5552099999997487,0.5552099999997487,97.0,97.0
164,35,0.0,-1.5291175301321314,1.6007553816373858,2.6950938460017952,0.5555599999997471,0.5555599999997471,35.0,35.0
165,261,0.0,-0.20890791315835902,1.6228115898610531,2.5305183627981678,0.5581699999997353,0.5581699999997353,261.0,261.0
166,419,0.0,-0.13772268773556695,1.496666697567431,2.2817760393654747,0.5623599999997162,0.5623599999997162,420.0,420.0
167,19,0.0,-2.7696471671284826,1.0862614001686637,1.5241182084734504,0.5625499999997153,0.5625499999997153,19.0,19.0
168,9,-5.800489774114702,0.0,2.0658765584230423,2.3406197362475925,0.5626399999997149,0.5626399999997149,9.0,9.0
169,12,-0.29592152296189456,-4.400351027776997,1.3158791849079232,2.1313741547055542,0.5627599999997144,0.5627599999997144,12.0,12.0
170,180,-0.00259524564570518,-0.340923349304564,1.4665161030522238,2.5287723771192963,0.5645599999997062,0.5645599999997062,180.0,180.0
171,107,0.0,-0.5116017397524788,1.2554485861943148,2.3390933932719107,0.5656299999997013,0.5656299999997013,107.0,107.0
172,188,0.0,-0.28070593144351935,1.3218467002239158,1.879117385622986,0.5675099999996928,0.5675099999996928,189.0,189.0
173,236,-0.006056025369098836,-0.23228963897035979,1.33414960383848,2.127827951329429,0.569869999999682,0.569869999999682,236.0,236.0
174,131,0.0,-0.4392106995537856,1.2103657068201263,2.1662304664727388,0.5711799999996761,0.5711799999996761,131.0,131.0
175,37,0.0,-1.4436074778604302,1.0261780811926804,2.02919324809635,0.5715499999996744,0.5715499999996744,37.0,37.0
176,183,-0.305573741770055,-0.0337659563280503,1.1711323946266552,1.8902055405467098,0.573379999999666,0.573379999999666,183.0,183.0
177,87,-0.6368701011588699,0.0,1.1918506123789254,2.3561578064343367,0.5742499999996621,0.5742499999996621,87.0,87.0
178,4,-13.328431320177712,0.0,1.6282097562216222,3.4789475351572037,0.5742899999996619,0.5742899999996619,4.0,4.0
179,99,-0.008208552889650346,-0.5226543130888259,1.0038080805291731,2.1859187992346105,0.5752799999996574,0.5752799999996574,99.0,99.0
180,9,-0.007406350069430529,-5.73024442629608,1.2265346207552486,1.5238198733164205,0.575369999999657,0.575369999999657,9.0,9.0
181,70,-0.7488699725042894,0.0,1.1792095848758306,2.030408756860665,0.5760699999996538,0.5760699999996538,70.0,70.0
182,127,-0.00011707708635160084,-0.42409621259235536,1.3238878290894933,2.4182448797661253,0.577339999999648,0.577339999999648,127.0,127.0
183,449,-0.12522973280699645,-0.011672295624672747,1.1613675287233993,1.9597177839607731,0.5818299999996276,0.5818299999996276,451.0,451.0
184,96,-0.548055458376491,-0.05836386462951564,1.1099452776155279,1.8331818601194148,0.5827899999996232,0.5827899999996232,96.0,96.0
185,30,-1.7318290257500166,0.0,1.5699241114159426,2.2324340403079987,0.5830899999996219,0.5830899999996219,30.0,30.0
186,126,-0.017553860108210334,-0.42853690215613216,1.3425046507904808,1.8410327314207005,0.5843499999996161,0.5843499999996161,126.0,126.0
187,68,-0.8131872171565394,0.0,1.2288399650167454,1.8606742314227365,0.585029999999613,0.585029999999613,68.0,68.0
188,376,-0.016878661994098165,-0.14319280164535508,1.0904046876871205,1.9402569298226229,0.5887899999995959,0.5887899999995959,376.0,376.0
189,49,-0.027454824311730665,-1.0535973197690394,1.2730998553107589,1.782324814332687,0.5892799999995937,0.5892799999995937,49.0,49.0
190,64,-0.8186102132953722,0.0,1.1850111112289596,1.485236066771904,0.5899199999995908,0.5899199999995908,64.0,64.0
191,23,-2.2363354390484487,0.0,1.0370510188538744,1.701684458748154,0.5901499999995897,0.5901499999995897,23.0,23.0
192,436,-0.023889638099884862,-0.12734156372326305,0.9429953283237277,1.4959571408321484,0.5945099999995699,0.5945099999995699,437.0,437.0
193,289,-0.24266311064173787,0.0,0.8082825355022295,1.348957910985528,0.5973999999995567,0.5973999999995567,289.0,289.0
194,57,-0.009032949727091344,-0.9419237470949099,0.6502607052557563,0.977209227976569,0.5979699999995541,0.5979699999995541,57.0,57.0
195,95,-0.5640735162720936,0.0,0.8046654032984455,1.5754539815414892,0.5989199999995498,0.5989199999995498,95.0,95.0
196,1,-51.066602194343076,-0.1647662124602356,0.7781608998775482,0.3732425384223461,0.5989299999995498,0.5989299999995498,1.0,1.0
197,68,-0.8290451637121717,-0.004798335201525613,0.878904275390703,1.3130148801240413,0.5996099999995467,0.5996099999995467,68.0,68.0
198,39,0.0,-1.39221867616177,0.8350644367866409,1.0786987238874037,0.5999999999995449,0.5999999999995449,39.0,39.0
199,42,-1.2774138231301446,-0.0175599333913051,0.8039205464357067,1.2975946653723007,0.600419999999543,0.600419999999543,42.0,42.0
200,82,-0.019691701481359018,-0.6358031584430213,0.9118989267977091,1.0475609441424107,0.6012399999995393,0.6012399999995393,84.0,84.0
201,253,-0.2569140368538253,-0.010152989042599335,0.6881236288615543,1.15987096775117,0.6037699999995277,0.6037699999995277,255.0,255.0
202,6,0.0,-8.663273287004971,1.3522133473306894,0.748350859930118,0.6038299999995275,0.6038299999995275,6.0,6.0
203,541,-0.1349233062738066,-0.01216012960766288,0.7798971659004647,1.2963775931711201,0.6092399999995028,0.6092399999995028,541.0,541.0
204,228,-0.23507510675628274,-0.02230043522999438,0.729202491915458,1.0032310279886842,0.6115199999994925,0.6115199999994925,228.0,228.0
205,182,-0.29968759680236956,-0.028586718757081894,0.6785141894808755,1.099905967343967,0.6133399999994842,0.6133399999994842,184.0,184.0
206,235,-0.23761704263114272,-0.01185434684090028,0.7146305714476299,0.9283582541298994,0.6156899999994735,0.6156899999994735,235.0,235.0
207,313,-0.1895656401597196,-0.009061849424720077,0.689518034089202,0.941148135959864,0.6188199999994592,0.6188199999994592,313.0,313.0
208,81,0.0,-0.645626235943574,0.7722220979171035,0.8900395254202095,0.6196299999994556,0.6196299999994556,84.0,84.0
209,189,-0.3713418920691546,-0.008491702805833124,0.6873944165978443,0.900313506577972,0.621519999999447,0.621519999999447,189.0,189.0
210,92,-0.6430353512688759,-0.0006149534456543373,0.6191096413961571,0.8546168014467896,0.6224399999994428,0.6224399999994428,92.0,92.0
211,221,-0.2523225748124124,-0.00122609267744968,0.7526930627156032,0.9376579834384279,0.6246499999994327,0.6246499999994327,222.0,222.0
212,509,-0.15587875960537517,-0.0010627865928751722,0.6915289652648187,0.8596050861714251,0.6297399999994095,0.6297399999994095,513.0,513.0
213,66,-0.02577087839073267,-0.8748618095462182,0.815260528128199,0.7710465404459022,0.6303999999994065,0.6303999999994065,66.0,66.0
214,114,-0.4891194718335342,-0.013220477945836832,0.7874090489114455,0.7693483855477289,0.6315399999994014,0.6315399999994014,114.0,114.0
215,64,-0.8399201892969106,0.0,0.8237276303261751,0.5157608648441965,0.6321799999993984,0.6321799999993984,64.0,64.0
216,144,-0.37957698196645884,-0.03049990205591324,0.5786679840012867,0.8531183978387465,0.6336199999993919,0.6336199999993919,144.0,144.0
217,65,-0.8498344692685232,0.0,0.4635946901443486,0.5950206755302273,0.6342699999993889,0.6342699999993889,65.0,65.0
218,477,-0.13362579270728223,-0.014581285306764374,0.7188327175338579,0.6016606412070414,0.6390399999993672,0.6390399999993672,482.0,482.0
219,39,0.0,-1.3264828411717966,0.6975967230705115,0.6154222805530597,0.6394299999993655,0.6394299999993655,40.0,40.0
220,147,-0.44209551504895306,-0.04147188843157354,0.468995041356479,0.7172427349913941,0.6408999999993588,0.6408999999993588,147.0,147.0
221,8,-6.629087357949626,0.0,0.3827912291744724,0.6238448143703863,0.6409799999993584,0.6409799999993584,8.0,8.0
222,79,-0.6493958814142401,0.0,0.6692226210408667,0.579405147865226,0.6417699999993548,0.6417699999993548,79.0,79.0
223,354,-0.015752516384756044,-0.15080617730225862,0.7147689890668932,0.5799403761337264,0.6453099999993387,0.6453099999993387,354.0,354.0
224,145,-0.35965590162425987,-0.031003417821116132,0.6592523864759453,0.5572275838461416,0.6467599999993321,0.6467599999993321,145.0,145.0
225,102,-0.5979634690980891,-0.004763496610240765,0.6322345814265895,0.6170201555497068,0.6477799999993274,0.6477799999993274,106.0,106.0
226,16,-3.257029520817014,0.0,0.4792206824931782,0.4646033741883002,0.6479399999993267,0.6479399999993267,16.0,16.0
227,82,0.0,-0.6385984905207067,0.7183182830581578,0.5136275704632082,0.648759999999323,0.648759999999323,82.0,82.0
228,457,-0.1385228580011989,-0.016459495071607166,0.7650479467940279,0.43506951359583623,0.6533299999993022,0.6533299999993022,459.0,459.0
229,125,-0.42666843409832633,0.0,0.6930536400675774,0.40854091431200507,0.6545799999992965,0.6545799999992965,126.0,126.0
230,433,-0.13818883023353748,-0.010180391426428294,0.6869974164238445,0.344695550557355,0.6589099999992768,0.6589099999992768,433.0,433.0
231,98,-0.05954854510479028,-0.5821000691284158,0.7704212315646666,0.3101888744407619,0.6598899999992723,0.6598899999992723,98.0,98.0
232,226,-0.2458454692655492,-0.011537771169876473,0.6856276674764807,0.34298968223640613,0.662149999999262,0.662149999999262,228.0,228.0
233,396,-0.1386449639699458,-0.00039715893507212595,0.6446896949847642,0.2644880077798117,0.666109999999244,0.666109999999244,398.0,398.0
234,91,-0.6802349161014942,0.0,0.7126021013022042,0.27538989569254957,0.6670199999992399,0.6670199999992399,91.0,91.0
