episode,steps,reward_0,reward_1,reward_2,loss_0,loss_1,loss_2,collisions_0,collisions_1,collisions_2,ou_theta_0,ou_theta_1,ou_theta_2,ou_mu_0,ou_mu_1,ou_mu_2,ou_sigma_0,ou_sigma_1,ou_sigma_2,ou_dt_0,ou_dt_1,ou_dt_2,ou_x0_0,ou_x0_1,ou_x0_2
249,2,-0.07732432483862174,0.1271951939696228,-250.83066889562247,17977.96337890625,18046.80078125,18314.404296875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
250,9,-0.049447386907392095,0.10317183437020752,-55.784822894321444,10441.699055989584,20093.985894097223,12068.76060655382,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
251,4,-0.1046937261749983,-125.40789000910797,0.1046937261749983,8948.641357421875,23975.90234375,16812.093505859375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
252,4,-0.07521226004218524,0.11424993356434286,-125.46740521592348,7702.225891113281,21889.130981445312,17110.00244140625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
253,3,-0.035173655560208496,-166.8879991980148,-0.005749659271221073,16041.451822916666,20472.9453125,30164.321614583332,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
254,6,-83.39440622785658,0.12570610626572967,0.06107289452324777,7575.042663574219,25696.612630208332,9338.549926757812,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
255,8,12.447784339636074,-12.443785180952252,-62.623170173485164,15066.828796386719,16625.903076171875,18527.317840576172,1.0,1.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
256,4,-0.0904054220965856,0.0904054220965856,-125.31119769144624,7475.456161499023,22845.789794921875,11585.396484375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
257,13,-0.06907168559207137,0.07651444552044154,-38.55036850455066,9975.556218073918,19621.55205829327,15324.027268629809,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
258,2,49.98754953333975,-49.98754953333975,-250.59996185889833,7515.364013671875,15202.25146484375,12142.921142578125,1.0,1.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
259,5,-100.11488013273774,0.1323117343659867,0.1289831425935685,8385.7212890625,21592.6875,23563.2607421875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
260,8,-0.0990819325548365,0.10724669248917601,-62.54311414770182,9185.821388244629,15726.704345703125,18799.403686523438,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
261,1,-0.1136683234516442,0.1136683234516442,-500.9211333924873,2011.0277099609375,30381.498046875,14710.099609375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
262,1,-500.16100037020095,-500.88849769902623,-500.87912464367247,6841.9541015625,38275.69140625,10345.63671875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
263,4,-0.09306180348926112,0.09306180348926112,-125.27215921081321,13241.027954101562,20488.369384765625,18121.516845703125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
264,4,-0.11376672820826719,-125.40718793679639,0.12525327762123517,9149.71029663086,20190.80615234375,18974.117919921875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
265,4,-0.09826945961687875,-125.63391034455817,0.09826945961687875,9822.477264404297,22465.30322265625,13966.831665039062,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
266,2,-0.017571186998859338,-250.5951101404042,0.017571186998859338,8314.96240234375,21011.8359375,28761.7890625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
267,6,-0.08361385635622147,0.08361385635622147,-83.60494049104489,9270.659606933594,21541.4697265625,13676.846394856771,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
268,1,-0.07041740345672648,-500.9859050838172,0.08861807387716703,1092.6878662109375,13772.662109375,1818.656982421875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
269,2,-250.11542513430706,0.1291267043100755,0.11542513430706534,20117.489990234375,21172.4755859375,20466.60498046875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
270,3,-0.1079529600486015,0.13340190362365986,-166.938079924854,16170.16552734375,23808.602213541668,23380.722005208332,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
271,11,-0.0847461131008936,0.08736868400274335,-45.446865080859986,6176.171719637784,21213.557705965908,11486.892800071022,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
272,8,-0.08731540140624354,0.09110822642277018,-62.56349253878542,15666.852966308594,13536.344146728516,17259.364013671875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
273,4,-0.052802650201416286,0.0650426093331449,-125.20609969172837,12996.888061523438,17912.260498046875,21169.882080078125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
274,2,-0.10576822104519683,0.10576822104519683,-250.89123873684602,14749.5390625,10557.364379882812,13293.853271484375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
275,3,-0.0508903166595114,0.1097964360318835,-167.17486948587393,9518.467610677084,7724.0617268880205,13800.1865234375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
276,6,-0.039710502149188476,-83.71164792642823,0.14182242405659903,6683.360188802083,28791.800455729168,14638.341145833334,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
277,12,-0.0889626079093428,0.09931159378061664,-41.68185169058905,9601.232513427734,17686.73270670573,19290.250081380207,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
278,4,-0.05710410346794538,-125.45566054317032,0.06371449286169126,10693.03872680664,22984.28173828125,19798.240234375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
279,6,-0.09889667465540479,-0.009296038633434237,-83.51378713659926,13057.761779785156,18598.502848307293,14680.948404947916,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
280,7,-71.485788474743,0.05721704617157042,0.07359574614514916,11606.653529575893,15154.810965401786,19452.098074776786,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
281,7,-0.0956793851224975,0.09890953953007932,-71.61689821834157,11161.788992745536,15932.761614118304,25084.67550223214,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
282,8,-0.04784875979030181,-62.80133545766,0.050289547061956145,12089.258117675781,13356.657196044922,15792.63900756836,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
283,4,-0.05476237223041923,0.08592019746196747,-125.26242155913314,9387.695098876953,15137.919555664062,21274.19384765625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
284,3,-0.1360415251204338,0.1436104729188515,-167.04494986633125,18121.42626953125,12718.764404296875,31101.369140625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
285,2,-250.03354617492795,-0.02528029188018971,0.03354617492794556,10756.54296875,20738.93701171875,18265.8154296875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
286,2,-0.11604532411207741,0.11604532411207741,-251.05638077531685,8442.434112548828,28549.4599609375,11182.055297851562,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
287,4,-125.08088193605325,0.08088193605323891,0.1479610091096754,6900.7569580078125,14103.3388671875,13252.99609375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
288,1,-0.045114634562906555,0.12570141196086912,-500.96662981008876,7457.90283203125,20445.482421875,12388.541015625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
289,5,-100.11322682522676,0.11895806886968445,0.14051161289605413,7657.20927734375,16000.0775390625,13629.01845703125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
290,4,-125.203679268248,0.20943331923888567,0.20775375572653182,6095.472305297852,11643.734130859375,23073.98486328125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
291,4,-0.05098172209042201,0.05098172209042201,-125.29000954544165,2587.052032470703,20810.947265625,15417.3564453125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
292,8,-0.023162314075687133,0.023162314075687133,-62.65308395045271,11468.08364868164,16033.314849853516,24515.144775390625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
293,7,-0.0891919291018701,0.09434189940993262,-71.51861223588246,10713.028773716518,20355.030831473214,20765.236467633928,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
294,12,-0.06826468699140471,0.06848559538201891,-41.66030253284192,12116.631144205729,13621.321329752604,16469.785888671875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
295,12,-0.056684819246326366,0.07206887054128047,-41.72537052191298,12379.4367574056,17173.57491048177,19864.37548828125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
296,2,-250.01891163101513,0.13901287892612743,-250.92694755315856,14476.12939453125,22403.0966796875,22415.7724609375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
297,11,-0.04866737569411794,0.05159176290837251,-45.559233884933946,7304.6930375532675,17098.09150834517,11894.525257457386,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
298,11,-0.08082571047100064,0.1151718730669844,-45.491244785828044,12188.907270951704,22240.780539772728,27348.58611505682,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
299,10,-0.054883620673151126,0.07580655838517983,-50.08384414947833,9081.075830078125,15620.90615234375,20190.78288574219,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
300,2,-250.03834171222556,-0.22730362898738155,-0.2984260745909729,11416.761474609375,14632.30419921875,13480.36962890625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
301,6,-83.45317955452167,0.11984622118833949,0.17606592393858786,14101.976888020834,13322.631510416666,20432.614664713543,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
302,7,-71.46418260922721,-71.54006375180964,0.03561118065578906,8134.025896344866,18973.662248883928,14923.7333984375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
303,2,-0.029652052141712334,0.029652052141712334,-250.73475192753412,10929.5322265625,11125.76416015625,28191.748046875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
304,4,-125.07351983761647,0.07351983761646708,0.15116786077270342,13442.908325195312,21843.63134765625,17052.201904296875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
305,8,-0.022577096552054123,0.10157465877426772,-62.74578873484878,8669.028396606445,21324.14306640625,18434.486267089844,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
306,1,-0.05934269292201416,0.14098961767391913,-501.15068504043967,1668.865478515625,26076.75390625,21706.296875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
307,4,-125.08423121996024,0.14236269434799265,0.0842312199602539,9513.309448242188,15001.149536132812,23101.647705078125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
308,5,-100.17230143559871,0.17654782090479254,0.15998503709184453,6580.594177246094,14152.6580078125,12864.674755859374,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
309,5,-0.1631636728634695,0.1631636728634695,-100.23815860723354,9309.041650390625,20537.8873046875,17110.450390625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
310,1,-500.01761049964796,-0.2726195748493536,-501.1996214442845,13600.244140625,9949.080078125,25075.220703125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
311,6,16.631329259652095,-100.26525738530903,-0.05984324572389516,18653.238362630207,23859.622884114582,23027.70751953125,1.0,1.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
312,4,-0.04444213136754331,-0.019035673921156585,-125.45848996977972,12205.8779296875,14375.529541015625,18547.383544921875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
313,3,-0.1441360910342887,0.17716495727671389,-166.8612041737749,9711.1103515625,28451.199869791668,16223.0615234375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
314,6,-0.05632532761521919,0.05632532761521919,-83.49915846828678,16624.09716796875,18602.16455078125,22312.876953125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
315,4,-0.025636741968788956,-125.31398767560019,0.025636741968788956,11141.181396484375,19687.138916015625,17694.3623046875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
316,6,-0.06527815533056992,0.06581280543879071,-83.42232653833081,16450.179728190105,19687.104248046875,16586.085001627605,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
317,1,-0.086732787322538,0.086732787322538,-500.950041023995,3279.89892578125,19090.177734375,3434.4736328125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
318,4,-0.028590629709758408,0.03193214791278675,-125.4306923031606,22799.860107421875,18467.93194580078,19355.9677734375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
319,7,-0.1266908111295891,0.1315592633054026,-71.58904716613911,11134.94691685268,12070.638462611607,22004.72527204241,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
320,1,-0.15126427973738607,0.15126427973738607,-500.90950253118905,2335.09521484375,26224.2890625,17442.46875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
321,8,-62.57569691828766,0.1264498907649077,0.07569691828766409,11579.949676513672,15860.268859863281,25820.640686035156,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
322,1,-500.18105899687794,0.186457052171022,0.18105899687794913,7793.32958984375,8558.208984375,11146.849609375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
323,3,-0.09276779985134247,-0.3487958111271432,-167.29835967638198,8140.707763671875,18963.270182291668,23135.000325520832,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
324,5,-0.021067653404208735,-100.50196494247488,0.030395210949173503,9923.5685546875,14098.349194335937,16823.7939453125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
325,3,-0.049880433887686426,-166.935035624532,0.049880433887686426,8302.276529947916,14495.020345052084,18566.2548828125,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
326,12,-41.75237333997698,0.1108992321665307,0.04551368866657888,13609.261271158854,13487.969970703125,19973.409138997395,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
327,3,-166.78973144186642,0.12306477519975485,0.18024629440360865,13174.0341796875,15857.894856770834,19538.718098958332,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
328,4,-125.20645971834654,-0.2714338205821584,0.2064597183465341,15156.41015625,22970.857421875,21108.925537109375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
329,6,-0.09376490503893131,0.09721622240463507,-83.54064757551247,8612.08213297526,21068.828938802082,16772.86279296875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
330,7,-0.045597262057035924,-71.63206526934181,-71.53910889218552,15250.215018136161,20196.12527901786,18824.328264508928,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
331,4,-125.11990881318411,0.1323407356361853,0.13137182630914554,13818.020935058594,11468.876586914062,17817.84716796875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
332,1,-500.17718565439117,0.17718565439115952,0.18398120016165978,13612.974609375,17783.65234375,26145.109375,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
333,6,-83.46508784893366,0.16477689829230371,0.13175451560034065,13494.589925130209,18330.138020833332,23007.08056640625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
334,6,-83.36112647625019,-0.05470240934958263,0.11785470524732401,8789.096659342447,19771.800130208332,25059.1640625,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
335,2,-250.11627829785843,0.16728677283312993,0.11627829785841483,18372.1923828125,11312.453125,25081.41796875,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
336,3,-166.75361557294616,0.12052428498481811,0.08694890627948794,14289.6552734375,17397.8212890625,21655.534505208332,0.0,0.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
337,3,33.31918690312136,-33.31918690312136,-166.97180526245768,18507.429361979168,14805.669921875,16837.060546875,1.0,1.0,0.0,0.15,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.3,0.01,0.01,0.01,,,
