formatted_date,adjclose,open,high,low
2015-06-23,41.54966354370117,46.130001068115234,46.279998779296875,45.619998931884766
2015-06-24,41.305301666259766,45.66999816894531,46.25,45.54999923706055
2015-06-25,41.31434631347656,46.029998779296875,46.060001373291016,45.5
2015-06-26,40.961387634277344,45.650001525878906,46.279998779296875,45.029998779296875
2015-06-29,40.15591049194336,45.040000915527344,45.22999954223633,44.36000061035156
2015-06-30,39.95682144165039,44.709999084472656,44.720001220703125,43.939998626708984
2015-07-01,40.22831726074219,44.459999084472656,45.22999954223633,44.099998474121094
2015-07-02,40.18306350708008,44.47999954223633,44.75,44.060001373291016
2015-07-06,40.17401885986328,43.959999084472656,44.47999954223633,43.95000076293945
2015-07-07,40.09257125854492,44.34000015258789,44.4900016784668,43.31999969482422
2015-07-08,40.038265228271484,44.439998626708984,44.900001525878906,44.029998779296875
2015-07-09,40.29167556762695,44.75,45.220001220703125,44.5
2015-07-10,40.37312698364258,45.0099983215332,45.13999938964844,44.56999969482422
2015-07-13,41.214805603027344,44.97999954223633,45.619998931884766,44.95000076293945
2015-07-14,41.28719711303711,45.45000076293945,45.959999084472656,45.310001373291016
2015-07-15,41.413902282714844,45.68000030517578,45.88999938964844,45.43000030517578
2015-07-16,42.228424072265625,46.0099983215332,46.689998626708984,45.970001220703125
2015-07-17,42.19222640991211,46.54999923706055,46.779998779296875,46.2599983215332
2015-07-20,42.46372604370117,46.650001525878906,47.130001068115234,46.439998626708984
2015-07-21,42.7895393371582,46.779998779296875,47.33000183105469,46.47999954223633
2015-07-22,41.214805603027344,45.439998626708984,46.93000030517578,45.20000076293945
2015-07-23,41.73066329956055,45.27000045776367,46.22999954223633,45.099998474121094
2015-07-24,41.57680892944336,45.90999984741211,46.31999969482422,45.79999923706055
2015-07-27,41.0428352355957,45.939998626708984,46.0099983215332,45.25
2015-07-28,41.033790588378906,45.58000183105469,45.63999938964844,44.790000915527344
2015-07-29,41.8935661315918,45.400001525878906,46.779998779296875,45.2599983215332
2015-07-30,42.427528381347656,46.2599983215332,47.400001525878906,45.93000030517578
2015-07-31,42.26462936401367,47.290000915527344,47.369998931884766,46.5
2015-08-03,42.36417770385742,46.97999954223633,47.0,46.45000076293945
2015-08-04,43.024837493896484,46.75,47.709999084472656,46.68000030517578
2015-08-05,43.06105041503906,47.97999954223633,48.40999984741211,47.540000915527344
2015-08-06,42.19222640991211,47.709999084472656,47.77000045776367,46.33000183105469
2015-08-07,42.30083084106445,46.38999938964844,46.779998779296875,46.2599983215332
2015-08-10,42.83478927612305,46.95000076293945,47.4900016784668,46.84000015258789
2015-08-11,42.002174377441406,46.81999969482422,46.939998626708984,45.900001525878906
2015-08-12,42.30083084106445,46.189998626708984,46.900001525878906,45.709999084472656
