formatted_date,adjclose,open,high,low
2015-06-22,117.60649108886719,127.48999786376953,128.05999755859375,127.08000183105469
2015-06-23,117.07194519042969,127.4800033569336,127.61000061035156,126.87999725341797
2015-06-24,118.06729888916016,127.20999908447266,129.8000030517578,127.12000274658203
2015-06-25,117.505126953125,128.86000061035156,129.1999969482422,127.5
2015-06-26,116.81389617919922,127.66999816894531,127.98999786376953,126.51000213623047
2015-06-29,114.7679214477539,125.45999908447266,126.47000122070312,124.4800033569336
2015-06-30,115.59738159179688,125.56999969482422,126.12000274658203,124.86000061035156
2015-07-01,116.67566680908203,126.9000015258789,126.94000244140625,125.98999786376953
2015-07-02,116.5281982421875,126.43000030517578,126.69000244140625,125.7699966430664
2015-07-06,116.1227035522461,124.94000244140625,126.2300033569336,124.8499984741211
2015-07-07,115.83700561523438,125.88999938964844,126.1500015258789,123.7699966430664
2015-07-08,112.96159362792969,124.4800033569336,124.63999938964844,122.54000091552734
2015-07-09,110.6575698852539,123.8499984741211,124.05999755859375,119.22000122070312
2015-07-10,113.61592102050781,121.94000244140625,123.8499984741211,121.20999908447266
2015-07-13,115.8093490600586,125.02999877929688,125.76000213623047,124.31999969482422
2015-07-14,115.76325988769531,126.04000091552734,126.37000274658203,125.04000091552734
2015-07-15,116.87841796875,125.72000122070312,127.1500015258789,125.58000183105469
2015-07-16,118.43595123291016,127.73999786376953,128.57000732421875,127.3499984741211
2015-07-17,119.45892333984375,129.0800018310547,129.6199951171875,128.30999755859375
2015-07-20,121.71688842773438,130.97000122070312,132.97000122070312,130.6999969482422
2015-07-21,120.5003433227539,132.85000610351562,132.9199981689453,130.32000732421875
2015-07-22,115.40383911132812,121.98999786376953,125.5,121.98999786376953
2015-07-23,115.34852600097656,126.19999694824219,127.08999633789062,125.05999755859375
2015-07-24,114.74028778076172,125.31999969482422,125.73999786376953,123.9000015258789
2015-07-27,113.14588928222656,123.08999633789062,123.61000061035156,122.12000274658203
2015-07-28,113.70807647705078,123.37999725341797,123.91000366210938,122.55000305175781
2015-07-29,113.34864044189453,123.1500015258789,123.5,122.2699966430664
2015-07-30,112.77727508544922,122.31999969482422,122.56999969482422,121.70999908447266
2015-07-31,111.79113006591797,122.5999984741211,122.63999938964844,120.91000366210938
2015-08-03,109.15534210205078,121.5,122.56999969482422,117.5199966430664
2015-08-04,105.65322875976562,117.41999816894531,117.69999694824219,113.25
2015-08-05,106.35365295410156,112.94999694824219,117.44000244140625,112.0999984741211
2015-08-06,106.5850830078125,115.97000122070312,116.5,114.12000274658203
2015-08-07,106.94613647460938,114.58000183105469,116.25,114.5
2015-08-10,110.83441162109375,116.52999877929688,119.98999786376953,116.52999877929688
2015-08-11,105.06681823730469,117.80999755859375,118.18000030517578,113.33000183105469
2015-08-12,106.6869125366211,112.52999877929688,115.41999816894531,109.62999725341797
2015-08-13,106.60359954833984,116.04000091552734,116.4000015258789,114.54000091552734
2015-08-14,107.35347747802734,114.31999969482422,116.30999755859375,114.01000213623047
2015-08-17,108.46441650390625,116.04000091552734,117.6500015258789,115.5
2015-08-18,107.8534164428711,116.43000030517578,117.44000244140625,116.01000213623047
2015-08-19,106.47400665283203,116.0999984741211,116.5199966430664,114.68000030517578
2015-08-20,104.28914642333984,114.08000183105469,114.3499984741211,111.62999725341797
2015-08-21,97.91051483154297,110.43000030517578,111.9000015258789,105.6500015258789
2015-08-24,95.46646881103516,94.87000274658203,108.80000305175781,92.0
2015-08-25,96.04045867919922,111.11000061035156,111.11000061035156,103.5
2015-08-26,101.5488510131836,107.08999633789062,109.88999938964844,105.05000305175781
2015-08-27,104.53913116455078,112.2300033569336,113.23999786376953,110.0199966430664
2015-08-28,104.88165283203125,112.16999816894531,113.30999755859375,111.54000091552734
2015-08-31,104.39099884033203,112.02999877929688,114.52999877929688,112.0
2015-09-01,99.72505950927734,110.1500015258789,111.87999725341797,107.36000061035156
2015-09-02,104.00215148925781,110.2300033569336,112.33999633789062,109.12999725341797
2015-09-03,102.17838287353516,112.48999786376953,112.77999877929688,110.04000091552734
2015-09-04,101.16001892089844,108.97000122070312,110.44999694824219,108.51000213623047
2015-09-08,103.9743881225586,111.75,112.55999755859375,110.31999969482422
2015-09-09,101.97469329833984,113.76000213623047,114.0199966430664,109.7699966430664
2015-09-10,104.21508026123047,110.2699966430664,113.27999877929688,109.9000015258789
2015-09-11,105.73336791992188,111.79000091552734,114.20999908447266,111.76000213623047
2015-09-14,106.751708984375,116.58000183105469,116.88999938964844,114.86000061035156
2015-09-15,107.64973449707031,115.93000030517578,116.52999877929688,114.41999816894531
2015-09-16,107.77009582519531,116.25,116.54000091552734,115.44000244140625
2015-09-17,105.46490478515625,115.66000366210938,116.48999786376953,113.72000122070312
2015-09-18,105.02976989746094,112.20999908447266,114.30000305175781,111.87000274658203
2015-09-21,106.6591567993164,113.66999816894531,115.37000274658203,113.66000366210938
2015-09-22,104.98348999023438,113.37999725341797,114.18000030517578,112.5199966430664
2015-09-23,105.835205078125,113.62999725341797,114.72000122070312,113.30000305175781
2015-09-24,106.46472930908203,113.25,115.5,112.37000274658203
2015-09-25,106.19624328613281,116.44000244140625,116.69000244140625,114.0199966430664
2015-09-28,104.09474182128906,113.8499984741211,114.56999969482422,112.44000244140625
2015-09-29,100.9655990600586,112.83000183105469,113.51000213623047,107.86000061035156
2015-09-30,102.11356353759766,110.16999816894531,111.54000091552734,108.7300033569336
2015-10-01,101.44700622558594,109.06999969482422,109.62000274658203,107.30999755859375
2015-10-02,102.18761444091797,108.01000213623047,111.01000213623047,107.55000305175781
2015-10-05,102.55794525146484,109.87999725341797,111.37000274658203,109.06999969482422
2015-10-06,103.04859924316406,110.62999725341797,111.73999786376953,109.7699966430664
2015-10-07,102.55794525146484,111.73999786376953,111.7699966430664,109.41000366210938
2015-10-08,101.37294006347656,110.19000244140625,110.19000244140625,108.20999908447266
2015-10-09,103.79849243164062,110.0,112.27999877929688,109.48999786376953
2015-10-12,103.31709289550781,112.7300033569336,112.75,111.44000244140625
2015-10-13,103.49297332763672,110.81999969482422,112.44999694824219,110.68000030517578
2015-10-14,102.03025817871094,111.29000091552734,111.5199966430664,109.55999755859375
2015-10-15,103.55779266357422,110.93000030517578,112.0999984741211,110.48999786376953
2015-10-16,102.79864501953125,111.77999877929688,112.0,110.52999877929688
2015-10-19,103.43744659423828,110.80000305175781,111.75,110.11000061035156
2015-10-20,105.3260269165039,111.33999633789062,114.16999816894531,110.81999969482422
2015-10-21,105.31678009033203,114.0,115.58000183105469,113.69999694824219
2015-10-22,106.92762756347656,114.33000183105469,115.5,114.0999984741211
2015-10-23,110.24191284179688,116.69999694824219,119.2300033569336,116.33000183105469
2015-10-26,106.72394561767578,118.08000183105469,118.12999725341797,114.91999816894531
2015-10-27,106.04814910888672,115.4000015258789,116.54000091552734,113.98999786376953
2015-10-28,110.41780853271484,116.93000030517578,119.30000305175781,116.05999755859375
2015-10-29,111.58430480957031,118.69999694824219,120.69000244140625,118.2699966430664
2015-10-30,110.63074493408203,120.98999786376953,121.22000122070312,119.44999694824219
2015-11-02,112.18606567382812,120.80000305175781,121.36000061035156,119.61000061035156
